Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,Southwark A2 Old Kent Road,,,,,,,,,,,,,,
Date,time,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit
22-01-2014,11:00,18,R ugm-3 (TEOM FDMS),260.7,P deg,2.9,P ms-1,7.6,P degC,21,R ugm-3,36,R ugm-3,68,R ugm-3
22-01-2014,12:00,26,R ugm-3 (TEOM FDMS),256.8,P deg,2.6,P ms-1,7.2,P degC,21,R ugm-3,39,R ugm-3,72,R ugm-3
22-01-2014,13:00,17,R ugm-3 (TEOM FDMS),244.4,P deg,2.3,P ms-1,7.1,P degC,21,R ugm-3,30,R ugm-3,62,R ugm-3
22-01-2014,14:00,24,R ugm-3 (TEOM FDMS),243.9,P deg,2.5,P ms-1,7.0,P degC,18,R ugm-3,27,R ugm-3,54,R ugm-3
22-01-2014,15:00,22,R ugm-3 (TEOM FDMS),234.7,P deg,2.1,P ms-1,6.6,P degC,19,R ugm-3,32,R ugm-3,61,R ugm-3
22-01-2014,16:00,24,R ugm-3 (TEOM FDMS),197.8,P deg,2.1,P ms-1,6.4,P degC,15,R ugm-3,34,R ugm-3,57,R ugm-3
22-01-2014,17:00,14,R ugm-3 (TEOM FDMS),216.2,P deg,1.4,P ms-1,4.6,P degC,17,R ugm-3,38,R ugm-3,64,R ugm-3
22-01-2014,18:00,24,R ugm-3 (TEOM FDMS),236.0,P deg,2.8,P ms-1,4.4,P degC,54,R ugm-3,60,R ugm-3,142,R ugm-3
22-01-2014,19:00,34,R ugm-3 (TEOM FDMS),258.9,P deg,3.1,P ms-1,5.3,P degC,91,R ugm-3,64,R ugm-3,203,R ugm-3
22-01-2014,20:00,37,R ugm-3 (TEOM FDMS),257.7,P deg,2.8,P ms-1,5.5,P degC,98,R ugm-3,63,R ugm-3,214,R ugm-3
22-01-2014,21:00,38,R ugm-3 (TEOM FDMS),269.0,P deg,2.7,P ms-1,5.4,P degC,51,R ugm-3,56,R ugm-3,134,R ugm-3
22-01-2014,22:00,32,R ugm-3 (TEOM FDMS),281.0,P deg,3.3,P ms-1,5.5,P degC,41,R ugm-3,53,R ugm-3,115,R ugm-3
22-01-2014,23:00,21,R ugm-3 (TEOM FDMS),279.7,P deg,3.1,P ms-1,5.5,P degC,37,R ugm-3,48,R ugm-3,105,R ugm-3
22-01-2014,24:00,26,R ugm-3 (TEOM FDMS),279.4,P deg,2.9,P ms-1,5.5,P degC,25,R ugm-3,44,R ugm-3,83,R ugm-3
23-01-2014,01:00,5,R ugm-3 (TEOM FDMS),270.8,P deg,2.2,P ms-1,3.8,P degC,15,R ugm-3,40,R ugm-3,63,R ugm-3
23-01-2014,02:00,18,R ugm-3 (TEOM FDMS),274.4,P deg,2.2,P ms-1,3.7,P degC,12,R ugm-3,36,R ugm-3,54,R ugm-3
23-01-2014,03:00,24,R ugm-3 (TEOM FDMS),275.9,P deg,2.3,P ms-1,3.6,P degC,12,R ugm-3,33,R ugm-3,51,R ugm-3
23-01-2014,04:00,23,R ugm-3 (TEOM FDMS),273.0,P deg,2.5,P ms-1,3.4,P degC,7,R ugm-3,25,R ugm-3,35,R ugm-3
23-01-2014,05:00,17,R ugm-3 (TEOM FDMS),267.3,P deg,2.7,P ms-1,3.1,P degC,8,R ugm-3,27,R ugm-3,38,R ugm-3
23-01-2014,06:00,19,R ugm-3 (TEOM FDMS),266.2,P deg,2.6,P ms-1,3.0,P degC,9,R ugm-3,27,R ugm-3,40,R ugm-3
23-01-2014,07:00,15,R ugm-3 (TEOM FDMS),259.1,P deg,2.8,P ms-1,2.8,P degC,25,R ugm-3,34,R ugm-3,71,R ugm-3
23-01-2014,08:00,18,R ugm-3 (TEOM FDMS),252.4,P deg,2.8,P ms-1,2.9,P degC,48,R ugm-3,40,R ugm-3,114,R ugm-3
23-01-2014,09:00,17,R ugm-3 (TEOM FDMS),241.9,P deg,3.0,P ms-1,3.3,P degC,51,R ugm-3,45,R ugm-3,124,R ugm-3
23-01-2014,10:00,25,R ugm-3 (TEOM FDMS),220.5,P deg,3.2,P ms-1,4.0,P degC,24,R ugm-3,39,R ugm-3,75,R ugm-3
23-01-2014,11:00,18,R ugm-3 (TEOM FDMS),237.4,P deg,3.6,P ms-1,4.9,P degC,25,R ugm-3,43,R ugm-3,80,R ugm-3
23-01-2014,12:00,19,R ugm-3 (TEOM FDMS),267.7,P deg,5.3,P ms-1,6.5,P degC,22,R ugm-3,39,R ugm-3,73,R ugm-3
23-01-2014,13:00,10,R ugm-3 (TEOM FDMS),304.4,P deg,5.6,P ms-1,8.1,P degC,53,R ugm-3,58,R ugm-3,139,R ugm-3
23-01-2014,14:00,13,R ugm-3 (TEOM FDMS),311.8,P deg,5.2,P ms-1,8.6,P degC,73,R ugm-3,65,R ugm-3,177,R ugm-3
23-01-2014,15:00,20,R ugm-3 (TEOM FDMS),313.3,P deg,6.1,P ms-1,7.9,P degC,64,R ugm-3,51,R ugm-3,149,R ugm-3
23-01-2014,16:00,16,R ugm-3 (TEOM FDMS),313.0,P deg,5.7,P ms-1,6.7,P degC,20,R ugm-3,38,R ugm-3,70,R ugm-3
23-01-2014,17:00,24,R ugm-3 (TEOM FDMS),318.1,P deg,5.2,P ms-1,6.0,P degC,23,R ugm-3,40,R ugm-3,75,R ugm-3
23-01-2014,18:00,26,R ugm-3 (TEOM FDMS),315.4,P deg,4.7,P ms-1,5.6,P degC,58,R ugm-3,62,R ugm-3,152,R ugm-3
23-01-2014,19:00,23,R ugm-3 (TEOM FDMS),303.9,P deg,4.3,P ms-1,4.9,P degC,49,R ugm-3,58,R ugm-3,133,R ugm-3
23-01-2014,20:00,20,R ugm-3 (TEOM FDMS),301.4,P deg,4.7,P ms-1,4.7,P degC,47,R ugm-3,56,R ugm-3,128,R ugm-3
23-01-2014,21:00,16,R ugm-3 (TEOM FDMS),298.7,P deg,4.7,P ms-1,4.6,P degC,26,R ugm-3,43,R ugm-3,82,R ugm-3
23-01-2014,22:00,14,R ugm-3 (TEOM FDMS),295.6,P deg,4.3,P ms-1,4.3,P degC,13,R ugm-3,42,R ugm-3,62,R ugm-3
23-01-2014,23:00,17,R ugm-3 (TEOM FDMS),290.0,P deg,3.8,P ms-1,4.0,P degC,11,R ugm-3,41,R ugm-3,58,R ugm-3
23-01-2014,24:00,19,R ugm-3 (TEOM FDMS),276.6,P deg,3.6,P ms-1,3.5,P degC,16,R ugm-3,45,R ugm-3,70,R ugm-3
24-01-2014,01:00,18,R ugm-3 (TEOM FDMS),267.3,P deg,2.9,P ms-1,1.2,P degC,15,R ugm-3,43,R ugm-3,65,R ugm-3
24-01-2014,02:00,19,R ugm-3 (TEOM FDMS),264.1,P deg,2.6,P ms-1,1.4,P degC,11,R ugm-3,36,R ugm-3,52,R ugm-3
24-01-2014,03:00,25,R ugm-3 (TEOM FDMS),257.2,P deg,2.3,P ms-1,1.6,P degC,22,R ugm-3,37,R ugm-3,72,R ugm-3
24-01-2014,04:00,17,R ugm-3 (TEOM FDMS),254.8,P deg,1.4,P ms-1,1.9,P degC,8,R ugm-3,31,R ugm-3,44,R ugm-3
24-01-2014,05:00,18,R ugm-3 (TEOM FDMS),230.5,P deg,1.3,P ms-1,2.1,P degC,13,R ugm-3,32,R ugm-3,53,R ugm-3
24-01-2014,06:00,23,R ugm-3 (TEOM FDMS),211.6,P deg,1.2,P ms-1,2.2,P degC,40,R ugm-3,45,R ugm-3,106,R ugm-3
24-01-2014,07:00,29,R ugm-3 (TEOM FDMS),191.6,P deg,1.9,P ms-1,2.1,P degC,98,R ugm-3,65,R ugm-3,216,R ugm-3
24-01-2014,08:00,32,R ugm-3 (TEOM FDMS),173.3,P deg,2.2,P ms-1,2.2,P degC,153,R ugm-3,78,R ugm-3,312,R ugm-3
24-01-2014,09:00,35,R ugm-3 (TEOM FDMS),169.5,P deg,2.4,P ms-1,2.8,P degC,228,R ugm-3,81,R ugm-3,431,R ugm-3
24-01-2014,10:00,18,R ugm-3 (TEOM FDMS),164.9,P deg,2.1,P ms-1,4.9,P degC,94,R ugm-3,57,R ugm-3,201,R ugm-3
24-01-2014,11:00,25,R ugm-3 (TEOM FDMS),162.1,P deg,2.4,P ms-1,5.8,P degC,48,R ugm-3,48,R ugm-3,121,R ugm-3
24-01-2014,12:00,25,R ugm-3 (TEOM FDMS),152.9,P deg,2.3,P ms-1,5.8,P degC,25,R ugm-3,35,R ugm-3,73,R ugm-3
24-01-2014,13:00,33,R ugm-3 (TEOM FDMS),154.6,P deg,2.9,P ms-1,6.1,P degC,36,R ugm-3,36,R ugm-3,92,R ugm-3
24-01-2014,14:00,24,R ugm-3 (TEOM FDMS),162.0,P deg,3.3,P ms-1,6.6,P degC,19,R ugm-3,28,R ugm-3,58,R ugm-3
24-01-2014,15:00,25,R ugm-3 (TEOM FDMS),161.3,P deg,3.4,P ms-1,6.7,P degC,17,R ugm-3,29,R ugm-3,56,R ugm-3
24-01-2014,16:00,31,R ugm-3 (TEOM FDMS),168.3,P deg,3.4,P ms-1,6.6,P degC,20,R ugm-3,33,R ugm-3,64,R ugm-3
24-01-2014,17:00,23,R ugm-3 (TEOM FDMS),167.1,P deg,3.6,P ms-1,6.6,P degC,14,R ugm-3,34,R ugm-3,55,R ugm-3
24-01-2014,18:00,27,R ugm-3 (TEOM FDMS),171.3,P deg,3.7,P ms-1,6.6,P degC,11,R ugm-3,30,R ugm-3,47,R ugm-3
24-01-2014,19:00,16,R ugm-3 (TEOM FDMS),168.9,P deg,4.0,P ms-1,6.6,P degC,9,R ugm-3,30,R ugm-3,43,R ugm-3
24-01-2014,20:00,18,R ugm-3 (TEOM FDMS),172.9,P deg,3.9,P ms-1,6.7,P degC,11,R ugm-3,27,R ugm-3,43,R ugm-3
24-01-2014,21:00,17,R ugm-3 (TEOM FDMS),173.5,P deg,4.1,P ms-1,6.7,P degC,10,R ugm-3,26,R ugm-3,42,R ugm-3
24-01-2014,22:00,8,R ugm-3 (TEOM FDMS),175.7,P deg,4.0,P ms-1,6.8,P degC,8,R ugm-3,23,R ugm-3,36,R ugm-3
24-01-2014,23:00,10,R ugm-3 (TEOM FDMS),180.4,P deg,3.8,P ms-1,6.8,P degC,5,R ugm-3,14,R ugm-3,22,R ugm-3
24-01-2014,24:00,8,R ugm-3 (TEOM FDMS),183.9,P deg,3.6,P ms-1,6.7,P degC,4,R ugm-3,10,R ugm-3,15,R ugm-3
25-01-2014,01:00,20,R ugm-3 (TEOM FDMS),186.4,P deg,3.7,P ms-1,6.9,P degC,9,R ugm-3,12,R ugm-3,26,R ugm-3
25-01-2014,02:00,8,R ugm-3 (TEOM FDMS),190.6,P deg,3.4,P ms-1,7.0,P degC,4,R ugm-3,11,R ugm-3,17,R ugm-3
25-01-2014,03:00,1,R ugm-3 (TEOM FDMS),192.9,P deg,3.0,P ms-1,7.1,P degC,14,R ugm-3,17,R ugm-3,39,R ugm-3
25-01-2014,04:00,12,R ugm-3 (TEOM FDMS),197.2,P deg,2.8,P ms-1,7.1,P degC,14,R ugm-3,23,R ugm-3,44,R ugm-3
25-01-2014,05:00,13,R ugm-3 (TEOM FDMS),207.3,P deg,2.8,P ms-1,7.2,P degC,31,R ugm-3,35,R ugm-3,83,R ugm-3
25-01-2014,06:00,11,R ugm-3 (TEOM FDMS),225.8,P deg,2.7,P ms-1,7.2,P degC,14,R ugm-3,30,R ugm-3,51,R ugm-3
25-01-2014,07:00,11,R ugm-3 (TEOM FDMS),244.6,P deg,3.0,P ms-1,7.3,P degC,12,R ugm-3,31,R ugm-3,50,R ugm-3
25-01-2014,08:00,15,R ugm-3 (TEOM FDMS),266.5,P deg,3.3,P ms-1,7.3,P degC,13,R ugm-3,31,R ugm-3,50,R ugm-3
25-01-2014,09:00,17,R ugm-3 (TEOM FDMS),264.1,P deg,3.6,P ms-1,7.2,P degC,13,R ugm-3,23,R ugm-3,42,R ugm-3
25-01-2014,10:00,15,R ugm-3 (TEOM FDMS),253.0,P deg,3.2,P ms-1,7.0,P degC,13,R ugm-3,24,R ugm-3,44,R ugm-3
25-01-2014,11:00,17,R ugm-3 (TEOM FDMS),243.3,P deg,3.7,P ms-1,7.8,P degC,25,R ugm-3,26,R ugm-3,64,R ugm-3
25-01-2014,12:00,22,R ugm-3 (TEOM FDMS),245.5,P deg,4.5,P ms-1,9.5,P degC,17,R ugm-3,20,R ugm-3,45,R ugm-3
25-01-2014,13:00,22,R ugm-3 (TEOM FDMS),247.2,P deg,5.2,P ms-1,10.3,P degC,16,R ugm-3,24,R ugm-3,49,R ugm-3
25-01-2014,14:00,20,R ugm-3 (TEOM FDMS),250.4,P deg,5.8,P ms-1,10.8,P degC,13,R ugm-3,20,R ugm-3,40,R ugm-3
25-01-2014,15:00,14,R ugm-3 (TEOM FDMS),257.9,P deg,7.6,P ms-1,10.6,P degC,8,R ugm-3,16,R ugm-3,29,R ugm-3
25-01-2014,16:00,17,R ugm-3 (TEOM FDMS),279.5,P deg,9.5,P ms-1,10.2,P degC,6,R ugm-3,14,R ugm-3,23,R ugm-3
25-01-2014,17:00,, ,292.3,P deg,9.6,P ms-1,9.2,P degC,12,R ugm-3,18,R ugm-3,36,R ugm-3
25-01-2014,18:00,7,R ugm-3 (TEOM FDMS),301.4,P deg,8.5,P ms-1,8.3,P degC,20,R ugm-3,26,R ugm-3,57,R ugm-3
25-01-2014,19:00,9,R ugm-3 (TEOM FDMS),303.1,P deg,9.2,P ms-1,7.3,P degC,28,R ugm-3,32,R ugm-3,76,R ugm-3
25-01-2014,20:00,6,R ugm-3 (TEOM FDMS),300.3,P deg,9.7,P ms-1,6.7,P degC,22,R ugm-3,23,R ugm-3,57,R ugm-3
25-01-2014,21:00,11,R ugm-3 (TEOM FDMS),306.8,P deg,8.2,P ms-1,6.4,P degC,15,R ugm-3,23,R ugm-3,46,R ugm-3
25-01-2014,22:00,14,R ugm-3 (TEOM FDMS),307.6,P deg,7.4,P ms-1,6.0,P degC,26,R ugm-3,27,R ugm-3,68,R ugm-3
25-01-2014,23:00,16,R ugm-3 (TEOM FDMS),310.1,P deg,6.9,P ms-1,5.8,P degC,20,R ugm-3,30,R ugm-3,61,R ugm-3
25-01-2014,24:00,21,R ugm-3 (TEOM FDMS),307.6,P deg,6.4,P ms-1,5.5,P degC,49,R ugm-3,38,R ugm-3,114,R ugm-3
26-01-2014,01:00,14,R ugm-3 (TEOM FDMS),281.7,P deg,4.6,P ms-1,3.2,P degC,19,R ugm-3,27,R ugm-3,55,R ugm-3
26-01-2014,02:00,15,R ugm-3 (TEOM FDMS),277.5,P deg,4.1,P ms-1,2.8,P degC,4,R ugm-3,14,R ugm-3,19,R ugm-3
26-01-2014,03:00,14,R ugm-3 (TEOM FDMS),270.8,P deg,3.7,P ms-1,2.4,P degC,4,R ugm-3,15,R ugm-3,21,R ugm-3
26-01-2014,04:00,17,R ugm-3 (TEOM FDMS),260.6,P deg,3.3,P ms-1,2.4,P degC,3,R ugm-3,11,R ugm-3,16,R ugm-3
26-01-2014,05:00,24,R ugm-3 (TEOM FDMS),233.0,P deg,3.0,P ms-1,2.4,P degC,4,R ugm-3,12,R ugm-3,17,R ugm-3
26-01-2014,06:00,20,R ugm-3 (TEOM FDMS),202.7,P deg,2.9,P ms-1,2.6,P degC,11,R ugm-3,21,R ugm-3,38,R ugm-3
26-01-2014,07:00,19,R ugm-3 (TEOM FDMS),189.2,P deg,3.4,P ms-1,3.4,P degC,6,R ugm-3,20,R ugm-3,29,R ugm-3
26-01-2014,08:00,28,R ugm-3 (TEOM FDMS),192.3,P deg,4.0,P ms-1,4.0,P degC,7,R ugm-3,18,R ugm-3,28,R ugm-3
26-01-2014,09:00,29,R ugm-3 (TEOM FDMS),206.2,P deg,5.4,P ms-1,5.5,P degC,12,R ugm-3,28,R ugm-3,47,R ugm-3
26-01-2014,10:00,17,R ugm-3 (TEOM FDMS),197.3,P deg,6.3,P ms-1,6.7,P degC,4,R ugm-3,11,R ugm-3,18,R ugm-3
26-01-2014,11:00,14,R ugm-3 (TEOM FDMS),203.1,P deg,7.2,P ms-1,7.6,P degC,4,R ugm-3,11,R ugm-3,17,R ugm-3
26-01-2014,12:00,10,R ugm-3 (TEOM FDMS),201.8,P deg,7.9,P ms-1,7.9,P degC,4,R ugm-3,10,R ugm-3,16,R ugm-3
26-01-2014,13:00,9,R ugm-3 (TEOM FDMS),209.6,P deg,8.4,P ms-1,8.5,P degC,3,R ugm-3,8,R ugm-3,13,R ugm-3
26-01-2014,14:00,, ,229.7,P deg,6.9,P ms-1,9.4,P degC,4,R ugm-3,7,R ugm-3,13,R ugm-3
26-01-2014,15:00,15,R ugm-3 (TEOM FDMS),270.4,P deg,8.4,P ms-1,10.9,P degC,5,R ugm-3,10,R ugm-3,18,R ugm-3
26-01-2014,16:00,0,R ugm-3 (TEOM FDMS),273.7,P deg,8.3,P ms-1,9.4,P degC,6,R ugm-3,17,R ugm-3,27,R ugm-3
26-01-2014,17:00,16,R ugm-3 (TEOM FDMS),272.3,P deg,8.6,P ms-1,8.1,P degC,12,R ugm-3,24,R ugm-3,43,R ugm-3
26-01-2014,18:00,4,R ugm-3 (TEOM FDMS),275.6,P deg,8.3,P ms-1,7.7,P degC,8,R ugm-3,20,R ugm-3,32,R ugm-3
26-01-2014,19:00,15,R ugm-3 (TEOM FDMS),281.2,P deg,7.4,P ms-1,7.1,P degC,4,R ugm-3,16,R ugm-3,23,R ugm-3
26-01-2014,20:00,10,R ugm-3 (TEOM FDMS),279.6,P deg,6.9,P ms-1,6.1,P degC,13,R ugm-3,19,R ugm-3,38,R ugm-3
26-01-2014,21:00,5,R ugm-3 (TEOM FDMS),281.1,P deg,6.4,P ms-1,5.5,P degC,5,R ugm-3,18,R ugm-3,25,R ugm-3
26-01-2014,22:00,7,R ugm-3 (TEOM FDMS),280.2,P deg,5.5,P ms-1,5.0,P degC,5,R ugm-3,19,R ugm-3,26,R ugm-3
26-01-2014,23:00,10,R ugm-3 (TEOM FDMS),276.0,P deg,5.3,P ms-1,4.9,P degC,4,R ugm-3,16,R ugm-3,22,R ugm-3
26-01-2014,24:00,16,R ugm-3 (TEOM FDMS),274.0,P deg,5.7,P ms-1,4.6,P degC,3,R ugm-3,10,R ugm-3,14,R ugm-3
27-01-2014,01:00,7,R ugm-3 (TEOM FDMS),261.0,P deg,6.2,P ms-1,3.0,P degC,2,R ugm-3,9,R ugm-3,12,R ugm-3
27-01-2014,02:00,8,R ugm-3 (TEOM FDMS),259.7,P deg,6.0,P ms-1,3.0,P degC,2,R ugm-3,4,R ugm-3,8,R ugm-3
27-01-2014,03:00,11,R ugm-3 (TEOM FDMS),257.4,P deg,5.9,P ms-1,3.1,P degC,2,R ugm-3,6,R ugm-3,9,R ugm-3
27-01-2014,04:00,10,R ugm-3 (TEOM FDMS),249.9,P deg,5.5,P ms-1,3.4,P degC,1,R ugm-3,4,R ugm-3,6,R ugm-3
27-01-2014,05:00,6,R ugm-3 (TEOM FDMS),251.8,P deg,5.6,P ms-1,2.7,P degC,1,R ugm-3,4,R ugm-3,6,R ugm-3
27-01-2014,06:00,6,R ugm-3 (TEOM FDMS),257.3,P deg,6.2,P ms-1,3.7,P degC,1,R ugm-3,7,R ugm-3,9,R ugm-3
27-01-2014,07:00,8,R ugm-3 (TEOM FDMS),255.0,P deg,5.5,P ms-1,3.7,P degC,4,R ugm-3,13,R ugm-3,20,R ugm-3
27-01-2014,08:00,5,R ugm-3 (TEOM FDMS),256.2,P deg,5.6,P ms-1,4.4,P degC,6,R ugm-3,21,R ugm-3,30,R ugm-3
27-01-2014,09:00,4,R ugm-3 (TEOM FDMS),259.8,P deg,5.7,P ms-1,5.7,P degC,9,R ugm-3,27,R ugm-3,41,R ugm-3
27-01-2014,10:00,3,R ugm-3 (TEOM FDMS),259.9,P deg,5.7,P ms-1,6.4,P degC,11,R ugm-3,23,R ugm-3,39,R ugm-3
27-01-2014,11:00,9,R ugm-3 (TEOM FDMS),263.8,P deg,6.1,P ms-1,7.9,P degC,11,R ugm-3,16,R ugm-3,33,R ugm-3
27-01-2014,12:00,10,R ugm-3 (TEOM FDMS),262.7,P deg,5.7,P ms-1,7.8,P degC,9,R ugm-3,15,R ugm-3,29,R ugm-3
27-01-2014,13:00,17,R ugm-3 (TEOM FDMS),265.9,P deg,6.0,P ms-1,8.6,P degC,9,R ugm-3,11,R ugm-3,25,R ugm-3
27-01-2014,14:00,13,R ugm-3 (TEOM FDMS),259.5,P deg,6.1,P ms-1,8.5,P degC,10,R ugm-3,14,R ugm-3,29,R ugm-3
27-01-2014,15:00,13,R ugm-3 (TEOM FDMS),252.2,P deg,4.9,P ms-1,7.9,P degC,8,R ugm-3,17,R ugm-3,28,R ugm-3
27-01-2014,16:00,4,R ugm-3 (TEOM FDMS),246.3,P deg,4.9,P ms-1,7.2,P degC,7,R ugm-3,19,R ugm-3,30,R ugm-3
27-01-2014,17:00,9,R ugm-3 (TEOM FDMS),248.2,P deg,5.1,P ms-1,6.7,P degC,12,R ugm-3,32,R ugm-3,50,R ugm-3
27-01-2014,18:00,17,R ugm-3 (TEOM FDMS),242.6,P deg,5.1,P ms-1,6.1,P degC,12,R ugm-3,34,R ugm-3,52,R ugm-3
27-01-2014,19:00,24,R ugm-3 (TEOM FDMS),235.6,P deg,4.9,P ms-1,6.3,P degC,10,R ugm-3,30,R ugm-3,46,R ugm-3
27-01-2014,20:00,15,R ugm-3 (TEOM FDMS),234.7,P deg,4.8,P ms-1,5.5,P degC,9,R ugm-3,27,R ugm-3,40,R ugm-3
27-01-2014,21:00,12,R ugm-3 (TEOM FDMS),228.7,P deg,4.8,P ms-1,5.3,P degC,7,R ugm-3,28,R ugm-3,39,R ugm-3
27-01-2014,22:00,12,R ugm-3 (TEOM FDMS),227.3,P deg,4.9,P ms-1,5.3,P degC,5,R ugm-3,22,R ugm-3,30,R ugm-3
27-01-2014,23:00,12,R ugm-3 (TEOM FDMS),225.7,P deg,4.9,P ms-1,5.9,P degC,5,R ugm-3,18,R ugm-3,26,R ugm-3
27-01-2014,24:00,20,R ugm-3 (TEOM FDMS),222.9,P deg,4.8,P ms-1,6.1,P degC,3,R ugm-3,11,R ugm-3,17,R ugm-3
28-01-2014,01:00,16,R ugm-3 (TEOM FDMS),212.7,P deg,4.9,P ms-1,5.1,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3
28-01-2014,02:00,13,R ugm-3 (TEOM FDMS),208.7,P deg,4.7,P ms-1,5.8,P degC,3,R ugm-3,4,R ugm-3,9,R ugm-3
28-01-2014,03:00,13,R ugm-3 (TEOM FDMS),209.0,P deg,4.5,P ms-1,5.8,P degC,2,R ugm-3,6,R ugm-3,10,R ugm-3
28-01-2014,04:00,10,R ugm-3 (TEOM FDMS),213.3,P deg,4.3,P ms-1,5.6,P degC,2,R ugm-3,3,R ugm-3,6,R ugm-3
28-01-2014,05:00,6,R ugm-3 (TEOM FDMS),214.4,P deg,3.8,P ms-1,5.6,P degC,2,R ugm-3,5,R ugm-3,7,R ugm-3
28-01-2014,06:00,6,R ugm-3 (TEOM FDMS),209.5,P deg,4.1,P ms-1,5.1,P degC,3,R ugm-3,12,R ugm-3,17,R ugm-3
28-01-2014,07:00,5,R ugm-3 (TEOM FDMS),213.6,P deg,3.8,P ms-1,5.0,P degC,7,R ugm-3,22,R ugm-3,32,R ugm-3
28-01-2014,08:00,3,R ugm-3 (TEOM FDMS),204.0,P deg,3.6,P ms-1,4.6,P degC,9,R ugm-3,28,R ugm-3,41,R ugm-3
28-01-2014,09:00,8,R ugm-3 (TEOM FDMS),192.2,P deg,3.5,P ms-1,5.2,P degC,11,R ugm-3,28,R ugm-3,45,R ugm-3
28-01-2014,10:00,, ,187.4,P deg,2.4,P ms-1,6.7,P degC,12,R ugm-3,21,R ugm-3,40,R ugm-3
28-01-2014,11:00,, ,201.0,P deg,3.8,P ms-1,8.6,P degC,10,R ugm-3,17,R ugm-3,33,R ugm-3
28-01-2014,12:00,12,R ugm-3 (TEOM FDMS),217.2,P deg,4.7,P ms-1,9.4,P degC,8,R ugm-3,14,R ugm-3,26,R ugm-3
28-01-2014,13:00,15,R ugm-3 (TEOM FDMS),208.9,P deg,4.5,P ms-1,9.3,P degC,8,R ugm-3,14,R ugm-3,27,R ugm-3
28-01-2014,14:00,2,R ugm-3 (TEOM FDMS),204.4,P deg,3.4,P ms-1,8.8,P degC,16,R ugm-3,18,R ugm-3,43,R ugm-3
28-01-2014,15:00,7,R ugm-3 (TEOM FDMS),206.9,P deg,5.0,P ms-1,8.4,P degC,17,R ugm-3,16,R ugm-3,42,R ugm-3
28-01-2014,16:00,3,R ugm-3 (TEOM FDMS),204.7,P deg,5.5,P ms-1,8.3,P degC,16,R ugm-3,15,R ugm-3,40,R ugm-3
28-01-2014,17:00,1,R ugm-3 (TEOM FDMS),201.3,P deg,6.0,P ms-1,8.2,P degC,8,R ugm-3,16,R ugm-3,28,R ugm-3
28-01-2014,18:00,2,R ugm-3 (TEOM FDMS),196.2,P deg,6.2,P ms-1,8.0,P degC,9,R ugm-3,24,R ugm-3,37,R ugm-3
28-01-2014,19:00,7,R ugm-3 (TEOM FDMS),190.2,P deg,6.5,P ms-1,7.9,P degC,12,R ugm-3,32,R ugm-3,51,R ugm-3
28-01-2014,20:00,8,R ugm-3 (TEOM FDMS),186.4,P deg,6.0,P ms-1,7.6,P degC,21,R ugm-3,39,R ugm-3,71,R ugm-3
28-01-2014,21:00,7,R ugm-3 (TEOM FDMS),183.4,P deg,5.7,P ms-1,7.6,P degC,13,R ugm-3,29,R ugm-3,49,R ugm-3
28-01-2014,22:00,3,R ugm-3 (TEOM FDMS),178.6,P deg,5.3,P ms-1,7.7,P degC,5,R ugm-3,16,R ugm-3,24,R ugm-3
28-01-2014,23:00,4,R ugm-3 (TEOM FDMS),171.8,P deg,5.5,P ms-1,7.7,P degC,10,R ugm-3,19,R ugm-3,35,R ugm-3
28-01-2014,24:00,8,R ugm-3 (TEOM FDMS),165.0,P deg,5.4,P ms-1,7.4,P degC,47,R ugm-3,33,R ugm-3,105,R ugm-3
29-01-2014,01:00,16,R ugm-3 (TEOM FDMS),146.1,P deg,4.3,P ms-1,5.8,P degC,58,R ugm-3,40,R ugm-3,128,R ugm-3
29-01-2014,02:00,3,R ugm-3 (TEOM FDMS),142.5,P deg,4.6,P ms-1,6.0,P degC,16,R ugm-3,21,R ugm-3,45,R ugm-3
29-01-2014,03:00,9,R ugm-3 (TEOM FDMS),137.9,P deg,4.8,P ms-1,6.0,P degC,15,R ugm-3,20,R ugm-3,42,R ugm-3
29-01-2014,04:00,18,R ugm-3 (TEOM FDMS),132.7,P deg,4.8,P ms-1,5.8,P degC,23,R ugm-3,22,R ugm-3,57,R ugm-3
29-01-2014,05:00,4,R ugm-3 (TEOM FDMS),130.7,P deg,4.8,P ms-1,5.7,P degC,28,R ugm-3,27,R ugm-3,71,R ugm-3
29-01-2014,06:00,13,R ugm-3 (TEOM FDMS),127.3,P deg,4.7,P ms-1,5.4,P degC,66,R ugm-3,56,R ugm-3,157,R ugm-3
29-01-2014,07:00,11,R ugm-3 (TEOM FDMS),119.8,P deg,4.1,P ms-1,5.0,P degC,177,R ugm-3,92,R ugm-3,364,R ugm-3
29-01-2014,08:00,17,R ugm-3 (TEOM FDMS),119.6,P deg,3.6,P ms-1,4.7,P degC,167,R ugm-3,111,R ugm-3,368,R ugm-3
