Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,Southwark A2 Old Kent Road,,,,,,,,,,,,,,
Date,time,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit

01-01-2014,01:00,9,R ugm-3 (TEOM FDMS),218.4,P deg,6.7,P ms-1,7.4,P degC,3,R ugm-3,5,R ugm-3,10,R ugm-3
01-01-2014,02:00,9,R ugm-3 (TEOM FDMS),220.5,P deg,6.5,P ms-1,8.0,P degC,4,R ugm-3,9,R ugm-3,15,R ugm-3
01-01-2014,03:00,6,R ugm-3 (TEOM FDMS),223.2,P deg,6.3,P ms-1,8.7,P degC,5,R ugm-3,8,R ugm-3,16,R ugm-3
01-01-2014,04:00,9,R ugm-3 (TEOM FDMS),222.1,P deg,6.0,P ms-1,8.8,P degC,4,R ugm-3,9,R ugm-3,14,R ugm-3
01-01-2014,05:00,13,R ugm-3 (TEOM FDMS),219.1,P deg,6.0,P ms-1,8.9,P degC,4,R ugm-3,8,R ugm-3,14,R ugm-3
01-01-2014,06:00,15,R ugm-3 (TEOM FDMS),212.7,P deg,6.0,P ms-1,8.9,P degC,3,R ugm-3,6,R ugm-3,12,R ugm-3
01-01-2014,07:00,3,R ugm-3 (TEOM FDMS),205.6,P deg,6.1,P ms-1,8.8,P degC,4,R ugm-3,6,R ugm-3,12,R ugm-3
01-01-2014,08:00,17,R ugm-3 (TEOM FDMS),202.7,P deg,6.5,P ms-1,8.9,P degC,3,R ugm-3,4,R ugm-3,9,R ugm-3
01-01-2014,09:00,15,R ugm-3 (TEOM FDMS),196.3,P deg,6.7,P ms-1,8.7,P degC,3,R ugm-3,3,R ugm-3,7,R ugm-3
01-01-2014,10:00,25,R ugm-3 (TEOM FDMS),191.4,P deg,7.3,P ms-1,9.2,P degC,2,R ugm-3,2,R ugm-3,6,R ugm-3
01-01-2014,11:00,8,R ugm-3 (TEOM FDMS),188.7,P deg,8.4,P ms-1,9.3,P degC,2,R ugm-3,1,R ugm-3,5,R ugm-3
01-01-2014,12:00,8,R ugm-3 (TEOM FDMS),186.5,P deg,9.5,P ms-1,9.2,P degC,2,R ugm-3,1,R ugm-3,4,R ugm-3
01-01-2014,13:00,4,R ugm-3 (TEOM FDMS),189.6,P deg,10.1,P ms-1,9.4,P degC,2,R ugm-3,1,R ugm-3,5,R ugm-3
01-01-2014,14:00,1,R ugm-3 (TEOM FDMS),195.2,P deg,10.2,P ms-1,9.8,P degC,3,R ugm-3,2,R ugm-3,6,R ugm-3
01-01-2014,15:00,0,R ugm-3 (TEOM FDMS),199.9,P deg,10.3,P ms-1,10.1,P degC,3,R ugm-3,2,R ugm-3,6,R ugm-3
01-01-2014,16:00,13,R ugm-3 (TEOM FDMS),204.0,P deg,9.8,P ms-1,10.3,P degC,4,R ugm-3,2,R ugm-3,8,R ugm-3
01-01-2014,17:00,2,R ugm-3 (TEOM FDMS),206.4,P deg,9.1,P ms-1,10.5,P degC,3,R ugm-3,2,R ugm-3,7,R ugm-3
01-01-2014,18:00,5,R ugm-3 (TEOM FDMS),208.1,P deg,8.8,P ms-1,10.7,P degC,3,R ugm-3,1,R ugm-3,7,R ugm-3
01-01-2014,19:00,10,R ugm-3 (TEOM FDMS),212.8,P deg,8.3,P ms-1,11.1,P degC,2,R ugm-3,1,R ugm-3,5,R ugm-3
01-01-2014,20:00,8,R ugm-3 (TEOM FDMS),216.0,P deg,8.0,P ms-1,11.4,P degC,3,R ugm-3,2,R ugm-3,6,R ugm-3
01-01-2014,21:00,7,R ugm-3 (TEOM FDMS),219.1,P deg,7.8,P ms-1,11.5,P degC,3,R ugm-3,2,R ugm-3,7,R ugm-3
01-01-2014,22:00,-1,R ugm-3 (TEOM FDMS),221.8,P deg,7.7,P ms-1,11.4,P degC,3,R ugm-3,2,R ugm-3,7,R ugm-3
01-01-2014,23:00,9,R ugm-3 (TEOM FDMS),221.8,P deg,7.8,P ms-1,11.2,P degC,2,R ugm-3,2,R ugm-3,6,R ugm-3
01-01-2014,24:00,15,R ugm-3 (TEOM FDMS),222.7,P deg,7.6,P ms-1,11.0,P degC,3,R ugm-3,2,R ugm-3,7,R ugm-3
02-01-2014,01:00,11,R ugm-3 (TEOM FDMS),220.3,P deg,7.0,P ms-1,9.3,P degC,2,R ugm-3,2,R ugm-3,5,R ugm-3
02-01-2014,02:00,6,R ugm-3 (TEOM FDMS),223.4,P deg,6.7,P ms-1,9.4,P degC,4,R ugm-3,5,R ugm-3,10,R ugm-3
02-01-2014,03:00,11,R ugm-3 (TEOM FDMS),230.5,P deg,6.1,P ms-1,9.9,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
02-01-2014,04:00,10,R ugm-3 (TEOM FDMS),261.7,P deg,5.6,P ms-1,9.4,P degC,2,R ugm-3,2,R ugm-3,5,R ugm-3
02-01-2014,05:00,2,R ugm-3 (TEOM FDMS),270.3,P deg,5.0,P ms-1,8.3,P degC,4,R ugm-3,3,R ugm-3,8,R ugm-3
02-01-2014,06:00,9,R ugm-3 (TEOM FDMS),271.3,P deg,5.4,P ms-1,7.5,P degC,4,R ugm-3,3,R ugm-3,8,R ugm-3
02-01-2014,07:00,-0,R ugm-3 (TEOM FDMS),263.5,P deg,5.4,P ms-1,7.0,P degC,6,R ugm-3,6,R ugm-3,15,R ugm-3
02-01-2014,08:00,11,R ugm-3 (TEOM FDMS),257.1,P deg,5.5,P ms-1,6.7,P degC,11,R ugm-3,18,R ugm-3,34,R ugm-3
02-01-2014,09:00,9,R ugm-3 (TEOM FDMS),252.6,P deg,5.1,P ms-1,6.8,P degC,14,R ugm-3,18,R ugm-3,39,R ugm-3
02-01-2014,10:00,, ,247.8,P deg,4.8,P ms-1,7.7,P degC,17,R ugm-3,19,R ugm-3,45,R ugm-3
02-01-2014,11:00,, ,241.0,P deg,4.4,P ms-1,8.8,P degC,11,R ugm-3,14,R ugm-3,31,R ugm-3
02-01-2014,12:00,19,R ugm-3 (TEOM FDMS),243.1,P deg,4.8,P ms-1,9.9,P degC,13,R ugm-3,13,R ugm-3,32,R ugm-3
02-01-2014,13:00,17,R ugm-3 (TEOM FDMS),234.4,P deg,4.0,P ms-1,9.8,P degC,10,R ugm-3,11,R ugm-3,26,R ugm-3
02-01-2014,14:00,10,R ugm-3 (TEOM FDMS),236.1,P deg,5.3,P ms-1,9.9,P degC,12,R ugm-3,12,R ugm-3,30,R ugm-3
02-01-2014,15:00,, ,234.8,P deg,5.4,P ms-1,9.1,P degC,11,R ugm-3,12,R ugm-3,28,R ugm-3
02-01-2014,16:00,18,R ugm-3 (TEOM FDMS),228.9,P deg,5.0,P ms-1,8.7,P degC,13,R ugm-3,15,R ugm-3,35,R ugm-3
02-01-2014,17:00,23,R ugm-3 (TEOM FDMS),223.2,P deg,4.7,P ms-1,8.3,P degC,10,R ugm-3,17,R ugm-3,32,R ugm-3
02-01-2014,18:00,14,R ugm-3 (TEOM FDMS),219.5,P deg,4.8,P ms-1,8.2,P degC,10,R ugm-3,17,R ugm-3,33,R ugm-3
02-01-2014,19:00,9,R ugm-3 (TEOM FDMS),214.4,P deg,5.4,P ms-1,8.4,P degC,9,R ugm-3,16,R ugm-3,30,R ugm-3
02-01-2014,20:00,11,R ugm-3 (TEOM FDMS),209.9,P deg,6.0,P ms-1,8.8,P degC,10,R ugm-3,18,R ugm-3,34,R ugm-3
02-01-2014,21:00,18,R ugm-3 (TEOM FDMS),206.4,P deg,6.4,P ms-1,9.3,P degC,6,R ugm-3,11,R ugm-3,20,R ugm-3
02-01-2014,22:00,17,R ugm-3 (TEOM FDMS),204.6,P deg,6.6,P ms-1,9.8,P degC,4,R ugm-3,9,R ugm-3,16,R ugm-3
02-01-2014,23:00,12,R ugm-3 (TEOM FDMS),206.2,P deg,7.3,P ms-1,10.4,P degC,3,R ugm-3,6,R ugm-3,11,R ugm-3
02-01-2014,24:00,14,R ugm-3 (TEOM FDMS),201.9,P deg,8.3,P ms-1,10.5,P degC,4,R ugm-3,4,R ugm-3,10,R ugm-3
03-01-2014,01:00,10,R ugm-3 (TEOM FDMS),212.3,P deg,8.5,P ms-1,10.6,P degC,2,R ugm-3,3,R ugm-3,7,R ugm-3
03-01-2014,02:00,13,R ugm-3 (TEOM FDMS),224.6,P deg,8.1,P ms-1,11.2,P degC,3,R ugm-3,6,R ugm-3,11,R ugm-3
03-01-2014,03:00,-0,R ugm-3 (TEOM FDMS),236.4,P deg,7.5,P ms-1,11.5,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
03-01-2014,04:00,16,R ugm-3 (TEOM FDMS),239.5,P deg,6.7,P ms-1,10.5,P degC,2,R ugm-3,2,R ugm-3,6,R ugm-3
03-01-2014,05:00,21,R ugm-3 (TEOM FDMS),234.6,P deg,5.8,P ms-1,9.7,P degC,2,R ugm-3,3,R ugm-3,7,R ugm-3
03-01-2014,06:00,32,R ugm-3 (TEOM FDMS),225.8,P deg,6.0,P ms-1,9.5,P degC,2,R ugm-3,4,R ugm-3,7,R ugm-3
03-01-2014,07:00,24,R ugm-3 (TEOM FDMS),222.9,P deg,7.1,P ms-1,9.4,P degC,4,R ugm-3,7,R ugm-3,13,R ugm-3
03-01-2014,08:00,7,R ugm-3 (TEOM FDMS),221.5,P deg,7.7,P ms-1,9.9,P degC,9,R ugm-3,10,R ugm-3,24,R ugm-3
03-01-2014,09:00,14,R ugm-3 (TEOM FDMS),226.3,P deg,8.7,P ms-1,10.5,P degC,6,R ugm-3,10,R ugm-3,19,R ugm-3
03-01-2014,10:00,4,R ugm-3 (TEOM FDMS),234.5,P deg,9.1,P ms-1,10.5,P degC,9,R ugm-3,15,R ugm-3,30,R ugm-3
03-01-2014,11:00,6,R ugm-3 (TEOM FDMS),238.5,P deg,8.8,P ms-1,10.6,P degC,7,R ugm-3,8,R ugm-3,18,R ugm-3
03-01-2014,12:00,18,R ugm-3 (TEOM FDMS),240.5,P deg,9.1,P ms-1,10.9,P degC,5,R ugm-3,7,R ugm-3,15,R ugm-3
03-01-2014,13:00,13,R ugm-3 (TEOM FDMS),238.6,P deg,9.0,P ms-1,10.6,P degC,6,R ugm-3,7,R ugm-3,15,R ugm-3
03-01-2014,14:00,4,R ugm-3 (TEOM FDMS),234.2,P deg,7.2,P ms-1,9.9,P degC,7,R ugm-3,6,R ugm-3,16,R ugm-3
03-01-2014,15:00,8,R ugm-3 (TEOM FDMS),241.9,P deg,8.9,P ms-1,9.3,P degC,5,R ugm-3,5,R ugm-3,13,R ugm-3
03-01-2014,16:00,19,R ugm-3 (TEOM FDMS),243.5,P deg,8.8,P ms-1,9.0,P degC,6,R ugm-3,8,R ugm-3,17,R ugm-3
03-01-2014,17:00,13,R ugm-3 (TEOM FDMS),246.8,P deg,8.8,P ms-1,8.8,P degC,7,R ugm-3,12,R ugm-3,22,R ugm-3
03-01-2014,18:00,13,R ugm-3 (TEOM FDMS),248.2,P deg,8.8,P ms-1,8.6,P degC,7,R ugm-3,13,R ugm-3,25,R ugm-3
03-01-2014,19:00,12,R ugm-3 (TEOM FDMS),249.9,P deg,8.7,P ms-1,8.2,P degC,6,R ugm-3,10,R ugm-3,20,R ugm-3
03-01-2014,20:00,17,R ugm-3 (TEOM FDMS),249.7,P deg,8.3,P ms-1,8.2,P degC,5,R ugm-3,10,R ugm-3,18,R ugm-3
03-01-2014,21:00,21,R ugm-3 (TEOM FDMS),246.4,P deg,8.2,P ms-1,8.2,P degC,4,R ugm-3,7,R ugm-3,13,R ugm-3
03-01-2014,22:00,22,R ugm-3 (TEOM FDMS),243.9,P deg,7.7,P ms-1,8.3,P degC,4,R ugm-3,6,R ugm-3,12,R ugm-3
03-01-2014,23:00,24,R ugm-3 (TEOM FDMS),241.0,P deg,7.1,P ms-1,8.6,P degC,4,R ugm-3,7,R ugm-3,13,R ugm-3
03-01-2014,24:00,27,R ugm-3 (TEOM FDMS),233.8,P deg,6.8,P ms-1,8.8,P degC,5,R ugm-3,10,R ugm-3,17,R ugm-3
04-01-2014,01:00,27,R ugm-3 (TEOM FDMS),224.9,P deg,6.5,P ms-1,7.9,P degC,4,R ugm-3,7,R ugm-3,13,R ugm-3
04-01-2014,02:00,25,R ugm-3 (TEOM FDMS),218.1,P deg,6.1,P ms-1,8.3,P degC,5,R ugm-3,7,R ugm-3,14,R ugm-3
04-01-2014,03:00,11,R ugm-3 (TEOM FDMS),210.4,P deg,6.2,P ms-1,8.8,P degC,4,R ugm-3,6,R ugm-3,12,R ugm-3
04-01-2014,04:00,20,R ugm-3 (TEOM FDMS),206.2,P deg,6.3,P ms-1,8.9,P degC,3,R ugm-3,5,R ugm-3,9,R ugm-3
04-01-2014,05:00,11,R ugm-3 (TEOM FDMS),199.5,P deg,7.1,P ms-1,9.3,P degC,2,R ugm-3,3,R ugm-3,6,R ugm-3
04-01-2014,06:00,2,R ugm-3 (TEOM FDMS),200.9,P deg,8.1,P ms-1,9.6,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
04-01-2014,07:00,5,R ugm-3 (TEOM FDMS),199.2,P deg,8.6,P ms-1,9.7,P degC,3,R ugm-3,5,R ugm-3,10,R ugm-3
04-01-2014,08:00,7,R ugm-3 (TEOM FDMS),199.1,P deg,8.8,P ms-1,9.8,P degC,3,R ugm-3,4,R ugm-3,9,R ugm-3
04-01-2014,09:00,11,R ugm-3 (TEOM FDMS),199.5,P deg,8.5,P ms-1,9.6,P degC,3,R ugm-3,3,R ugm-3,7,R ugm-3
04-01-2014,10:00,19,R ugm-3 (TEOM FDMS),205.9,P deg,8.8,P ms-1,10.1,P degC,4,R ugm-3,3,R ugm-3,9,R ugm-3
04-01-2014,11:00,18,R ugm-3 (TEOM FDMS),211.8,P deg,7.8,P ms-1,10.1,P degC,4,R ugm-3,4,R ugm-3,10,R ugm-3
04-01-2014,12:00,8,R ugm-3 (TEOM FDMS),218.6,P deg,6.8,P ms-1,10.1,P degC,4,R ugm-3,4,R ugm-3,11,R ugm-3
04-01-2014,13:00,, ,233.5,P deg,5.5,P ms-1,9.9,P degC,6,R ugm-3,6,R ugm-3,16,R ugm-3
04-01-2014,14:00,4,R ugm-3 (TEOM FDMS),252.8,P deg,4.0,P ms-1,10.1,P degC,6,R ugm-3,8,R ugm-3,17,R ugm-3
04-01-2014,15:00,-0,R ugm-3 (TEOM FDMS),257.1,P deg,4.4,P ms-1,9.4,P degC,8,R ugm-3,12,R ugm-3,23,R ugm-3
04-01-2014,16:00,12,R ugm-3 (TEOM FDMS),265.3,P deg,4.5,P ms-1,8.6,P degC,15,R ugm-3,26,R ugm-3,49,R ugm-3
04-01-2014,17:00,9,R ugm-3 (TEOM FDMS),262.1,P deg,4.2,P ms-1,8.1,P degC,39,R ugm-3,41,R ugm-3,100,R ugm-3
04-01-2014,18:00,5,R ugm-3 (TEOM FDMS),259.0,P deg,4.8,P ms-1,7.5,P degC,15,R ugm-3,33,R ugm-3,55,R ugm-3
04-01-2014,19:00,5,R ugm-3 (TEOM FDMS),254.2,P deg,4.4,P ms-1,7.0,P degC,14,R ugm-3,34,R ugm-3,55,R ugm-3
04-01-2014,20:00,15,R ugm-3 (TEOM FDMS),249.6,P deg,4.4,P ms-1,6.3,P degC,15,R ugm-3,36,R ugm-3,58,R ugm-3
04-01-2014,21:00,8,R ugm-3 (TEOM FDMS),238.4,P deg,3.8,P ms-1,5.4,P degC,12,R ugm-3,33,R ugm-3,52,R ugm-3
04-01-2014,22:00,12,R ugm-3 (TEOM FDMS),225.5,P deg,4.0,P ms-1,5.0,P degC,11,R ugm-3,26,R ugm-3,43,R ugm-3
04-01-2014,23:00,11,R ugm-3 (TEOM FDMS),219.3,P deg,4.8,P ms-1,5.5,P degC,9,R ugm-3,23,R ugm-3,37,R ugm-3
04-01-2014,24:00,13,R ugm-3 (TEOM FDMS),210.8,P deg,5.7,P ms-1,6.3,P degC,11,R ugm-3,25,R ugm-3,43,R ugm-3
05-01-2014,01:00,10,R ugm-3 (TEOM FDMS),242.8,P deg,3.5,P ms-1,2.3,P degC,11,R ugm-3,26,R ugm-3,43,R ugm-3
05-01-2014,02:00,9,R ugm-3 (TEOM FDMS),238.7,P deg,3.2,P ms-1,1.9,P degC,10,R ugm-3,23,R ugm-3,38,R ugm-3
05-01-2014,03:00,7,R ugm-3 (TEOM FDMS),243.0,P deg,3.1,P ms-1,1.5,P degC,9,R ugm-3,22,R ugm-3,36,R ugm-3
05-01-2014,04:00,11,R ugm-3 (TEOM FDMS),244.1,P deg,3.0,P ms-1,1.2,P degC,7,R ugm-3,20,R ugm-3,31,R ugm-3
05-01-2014,05:00,8,R ugm-3 (TEOM FDMS),240.5,P deg,2.9,P ms-1,1.0,P degC,10,R ugm-3,19,R ugm-3,35,R ugm-3
05-01-2014,06:00,9,R ugm-3 (TEOM FDMS),237.7,P deg,3.0,P ms-1,0.8,P degC,23,R ugm-3,37,R ugm-3,72,R ugm-3
05-01-2014,07:00,21,R ugm-3 (TEOM FDMS),233.4,P deg,3.0,P ms-1,0.8,P degC,54,R ugm-3,47,R ugm-3,131,R ugm-3
05-01-2014,08:00,11,R ugm-3 (TEOM FDMS),217.4,P deg,2.9,P ms-1,0.6,P degC,45,R ugm-3,45,R ugm-3,114,R ugm-3
05-01-2014,09:00,10,R ugm-3 (TEOM FDMS),211.6,P deg,2.8,P ms-1,0.5,P degC,15,R ugm-3,32,R ugm-3,54,R ugm-3
05-01-2014,10:00,8,R ugm-3 (TEOM FDMS),218.6,P deg,3.1,P ms-1,3.0,P degC,17,R ugm-3,31,R ugm-3,56,R ugm-3
05-01-2014,11:00,15,R ugm-3 (TEOM FDMS),217.3,P deg,3.3,P ms-1,6.4,P degC,15,R ugm-3,26,R ugm-3,49,R ugm-3
05-01-2014,12:00,10,R ugm-3 (TEOM FDMS),198.6,P deg,4.3,P ms-1,7.7,P degC,15,R ugm-3,23,R ugm-3,47,R ugm-3
05-01-2014,13:00,10,R ugm-3 (TEOM FDMS),202.9,P deg,5.0,P ms-1,8.0,P degC,9,R ugm-3,20,R ugm-3,34,R ugm-3
05-01-2014,14:00,12,R ugm-3 (TEOM FDMS),204.4,P deg,5.5,P ms-1,8.0,P degC,9,R ugm-3,20,R ugm-3,34,R ugm-3
05-01-2014,15:00,4,R ugm-3 (TEOM FDMS),191.9,P deg,5.7,P ms-1,7.7,P degC,8,R ugm-3,17,R ugm-3,29,R ugm-3
05-01-2014,16:00,4,R ugm-3 (TEOM FDMS),185.0,P deg,6.5,P ms-1,8.0,P degC,10,R ugm-3,17,R ugm-3,32,R ugm-3
05-01-2014,17:00,2,R ugm-3 (TEOM FDMS),188.7,P deg,7.6,P ms-1,8.4,P degC,5,R ugm-3,9,R ugm-3,17,R ugm-3
05-01-2014,18:00,9,R ugm-3 (TEOM FDMS),194.0,P deg,8.3,P ms-1,8.8,P degC,3,R ugm-3,5,R ugm-3,10,R ugm-3
05-01-2014,19:00,1,R ugm-3 (TEOM FDMS),201.6,P deg,7.5,P ms-1,9.5,P degC,6,R ugm-3,7,R ugm-3,16,R ugm-3
05-01-2014,20:00,-0,R ugm-3 (TEOM FDMS),210.9,P deg,7.8,P ms-1,10.8,P degC,6,R ugm-3,7,R ugm-3,16,R ugm-3
05-01-2014,21:00,, ,212.0,P deg,7.2,P ms-1,11.6,P degC,3,R ugm-3,5,R ugm-3,10,R ugm-3
05-01-2014,22:00,-1,R ugm-3 (TEOM FDMS),216.1,P deg,7.4,P ms-1,12.3,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
05-01-2014,23:00,8,R ugm-3 (TEOM FDMS),221.8,P deg,8.0,P ms-1,13.1,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
05-01-2014,24:00,, ,225.2,P deg,8.2,P ms-1,13.4,P degC,2,R ugm-3,3,R ugm-3,6,R ugm-3
06-01-2014,01:00,-0,R ugm-3 (TEOM FDMS),223.5,P deg,8.2,P ms-1,12.6,P degC,2,R ugm-3,2,R ugm-3,4,R ugm-3
06-01-2014,02:00,, ,226.6,P deg,8.2,P ms-1,12.9,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
06-01-2014,03:00,, ,228.1,P deg,8.4,P ms-1,12.9,P degC,1,R ugm-3,2,R ugm-3,4,R ugm-3
06-01-2014,04:00,12,R ugm-3 (TEOM FDMS),228.3,P deg,8.4,P ms-1,12.8,P degC,1,R ugm-3,1,R ugm-3,3,R ugm-3
06-01-2014,05:00,8,R ugm-3 (TEOM FDMS),227.7,P deg,8.2,P ms-1,12.7,P degC,1,R ugm-3,0,R ugm-3,2,R ugm-3
06-01-2014,06:00,14,R ugm-3 (TEOM FDMS),227.5,P deg,8.3,P ms-1,12.6,P degC,1,R ugm-3,1,R ugm-3,2,R ugm-3
06-01-2014,07:00,20,R ugm-3 (TEOM FDMS),227.1,P deg,8.4,P ms-1,12.5,P degC,3,R ugm-3,3,R ugm-3,7,R ugm-3
06-01-2014,08:00,14,R ugm-3 (TEOM FDMS),228.6,P deg,8.6,P ms-1,12.2,P degC,3,R ugm-3,6,R ugm-3,11,R ugm-3
06-01-2014,09:00,9,R ugm-3 (TEOM FDMS),230.6,P deg,8.5,P ms-1,12.0,P degC,5,R ugm-3,9,R ugm-3,16,R ugm-3
06-01-2014,10:00,8,R ugm-3 (TEOM FDMS),231.4,P deg,8.6,P ms-1,12.1,P degC,8,R ugm-3,11,R ugm-3,22,R ugm-3
06-01-2014,11:00,10,R ugm-3 (TEOM FDMS),230.2,P deg,6.3,P ms-1,12.6,P degC,7,R ugm-3,9,R ugm-3,20,R ugm-3
06-01-2014,12:00,17,R ugm-3 (TEOM FDMS),231.6,P deg,7.6,P ms-1,12.7,P degC,6,R ugm-3,5,R ugm-3,14,R ugm-3
06-01-2014,13:00,27,R ugm-3 (TEOM FDMS),232.2,P deg,7.0,P ms-1,12.5,P degC,5,R ugm-3,5,R ugm-3,13,R ugm-3
06-01-2014,14:00,23,R ugm-3 (TEOM FDMS),226.6,P deg,6.2,P ms-1,12.0,P degC,4,R ugm-3,4,R ugm-3,10,R ugm-3
06-01-2014,15:00,31,R ugm-3 (TEOM FDMS),228.4,P deg,8.1,P ms-1,11.3,P degC,4,R ugm-3,5,R ugm-3,12,R ugm-3
06-01-2014,16:00,24,R ugm-3 (TEOM FDMS),227.3,P deg,8.1,P ms-1,10.7,P degC,4,R ugm-3,5,R ugm-3,12,R ugm-3
06-01-2014,17:00,21,R ugm-3 (TEOM FDMS),226.6,P deg,8.3,P ms-1,10.5,P degC,5,R ugm-3,7,R ugm-3,15,R ugm-3
06-01-2014,18:00,22,R ugm-3 (TEOM FDMS),226.5,P deg,8.5,P ms-1,10.6,P degC,5,R ugm-3,9,R ugm-3,17,R ugm-3
06-01-2014,19:00,22,R ugm-3 (TEOM FDMS),226.6,P deg,8.8,P ms-1,10.8,P degC,5,R ugm-3,9,R ugm-3,17,R ugm-3
06-01-2014,20:00,, ,227.6,P deg,9.4,P ms-1,10.8,P degC,5,R ugm-3,8,R ugm-3,16,R ugm-3
06-01-2014,21:00,27,R ugm-3 (TEOM FDMS),230.2,P deg,8.9,P ms-1,10.8,P degC,3,R ugm-3,5,R ugm-3,10,R ugm-3
06-01-2014,22:00,19,R ugm-3 (TEOM FDMS),231.3,P deg,9.0,P ms-1,10.8,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
06-01-2014,23:00,20,R ugm-3 (TEOM FDMS),231.1,P deg,9.4,P ms-1,10.8,P degC,3,R ugm-3,4,R ugm-3,8,R ugm-3
06-01-2014,24:00,21,R ugm-3 (TEOM FDMS),231.8,P deg,9.1,P ms-1,10.8,P degC,2,R ugm-3,3,R ugm-3,6,R ugm-3
07-01-2014,01:00,19,R ugm-3 (TEOM FDMS),231.8,P deg,8.0,P ms-1,10.0,P degC,2,R ugm-3,1,R ugm-3,4,R ugm-3
07-01-2014,02:00,18,R ugm-3 (TEOM FDMS),232.4,P deg,7.8,P ms-1,10.5,P degC,3,R ugm-3,1,R ugm-3,6,R ugm-3
07-01-2014,03:00,15,R ugm-3 (TEOM FDMS),232.5,P deg,7.5,P ms-1,10.7,P degC,2,R ugm-3,1,R ugm-3,4,R ugm-3
07-01-2014,04:00,14,R ugm-3 (TEOM FDMS),230.4,P deg,7.9,P ms-1,10.8,P degC,1,R ugm-3,0,R ugm-3,2,R ugm-3
07-01-2014,05:00,11,R ugm-3 (TEOM FDMS),229.3,P deg,8.1,P ms-1,10.7,P degC,2,R ugm-3,1,R ugm-3,3,R ugm-3
07-01-2014,06:00,17,R ugm-3 (TEOM FDMS),228.9,P deg,8.3,P ms-1,10.7,P degC,1,R ugm-3,1,R ugm-3,3,R ugm-3
07-01-2014,07:00,22,R ugm-3 (TEOM FDMS),229.2,P deg,8.3,P ms-1,10.7,P degC,4,R ugm-3,4,R ugm-3,9,R ugm-3
07-01-2014,08:00,15,R ugm-3 (TEOM FDMS),229.9,P deg,8.0,P ms-1,10.8,P degC,6,R ugm-3,10,R ugm-3,19,R ugm-3
07-01-2014,09:00,22,R ugm-3 (TEOM FDMS),229.7,P deg,7.9,P ms-1,10.9,P degC,6,R ugm-3,11,R ugm-3,20,R ugm-3
07-01-2014,10:00,19,R ugm-3 (TEOM FDMS),229.3,P deg,7.8,P ms-1,11.0,P degC,7,R ugm-3,9,R ugm-3,19,R ugm-3
07-01-2014,11:00,6,R ugm-3 (TEOM FDMS),229.6,P deg,7.6,P ms-1,11.1,P degC,5,R ugm-3,7,R ugm-3,15,R ugm-3
07-01-2014,12:00,25,R ugm-3 (TEOM FDMS),230.4,P deg,7.6,P ms-1,11.3,P degC,7,R ugm-3,8,R ugm-3,19,R ugm-3
07-01-2014,13:00,27,R ugm-3 (TEOM FDMS),231.9,P deg,7.5,P ms-1,11.4,P degC,6,R ugm-3,7,R ugm-3,16,R ugm-3
07-01-2014,14:00,34,R ugm-3 (TEOM FDMS),233.3,P deg,7.4,P ms-1,11.3,P degC,7,R ugm-3,7,R ugm-3,19,R ugm-3
07-01-2014,15:00,35,R ugm-3 (TEOM FDMS),234.9,P deg,7.1,P ms-1,11.1,P degC,8,R ugm-3,11,R ugm-3,24,R ugm-3
07-01-2014,16:00,39,R ugm-3 (TEOM FDMS),235.6,P deg,7.0,P ms-1,10.3,P degC,6,R ugm-3,10,R ugm-3,19,R ugm-3
07-01-2014,17:00,26,R ugm-3 (TEOM FDMS),235.2,P deg,7.0,P ms-1,10.1,P degC,7,R ugm-3,12,R ugm-3,23,R ugm-3
07-01-2014,18:00,22,R ugm-3 (TEOM FDMS),235.6,P deg,6.8,P ms-1,10.0,P degC,7,R ugm-3,15,R ugm-3,25,R ugm-3
07-01-2014,19:00,26,R ugm-3 (TEOM FDMS),236.2,P deg,6.6,P ms-1,10.2,P degC,8,R ugm-3,17,R ugm-3,29,R ugm-3
07-01-2014,20:00,24,R ugm-3 (TEOM FDMS),236.1,P deg,6.4,P ms-1,9.8,P degC,7,R ugm-3,16,R ugm-3,26,R ugm-3
07-01-2014,21:00,27,R ugm-3 (TEOM FDMS),237.7,P deg,6.6,P ms-1,10.0,P degC,6,R ugm-3,13,R ugm-3,23,R ugm-3
07-01-2014,22:00,2,R ugm-3 (TEOM FDMS),240.9,P deg,6.6,P ms-1,9.9,P degC,5,R ugm-3,9,R ugm-3,16,R ugm-3
07-01-2014,23:00,8,R ugm-3 (TEOM FDMS),243.3,P deg,6.8,P ms-1,10.3,P degC,3,R ugm-3,9,R ugm-3,14,R ugm-3
