Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,London Bexley,,,,,,,,,,,,,,,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Sulphur dioxide",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit
29-03-2014,09:00,118.0,P deg,4.6,P ms-1,10.6,P degC,54,R ugm-3,36,R ugm-3,118,R ugm-3,43,R ugm-3 (TEOM FDMS),60,R ugm-3 (TEOM FDMS),10,P ugm-3,17,R ugm-3 (TEOM FDMS)
29-03-2014,10:00,125.7,P deg,5.2,P ms-1,12.6,P degC,38,R ugm-3,36,R ugm-3,95,R ugm-3,44,R ugm-3 (TEOM FDMS),63,R ugm-3 (TEOM FDMS),9,P ugm-3,19,R ugm-3 (TEOM FDMS)
29-03-2014,11:00,126.4,P deg,5.6,P ms-1,13.7,P degC,36,R ugm-3,39,R ugm-3,94,R ugm-3,44,R ugm-3 (TEOM FDMS),62,R ugm-3 (TEOM FDMS),10,P ugm-3,18,R ugm-3 (TEOM FDMS)
29-03-2014,12:00,127.4,P deg,5.9,P ms-1,14.7,P degC,26,R ugm-3,39,R ugm-3,80,R ugm-3,40,R ugm-3 (TEOM FDMS),59,R ugm-3 (TEOM FDMS),11,P ugm-3,19,R ugm-3 (TEOM FDMS)
29-03-2014,13:00,127.3,P deg,6.4,P ms-1,15.3,P degC,12,R ugm-3,35,R ugm-3,53,R ugm-3,28,R ugm-3 (TEOM FDMS),49,R ugm-3 (TEOM FDMS),8,P ugm-3,21,R ugm-3 (TEOM FDMS)
29-03-2014,14:00,126.1,P deg,6.6,P ms-1,15.2,P degC,6,R ugm-3,29,R ugm-3,38,R ugm-3,15,R ugm-3 (TEOM FDMS),34,R ugm-3 (TEOM FDMS),7,P ugm-3,19,R ugm-3 (TEOM FDMS)
29-03-2014,15:00,121.6,P deg,6.5,P ms-1,14.6,P degC,5,R ugm-3,26,R ugm-3,34,R ugm-3,17,R ugm-3 (TEOM FDMS),29,R ugm-3 (TEOM FDMS),6,P ugm-3,12,R ugm-3 (TEOM FDMS)
29-03-2014,16:00,103.2,P deg,5.4,P ms-1,13.6,P degC,6,R ugm-3,35,R ugm-3,45,R ugm-3,29,R ugm-3 (TEOM FDMS),42,R ugm-3 (TEOM FDMS),11,P ugm-3,13,R ugm-3 (TEOM FDMS)
29-03-2014,17:00,104.0,P deg,4.4,P ms-1,12.4,P degC,8,R ugm-3,45,R ugm-3,57,R ugm-3,27,R ugm-3 (TEOM FDMS),40,R ugm-3 (TEOM FDMS),8,P ugm-3,13,R ugm-3 (TEOM FDMS)
29-03-2014,18:00,101.7,P deg,4.7,P ms-1,10.9,P degC,7,R ugm-3,56,R ugm-3,67,R ugm-3,27,R ugm-3 (TEOM FDMS),40,R ugm-3 (TEOM FDMS),8,P ugm-3,13,R ugm-3 (TEOM FDMS)
29-03-2014,19:00,102.5,P deg,4.7,P ms-1,10.2,P degC,4,R ugm-3,61,R ugm-3,68,R ugm-3,39,R ugm-3 (TEOM FDMS),52,R ugm-3 (TEOM FDMS),8,P ugm-3,13,R ugm-3 (TEOM FDMS)
29-03-2014,20:00,108.2,P deg,4.8,P ms-1,10.0,P degC,9,R ugm-3,77,R ugm-3,90,R ugm-3,51,R ugm-3 (TEOM FDMS),63,R ugm-3 (TEOM FDMS),7,P ugm-3,12,R ugm-3 (TEOM FDMS)
29-03-2014,21:00,118.7,P deg,4.6,P ms-1,9.9,P degC,6,R ugm-3,73,R ugm-3,83,R ugm-3,51,R ugm-3 (TEOM FDMS),65,R ugm-3 (TEOM FDMS),6,P ugm-3,14,R ugm-3 (TEOM FDMS)
29-03-2014,22:00,134.4,P deg,4.8,P ms-1,10.1,P degC,11,R ugm-3,78,R ugm-3,95,R ugm-3,52,R ugm-3 (TEOM FDMS),68,R ugm-3 (TEOM FDMS),9,P ugm-3,16,R ugm-3 (TEOM FDMS)
29-03-2014,23:00,145.0,P deg,4.8,P ms-1,10.3,P degC,26,R ugm-3,77,R ugm-3,117,R ugm-3,46,R ugm-3 (TEOM FDMS),64,R ugm-3 (TEOM FDMS),9,P ugm-3,18,R ugm-3 (TEOM FDMS)
29-03-2014,24:00,148.4,P deg,4.6,P ms-1,10.0,P degC,30,R ugm-3,69,R ugm-3,114,R ugm-3,44,R ugm-3 (TEOM FDMS),60,R ugm-3 (TEOM FDMS),12,P ugm-3,16,R ugm-3 (TEOM FDMS)
30-03-2014,01:00,127.3,P deg,3.5,P ms-1,7.7,P degC,23,R ugm-3,61,R ugm-3,96,R ugm-3,43,R ugm-3 (TEOM FDMS),61,R ugm-3 (TEOM FDMS),10,P ugm-3,18,R ugm-3 (TEOM FDMS)
30-03-2014,02:00,123.7,P deg,3.4,P ms-1,7.3,P degC,32,R ugm-3,57,R ugm-3,106,R ugm-3,39,R ugm-3 (TEOM FDMS),56,R ugm-3 (TEOM FDMS),9,P ugm-3,17,R ugm-3 (TEOM FDMS)
30-03-2014,03:00,128.8,P deg,3.5,P ms-1,7.3,P degC,34,R ugm-3,48,R ugm-3,100,R ugm-3,37,R ugm-3 (TEOM FDMS),55,R ugm-3 (TEOM FDMS),6,P ugm-3,18,R ugm-3 (TEOM FDMS)
30-03-2014,04:00,137.3,P deg,3.7,P ms-1,7.4,P degC,84,R ugm-3,36,R ugm-3,164,R ugm-3,38,R ugm-3 (TEOM FDMS),55,R ugm-3 (TEOM FDMS),8,P ugm-3,17,R ugm-3 (TEOM FDMS)
30-03-2014,05:00,146.1,P deg,3.8,P ms-1,7.2,P degC,71,R ugm-3,34,R ugm-3,143,R ugm-3,37,R ugm-3 (TEOM FDMS),53,R ugm-3 (TEOM FDMS),7,P ugm-3,16,R ugm-3 (TEOM FDMS)
30-03-2014,06:00,158.1,P deg,4.0,P ms-1,7.1,P degC,74,R ugm-3,36,R ugm-3,150,R ugm-3,36,R ugm-3 (TEOM FDMS),51,R ugm-3 (TEOM FDMS),8,P ugm-3,16,R ugm-3 (TEOM FDMS)
30-03-2014,07:00,169.4,P deg,3.7,P ms-1,8.0,P degC,74,R ugm-3,37,R ugm-3,150,R ugm-3,35,R ugm-3 (TEOM FDMS),48,R ugm-3 (TEOM FDMS),8,P ugm-3,13,R ugm-3 (TEOM FDMS)
30-03-2014,08:00,174.7,P deg,3.5,P ms-1,10.3,P degC,86,R ugm-3,38,R ugm-3,169,R ugm-3,36,R ugm-3 (TEOM FDMS),47,R ugm-3 (TEOM FDMS),9,P ugm-3,11,R ugm-3 (TEOM FDMS)
30-03-2014,09:00,171.3,P deg,3.0,P ms-1,12.0,P degC,72,R ugm-3,39,R ugm-3,150,R ugm-3,33,R ugm-3 (TEOM FDMS),48,R ugm-3 (TEOM FDMS),12,P ugm-3,15,R ugm-3 (TEOM FDMS)
30-03-2014,10:00,161.0,P deg,3.0,P ms-1,13.9,P degC,39,R ugm-3,53,R ugm-3,113,R ugm-3,24,R ugm-3 (TEOM FDMS),39,R ugm-3 (TEOM FDMS),13,P ugm-3,15,R ugm-3 (TEOM FDMS)
30-03-2014,11:00,156.4,P deg,3.5,P ms-1,15.8,P degC,41,R ugm-3,45,R ugm-3,108,R ugm-3,22,R ugm-3 (TEOM FDMS),35,R ugm-3 (TEOM FDMS),11,P ugm-3,13,R ugm-3 (TEOM FDMS)
30-03-2014,12:00,149.0,P deg,4.2,P ms-1,17.0,P degC,16,R ugm-3,38,R ugm-3,62,R ugm-3,11,R ugm-3 (TEOM FDMS),23,R ugm-3 (TEOM FDMS),7,P ugm-3,13,R ugm-3 (TEOM FDMS)
30-03-2014,13:00,134.1,P deg,5.2,P ms-1,17.3,P degC,5,R ugm-3,27,R ugm-3,35,R ugm-3,7,R ugm-3 (TEOM FDMS),18,R ugm-3 (TEOM FDMS),7,P ugm-3,11,R ugm-3 (TEOM FDMS)
30-03-2014,14:00,135.6,P deg,5.7,P ms-1,17.2,P degC,2,R ugm-3,17,R ugm-3,20,R ugm-3,5,R ugm-3 (TEOM FDMS),15,R ugm-3 (TEOM FDMS),4,P ugm-3,10,R ugm-3 (TEOM FDMS)
30-03-2014,15:00,145.9,P deg,4.6,P ms-1,17.0,P degC,2,R ugm-3,20,R ugm-3,22,R ugm-3,8,R ugm-3 (TEOM FDMS),15,R ugm-3 (TEOM FDMS),3,P ugm-3,8,R ugm-3 (TEOM FDMS)
30-03-2014,16:00,151.2,P deg,3.8,P ms-1,16.3,P degC,7,R ugm-3,45,R ugm-3,55,R ugm-3,27,R ugm-3 (TEOM FDMS),30,R ugm-3 (TEOM FDMS),8,P ugm-3,3,R ugm-3 (TEOM FDMS)
30-03-2014,17:00,121.1,P deg,3.2,P ms-1,15.0,P degC,7,R ugm-3,49,R ugm-3,59,R ugm-3,23,R ugm-3 (TEOM FDMS),33,R ugm-3 (TEOM FDMS),9,P ugm-3,10,R ugm-3 (TEOM FDMS)
30-03-2014,18:00,89.5,P deg,3.8,P ms-1,12.8,P degC,6,R ugm-3,58,R ugm-3,67,R ugm-3,23,R ugm-3 (TEOM FDMS),32,R ugm-3 (TEOM FDMS),10,P ugm-3,9,R ugm-3 (TEOM FDMS)
30-03-2014,19:00,94.0,P deg,3.7,P ms-1,11.3,P degC,27,R ugm-3,77,R ugm-3,118,R ugm-3,24,R ugm-3 (TEOM FDMS),34,R ugm-3 (TEOM FDMS),12,P ugm-3,9,R ugm-3 (TEOM FDMS)
30-03-2014,20:00,97.7,P deg,3.3,P ms-1,10.6,P degC,27,R ugm-3,74,R ugm-3,116,R ugm-3,26,R ugm-3 (TEOM FDMS),34,R ugm-3 (TEOM FDMS),11,P ugm-3,8,R ugm-3 (TEOM FDMS)
30-03-2014,21:00,105.3,P deg,3.0,P ms-1,10.0,P degC,39,R ugm-3,69,R ugm-3,129,R ugm-3,31,R ugm-3 (TEOM FDMS),39,R ugm-3 (TEOM FDMS),11,P ugm-3,8,R ugm-3 (TEOM FDMS)
30-03-2014,22:00,116.0,P deg,2.8,P ms-1,9.5,P degC,64,R ugm-3,62,R ugm-3,160,R ugm-3,34,R ugm-3 (TEOM FDMS),43,R ugm-3 (TEOM FDMS),12,P ugm-3,10,R ugm-3 (TEOM FDMS)
30-03-2014,23:00,130.7,P deg,3.2,P ms-1,8.8,P degC,41,R ugm-3,64,R ugm-3,126,R ugm-3,38,R ugm-3 (TEOM FDMS),48,R ugm-3 (TEOM FDMS),11,P ugm-3,11,R ugm-3 (TEOM FDMS)
30-03-2014,24:00,152.0,P deg,3.3,P ms-1,8.7,P degC,56,R ugm-3,60,R ugm-3,146,R ugm-3,37,R ugm-3 (TEOM FDMS),47,R ugm-3 (TEOM FDMS),12,P ugm-3,11,R ugm-3 (TEOM FDMS)
31-03-2014,01:00,No data,,No data,,No data,,42,R ugm-3,58,R ugm-3,123,R ugm-3,36,R ugm-3 (TEOM FDMS),47,R ugm-3 (TEOM FDMS),8,P ugm-3,11,R ugm-3 (TEOM FDMS)
31-03-2014,02:00,No data,,No data,,No data,,65,R ugm-3,49,R ugm-3,149,R ugm-3,38,R ugm-3 (TEOM FDMS),50,R ugm-3 (TEOM FDMS),11,P ugm-3,12,R ugm-3 (TEOM FDMS)
31-03-2014,03:00,No data,,No data,,No data,,71,R ugm-3,47,R ugm-3,156,R ugm-3,34,R ugm-3 (TEOM FDMS),47,R ugm-3 (TEOM FDMS),9,P ugm-3,13,R ugm-3 (TEOM FDMS)
31-03-2014,04:00,No data,,No data,,No data,,105,R ugm-3,37,R ugm-3,198,R ugm-3,35,R ugm-3 (TEOM FDMS),46,R ugm-3 (TEOM FDMS),10,P ugm-3,12,R ugm-3 (TEOM FDMS)
31-03-2014,05:00,No data,,No data,,No data,,112,R ugm-3,36,R ugm-3,208,R ugm-3,34,R ugm-3 (TEOM FDMS),46,R ugm-3 (TEOM FDMS),11,P ugm-3,12,R ugm-3 (TEOM FDMS)
31-03-2014,06:00,No data,,No data,,No data,,149,R ugm-3,27,R ugm-3,257,R ugm-3,31,R ugm-3 (TEOM FDMS),43,R ugm-3 (TEOM FDMS),11,P ugm-3,12,R ugm-3 (TEOM FDMS)
31-03-2014,07:00,No data,,No data,,No data,,228,R ugm-3,30,R ugm-3,380,R ugm-3,34,R ugm-3 (TEOM FDMS),43,R ugm-3 (TEOM FDMS),15,P ugm-3,9,R ugm-3 (TEOM FDMS)
31-03-2014,08:00,No data,,No data,,No data,,140,R ugm-3,49,R ugm-3,264,R ugm-3,27,R ugm-3 (TEOM FDMS),36,R ugm-3 (TEOM FDMS),11,P ugm-3,9,R ugm-3 (TEOM FDMS)
31-03-2014,09:00,No data,,No data,,No data,,33,R ugm-3,58,R ugm-3,109,R ugm-3,15,R ugm-3 (TEOM FDMS),23,R ugm-3 (TEOM FDMS),6,P ugm-3,8,R ugm-3 (TEOM FDMS)
31-03-2014,10:00,No data,,No data,,No data,,12,R ugm-3,43,R ugm-3,61,R ugm-3,13,R ugm-3 (TEOM FDMS),21,R ugm-3 (TEOM FDMS),6,P ugm-3,8,R ugm-3 (TEOM FDMS)
31-03-2014,11:00,No data,,No data,,No data,,6,R ugm-3,31,R ugm-3,40,R ugm-3,9,R ugm-3 (TEOM FDMS),17,R ugm-3 (TEOM FDMS),4,P ugm-3,7,R ugm-3 (TEOM FDMS)
31-03-2014,12:00,No data,,No data,,No data,,5,R ugm-3,27,R ugm-3,35,R ugm-3,10,R ugm-3 (TEOM FDMS),17,R ugm-3 (TEOM FDMS),4,P ugm-3,7,R ugm-3 (TEOM FDMS)
31-03-2014,13:00,No data,,No data,,No data,,6,R ugm-3,31,R ugm-3,41,R ugm-3,10,R ugm-3 (TEOM FDMS),17,R ugm-3 (TEOM FDMS),5,P ugm-3,8,R ugm-3 (TEOM FDMS)
31-03-2014,14:00,No data,,No data,,No data,,5,R ugm-3,31,R ugm-3,39,R ugm-3,9,R ugm-3 (TEOM FDMS),16,R ugm-3 (TEOM FDMS),5,P ugm-3,7,R ugm-3 (TEOM FDMS)
31-03-2014,15:00,No data,,No data,,No data,,10,R ugm-3,31,R ugm-3,47,R ugm-3,9,R ugm-3 (TEOM FDMS),15,R ugm-3 (TEOM FDMS),5,P ugm-3,6,R ugm-3 (TEOM FDMS)
31-03-2014,16:00,No data,,No data,,No data,,3,R ugm-3,34,R ugm-3,39,R ugm-3,11,R ugm-3 (TEOM FDMS),17,R ugm-3 (TEOM FDMS),4,P ugm-3,5,R ugm-3 (TEOM FDMS)
31-03-2014,17:00,No data,,No data,,No data,,4,R ugm-3,38,R ugm-3,44,R ugm-3,13,R ugm-3 (TEOM FDMS),19,R ugm-3 (TEOM FDMS),4,P ugm-3,5,R ugm-3 (TEOM FDMS)
31-03-2014,18:00,No data,,No data,,No data,,6,R ugm-3,49,R ugm-3,59,R ugm-3,15,R ugm-3 (TEOM FDMS),20,R ugm-3 (TEOM FDMS),7,P ugm-3,5,R ugm-3 (TEOM FDMS)
31-03-2014,19:00,No data,,No data,,No data,,47,R ugm-3,67,R ugm-3,139,R ugm-3,23,R ugm-3 (TEOM FDMS),27,R ugm-3 (TEOM FDMS),10,P ugm-3,4,R ugm-3 (TEOM FDMS)
31-03-2014,20:00,No data,,No data,,No data,,52,R ugm-3,65,R ugm-3,144,R ugm-3,21,R ugm-3 (TEOM FDMS),28,R ugm-3 (TEOM FDMS),9,P ugm-3,6,R ugm-3 (TEOM FDMS)
31-03-2014,21:00,No data,,No data,,No data,,124,R ugm-3,57,R ugm-3,248,R ugm-3,32,R ugm-3 (TEOM FDMS),37,R ugm-3 (TEOM FDMS),11,P ugm-3,4,R ugm-3 (TEOM FDMS)
31-03-2014,22:00,No data,,No data,,No data,,180,R ugm-3,41,R ugm-3,318,R ugm-3,39,R ugm-3 (TEOM FDMS),45,R ugm-3 (TEOM FDMS),13,P ugm-3,6,R ugm-3 (TEOM FDMS)
31-03-2014,23:00,No data,,No data,,No data,,195,R ugm-3,34,R ugm-3,333,R ugm-3,35,R ugm-3 (TEOM FDMS),41,R ugm-3 (TEOM FDMS),15,P ugm-3,6,R ugm-3 (TEOM FDMS)
31-03-2014,24:00,No data,,No data,,No data,,180,R ugm-3,30,R ugm-3,306,R ugm-3,35,R ugm-3 (TEOM FDMS),39,R ugm-3 (TEOM FDMS),14,P ugm-3,5,R ugm-3 (TEOM FDMS)
01-04-2014,01:00,156.5,P deg,1.1,P ms-1,7.8,P degC,130,P ugm-3,36,P ugm-3,234,P ugm-3,35,P ugm-3 (TEOM FDMS),38,P ugm-3 (TEOM FDMS),8,P ugm-3,3,P ugm-3 (TEOM FDMS)
01-04-2014,02:00,165.2,P deg,1.1,P ms-1,7.5,P degC,57,P ugm-3,49,P ugm-3,135,P ugm-3,27,P ugm-3 (TEOM FDMS),34,P ugm-3 (TEOM FDMS),5,P ugm-3,8,P ugm-3 (TEOM FDMS)
01-04-2014,03:00,188.8,P deg,0.6,P ms-1,7.3,P degC,49,P ugm-3,45,P ugm-3,120,P ugm-3,25,P ugm-3 (TEOM FDMS),31,P ugm-3 (TEOM FDMS),4,P ugm-3,6,P ugm-3 (TEOM FDMS)
01-04-2014,04:00,221.0,P deg,0.4,P ms-1,6.9,P degC,57,P ugm-3,42,P ugm-3,129,P ugm-3,24,P ugm-3 (TEOM FDMS),31,P ugm-3 (TEOM FDMS),4,P ugm-3,7,P ugm-3 (TEOM FDMS)
01-04-2014,05:00,255.0,P deg,0.8,P ms-1,5.9,P degC,81,P ugm-3,35,P ugm-3,159,P ugm-3,27,P ugm-3 (TEOM FDMS),32,P ugm-3 (TEOM FDMS),7,P ugm-3,5,P ugm-3 (TEOM FDMS)
01-04-2014,06:00,268.4,P deg,1.6,P ms-1,6.6,P degC,128,P ugm-3,31,P ugm-3,227,P ugm-3,30,P ugm-3 (TEOM FDMS),35,P ugm-3 (TEOM FDMS),9,P ugm-3,5,P ugm-3 (TEOM FDMS)
01-04-2014,07:00,274.4,P deg,1.8,P ms-1,6.7,P degC,156,P ugm-3,31,P ugm-3,268,P ugm-3,31,P ugm-3 (TEOM FDMS),36,P ugm-3 (TEOM FDMS),10,P ugm-3,5,P ugm-3 (TEOM FDMS)
01-04-2014,08:00,284.4,P deg,1.7,P ms-1,6.8,P degC,124,P ugm-3,35,P ugm-3,225,P ugm-3,32,P ugm-3 (TEOM FDMS),37,P ugm-3 (TEOM FDMS),7,P ugm-3,5,P ugm-3 (TEOM FDMS)
01-04-2014,09:00,293.2,P deg,1.7,P ms-1,7.1,P degC,114,P ugm-3,46,P ugm-3,219,P ugm-3,37,P ugm-3 (TEOM FDMS),45,P ugm-3 (TEOM FDMS),8,P ugm-3,7,P ugm-3 (TEOM FDMS)
01-04-2014,10:00,297.2,P deg,1.6,P ms-1,7.6,P degC,54,P ugm-3,55,P ugm-3,138,P ugm-3,31,P ugm-3 (TEOM FDMS),40,P ugm-3 (TEOM FDMS),5,P ugm-3,10,P ugm-3 (TEOM FDMS)
01-04-2014,11:00,302.5,P deg,1.0,P ms-1,8.7,P degC,34,P ugm-3,58,P ugm-3,110,P ugm-3,28,P ugm-3 (TEOM FDMS),37,P ugm-3 (TEOM FDMS),6,P ugm-3,9,P ugm-3 (TEOM FDMS)
01-04-2014,12:00,137.2,P deg,0.0,P ms-1,11.8,P degC,29,P ugm-3,59,P ugm-3,103,P ugm-3,23,P ugm-3 (TEOM FDMS),32,P ugm-3 (TEOM FDMS),6,P ugm-3,10,P ugm-3 (TEOM FDMS)
01-04-2014,13:00,142.9,P deg,1.2,P ms-1,14.6,P degC,19,P ugm-3,53,P ugm-3,82,P ugm-3,21,P ugm-3 (TEOM FDMS),30,P ugm-3 (TEOM FDMS),5,P ugm-3,10,P ugm-3 (TEOM FDMS)
01-04-2014,14:00,122.4,P deg,2.3,P ms-1,15.8,P degC,17,P ugm-3,52,P ugm-3,77,P ugm-3,20,P ugm-3 (TEOM FDMS),30,P ugm-3 (TEOM FDMS),4,P ugm-3,10,P ugm-3 (TEOM FDMS)
01-04-2014,15:00,123.6,P deg,2.4,P ms-1,16.3,P degC,10,P ugm-3,41,P ugm-3,56,P ugm-3,16,P ugm-3 (TEOM FDMS),25,P ugm-3 (TEOM FDMS),4,P ugm-3,9,P ugm-3 (TEOM FDMS)
01-04-2014,16:00,126.9,P deg,2.5,P ms-1,16.4,P degC,6,P ugm-3,29,P ugm-3,37,P ugm-3,11,P ugm-3 (TEOM FDMS),19,P ugm-3 (TEOM FDMS),4,P ugm-3,8,P ugm-3 (TEOM FDMS)
01-04-2014,17:00,117.3,P deg,3.4,P ms-1,15.4,P degC,9,P ugm-3,44,P ugm-3,57,P ugm-3,20,P ugm-3 (TEOM FDMS),25,P ugm-3 (TEOM FDMS),7,P ugm-3,6,P ugm-3 (TEOM FDMS)
01-04-2014,18:00,118.7,P deg,4.3,P ms-1,12.9,P degC,4,P ugm-3,38,P ugm-3,43,P ugm-3,20,P ugm-3 (TEOM FDMS),27,P ugm-3 (TEOM FDMS),6,P ugm-3,8,P ugm-3 (TEOM FDMS)
01-04-2014,19:00,114.7,P deg,4.0,P ms-1,11.0,P degC,2,P ugm-3,51,P ugm-3,53,P ugm-3,25,P ugm-3 (TEOM FDMS),32,P ugm-3 (TEOM FDMS),5,P ugm-3,8,P ugm-3 (TEOM FDMS)
01-04-2014,20:00,110.2,P deg,3.5,P ms-1,9.7,P degC,6,P ugm-3,61,P ugm-3,69,P ugm-3,30,P ugm-3 (TEOM FDMS),40,P ugm-3 (TEOM FDMS),6,P ugm-3,9,P ugm-3 (TEOM FDMS)
01-04-2014,21:00,106.1,P deg,3.4,P ms-1,8.6,P degC,14,P ugm-3,69,P ugm-3,90,P ugm-3,31,P ugm-3 (TEOM FDMS),42,P ugm-3 (TEOM FDMS),6,P ugm-3,11,P ugm-3 (TEOM FDMS)
01-04-2014,22:00,103.6,P deg,3.1,P ms-1,7.9,P degC,27,P ugm-3,69,P ugm-3,109,P ugm-3,32,P ugm-3 (TEOM FDMS),44,P ugm-3 (TEOM FDMS),8,P ugm-3,12,P ugm-3 (TEOM FDMS)
01-04-2014,23:00,105.2,P deg,3.0,P ms-1,7.5,P degC,38,P ugm-3,60,P ugm-3,117,P ugm-3,30,P ugm-3 (TEOM FDMS),41,P ugm-3 (TEOM FDMS),10,P ugm-3,11,P ugm-3 (TEOM FDMS)
01-04-2014,24:00,108.8,P deg,3.8,P ms-1,7.1,P degC,41,P ugm-3,63,P ugm-3,124,P ugm-3,33,P ugm-3 (TEOM FDMS),44,P ugm-3 (TEOM FDMS),10,P ugm-3,11,P ugm-3 (TEOM FDMS)
02-04-2014,01:00,108.7,P deg,3.9,P ms-1,8.8,P degC,35,P ugm-3,63,P ugm-3,116,P ugm-3,34,P ugm-3 (TEOM FDMS),49,P ugm-3 (TEOM FDMS),8,P ugm-3,14,P ugm-3 (TEOM FDMS)
02-04-2014,02:00,100.5,P deg,4.2,P ms-1,8.7,P degC,29,P ugm-3,63,P ugm-3,107,P ugm-3,33,P ugm-3 (TEOM FDMS),46,P ugm-3 (TEOM FDMS),10,P ugm-3,13,P ugm-3 (TEOM FDMS)
02-04-2014,03:00,104.6,P deg,4.6,P ms-1,8.4,P degC,21,P ugm-3,59,P ugm-3,92,P ugm-3,38,P ugm-3 (TEOM FDMS),51,P ugm-3 (TEOM FDMS),8,P ugm-3,13,P ugm-3 (TEOM FDMS)
02-04-2014,04:00,95.9,P deg,4.6,P ms-1,8.1,P degC,3,P ugm-3,52,P ugm-3,56,P ugm-3,36,P ugm-3 (TEOM FDMS),51,P ugm-3 (TEOM FDMS),8,P ugm-3,15,P ugm-3 (TEOM FDMS)
02-04-2014,05:00,99.7,P deg,4.8,P ms-1,8.3,P degC,15,P ugm-3,59,P ugm-3,81,P ugm-3,29,P ugm-3 (TEOM FDMS),45,P ugm-3 (TEOM FDMS),9,P ugm-3,15,P ugm-3 (TEOM FDMS)
02-04-2014,06:00,102.3,P deg,4.9,P ms-1,8.3,P degC,33,P ugm-3,57,P ugm-3,107,P ugm-3,34,P ugm-3 (TEOM FDMS),48,P ugm-3 (TEOM FDMS),11,P ugm-3,15,P ugm-3 (TEOM FDMS)
02-04-2014,07:00,96.9,P deg,5.0,P ms-1,8.9,P degC,30,P ugm-3,52,P ugm-3,97,P ugm-3,34,P ugm-3 (TEOM FDMS),48,P ugm-3 (TEOM FDMS),10,P ugm-3,14,P ugm-3 (TEOM FDMS)
02-04-2014,08:00,99.6,P deg,4.6,P ms-1,9.9,P degC,32,P ugm-3,50,P ugm-3,99,P ugm-3,34,P ugm-3 (TEOM FDMS),49,P ugm-3 (TEOM FDMS),12,P ugm-3,15,P ugm-3 (TEOM FDMS)
02-04-2014,09:00,104.6,P deg,4.9,P ms-1,11.1,P degC,20,P ugm-3,42,P ugm-3,72,P ugm-3,36,P ugm-3 (TEOM FDMS),50,P ugm-3 (TEOM FDMS),11,P ugm-3,15,P ugm-3 (TEOM FDMS)
02-04-2014,10:00,100.3,P deg,5.0,P ms-1,12.9,P degC,20,P ugm-3,40,P ugm-3,71,P ugm-3,40,P ugm-3 (TEOM FDMS),57,P ugm-3 (TEOM FDMS),15,P ugm-3,16,P ugm-3 (TEOM FDMS)
02-04-2014,11:00,104.9,P deg,5.1,P ms-1,14.2,P degC,22,P ugm-3,40,P ugm-3,72,P ugm-3,43,P ugm-3 (TEOM FDMS),60,P ugm-3 (TEOM FDMS),17,P ugm-3,17,P ugm-3 (TEOM FDMS)
02-04-2014,12:00,106.2,P deg,5.3,P ms-1,15.8,P degC,18,P ugm-3,44,P ugm-3,70,P ugm-3,43,P ugm-3 (TEOM FDMS),60,P ugm-3 (TEOM FDMS),18,P ugm-3,17,P ugm-3 (TEOM FDMS)
02-04-2014,13:00,112.5,P deg,5.6,P ms-1,16.8,P degC,20,P ugm-3,42,P ugm-3,72,P ugm-3,43,P ugm-3 (TEOM FDMS),62,P ugm-3 (TEOM FDMS),20,P ugm-3,19,P ugm-3 (TEOM FDMS)
02-04-2014,14:00,109.4,P deg,5.1,P ms-1,16.9,P degC,13,P ugm-3,50,P ugm-3,69,P ugm-3,42,P ugm-3 (TEOM FDMS),62,P ugm-3 (TEOM FDMS),24,P ugm-3,20,P ugm-3 (TEOM FDMS)
02-04-2014,15:00,114.0,P deg,5.1,P ms-1,16.8,P degC,6,P ugm-3,48,P ugm-3,57,P ugm-3,39,P ugm-3 (TEOM FDMS),56,P ugm-3 (TEOM FDMS),40,P ugm-3,17,P ugm-3 (TEOM FDMS)
02-04-2014,16:00,97.3,P deg,4.9,P ms-1,15.2,P degC,9,P ugm-3,61,P ugm-3,74,P ugm-3,45,P ugm-3 (TEOM FDMS),61,P ugm-3 (TEOM FDMS),41,P ugm-3,16,P ugm-3 (TEOM FDMS)
02-04-2014,17:00,92.9,P deg,3.8,P ms-1,13.9,P degC,19,P ugm-3,67,P ugm-3,95,P ugm-3,41,P ugm-3 (TEOM FDMS),58,P ugm-3 (TEOM FDMS),22,P ugm-3,17,P ugm-3 (TEOM FDMS)
02-04-2014,18:00,99.4,P deg,4.7,P ms-1,12.5,P degC,19,P ugm-3,68,P ugm-3,97,P ugm-3,49,P ugm-3 (TEOM FDMS),66,P ugm-3 (TEOM FDMS),18,P ugm-3,17,P ugm-3 (TEOM FDMS)
02-04-2014,19:00,97.9,P deg,4.5,P ms-1,11.5,P degC,10,P ugm-3,79,P ugm-3,93,P ugm-3,44,P ugm-3 (TEOM FDMS),61,P ugm-3 (TEOM FDMS),17,P ugm-3,17,P ugm-3 (TEOM FDMS)
