Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,London Bexley,,,,,,,,,,,,,,,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Sulphur dioxide",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit

01-01-2014,01:00,219.3,P deg,9.3,P ms-1,6.9,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,6,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),5,P ugm-3,4,R ugm-3 (TEOM FDMS)
01-01-2014,02:00,220.3,P deg,9.1,P ms-1,7.2,P degC,1,R ugm-3,5,R ugm-3,7,R ugm-3,2,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),2,P ugm-3,1,R ugm-3 (TEOM FDMS)
01-01-2014,03:00,221.8,P deg,9.1,P ms-1,8.0,P degC,0,R ugm-3,5,R ugm-3,6,R ugm-3,3,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),3,P ugm-3,1,R ugm-3 (TEOM FDMS)
01-01-2014,04:00,219.8,P deg,8.9,P ms-1,8.3,P degC,0,R ugm-3,5,R ugm-3,5,R ugm-3,3,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS),7,P ugm-3,3,R ugm-3 (TEOM FDMS)
01-01-2014,05:00,218.5,P deg,8.9,P ms-1,8.4,P degC,0,R ugm-3,4,R ugm-3,4,R ugm-3,3,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS),3,P ugm-3,2,R ugm-3 (TEOM FDMS)
01-01-2014,06:00,213.2,P deg,8.8,P ms-1,8.4,P degC,4,R ugm-3,6,R ugm-3,12,R ugm-3,3,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),3,P ugm-3,2,R ugm-3 (TEOM FDMS)
01-01-2014,07:00,206.9,P deg,9.0,P ms-1,8.1,P degC,5,R ugm-3,7,R ugm-3,15,R ugm-3,4,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),3,P ugm-3,3,R ugm-3 (TEOM FDMS)
01-01-2014,08:00,202.2,P deg,9.2,P ms-1,8.2,P degC,3,R ugm-3,6,R ugm-3,10,R ugm-3,4,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),4,P ugm-3,2,R ugm-3 (TEOM FDMS)
01-01-2014,09:00,197.1,P deg,10.2,P ms-1,8.3,P degC,2,R ugm-3,5,R ugm-3,9,R ugm-3,4,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),4,P ugm-3,4,R ugm-3 (TEOM FDMS)
01-01-2014,10:00,191.2,P deg,10.9,P ms-1,8.6,P degC,2,R ugm-3,4,R ugm-3,7,R ugm-3,4,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),4,P ugm-3,3,R ugm-3 (TEOM FDMS)
01-01-2014,11:00,189.9,P deg,12.3,P ms-1,8.7,P degC,2,R ugm-3,5,R ugm-3,8,R ugm-3,3,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),4,P ugm-3,4,R ugm-3 (TEOM FDMS)
01-01-2014,12:00,187.2,P deg,13.8,P ms-1,8.6,P degC,2,R ugm-3,5,R ugm-3,7,R ugm-3,-4,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),6,P ugm-3,7,R ugm-3 (TEOM FDMS)
01-01-2014,13:00,187.7,P deg,15.0,P ms-1,8.7,P degC,2,R ugm-3,4,R ugm-3,7,R ugm-3,-1,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),7,P ugm-3,4,R ugm-3 (TEOM FDMS)
01-01-2014,14:00,193.0,P deg,15.4,P ms-1,9.1,P degC,2,R ugm-3,6,R ugm-3,9,R ugm-3,-0,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),7,P ugm-3,1,R ugm-3 (TEOM FDMS)
01-01-2014,15:00,197.4,P deg,15.8,P ms-1,9.5,P degC,2,R ugm-3,6,R ugm-3,9,R ugm-3,2,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),6,P ugm-3,2,R ugm-3 (TEOM FDMS)
01-01-2014,16:00,202.2,P deg,15.4,P ms-1,9.7,P degC,2,R ugm-3,6,R ugm-3,9,R ugm-3,1,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),9,P ugm-3,1,R ugm-3 (TEOM FDMS)
01-01-2014,17:00,206.4,P deg,14.7,P ms-1,9.9,P degC,1,R ugm-3,5,R ugm-3,7,R ugm-3,1,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),9,P ugm-3,2,R ugm-3 (TEOM FDMS)
01-01-2014,18:00,209.2,P deg,13.7,P ms-1,10.1,P degC,1,R ugm-3,5,R ugm-3,7,R ugm-3,1,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),9,P ugm-3,2,R ugm-3 (TEOM FDMS)
01-01-2014,19:00,211.9,P deg,12.7,P ms-1,10.6,P degC,2,R ugm-3,5,R ugm-3,8,R ugm-3,4,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),9,P ugm-3,0,R ugm-3 (TEOM FDMS)
01-01-2014,20:00,213.0,P deg,12.2,P ms-1,10.9,P degC,1,R ugm-3,4,R ugm-3,5,R ugm-3,1,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),10,P ugm-3,3,R ugm-3 (TEOM FDMS)
01-01-2014,21:00,216.2,P deg,11.6,P ms-1,11.1,P degC,1,R ugm-3,4,R ugm-3,4,R ugm-3,3,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),9,P ugm-3,0,R ugm-3 (TEOM FDMS)
01-01-2014,22:00,219.5,P deg,11.2,P ms-1,11.0,P degC,0,R ugm-3,4,R ugm-3,5,R ugm-3,2,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS),9,P ugm-3,3,R ugm-3 (TEOM FDMS)
01-01-2014,23:00,220.9,P deg,10.8,P ms-1,10.8,P degC,0,R ugm-3,4,R ugm-3,4,R ugm-3,3,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),9,P ugm-3,1,R ugm-3 (TEOM FDMS)
01-01-2014,24:00,221.1,P deg,10.5,P ms-1,10.5,P degC,0,R ugm-3,3,R ugm-3,3,R ugm-3,6,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),9,P ugm-3,1,R ugm-3 (TEOM FDMS)
02-01-2014,01:00,220.0,P deg,10.0,P ms-1,9.0,P degC,0.000000,R ugm-3,4,R ugm-3,4,R ugm-3,6,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),6,P ugm-3,2,R ugm-3 (TEOM FDMS)
02-01-2014,02:00,222.5,P deg,9.7,P ms-1,9.0,P degC,0,R ugm-3,3,R ugm-3,4,R ugm-3,5,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),6,P ugm-3,3,R ugm-3 (TEOM FDMS)
02-01-2014,03:00,227.3,P deg,9.0,P ms-1,9.5,P degC,0,R ugm-3,3,R ugm-3,4,R ugm-3,5,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS),7,P ugm-3,0.000000,R ugm-3 (TEOM FDMS)
02-01-2014,04:00,243.0,P deg,7.4,P ms-1,9.6,P degC,0,R ugm-3,3,R ugm-3,3,R ugm-3,5,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),6,P ugm-3,1,R ugm-3 (TEOM FDMS)
02-01-2014,05:00,275.4,P deg,6.3,P ms-1,8.5,P degC,0,R ugm-3,6,R ugm-3,6,R ugm-3,6,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),6,P ugm-3,-3,R ugm-3 (TEOM FDMS)
02-01-2014,06:00,272.7,P deg,6.5,P ms-1,8.0,P degC,1,R ugm-3,8,R ugm-3,9,R ugm-3,5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),5,P ugm-3,-2,R ugm-3 (TEOM FDMS)
02-01-2014,07:00,268.9,P deg,6.7,P ms-1,7.0,P degC,2,R ugm-3,18,R ugm-3,21,R ugm-3,5,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),8,P ugm-3,-2,R ugm-3 (TEOM FDMS)
02-01-2014,08:00,260.7,P deg,6.9,P ms-1,6.7,P degC,3,R ugm-3,28,R ugm-3,32,R ugm-3,6,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),5,P ugm-3,-2,R ugm-3 (TEOM FDMS)
02-01-2014,09:00,257.6,P deg,6.5,P ms-1,6.6,P degC,7,R ugm-3,30,R ugm-3,42,R ugm-3,5,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS),3,P ugm-3,-0,R ugm-3 (TEOM FDMS)
02-01-2014,10:00,250.8,P deg,6.1,P ms-1,7.3,P degC,10,R ugm-3,34,R ugm-3,50,R ugm-3,6,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),3,P ugm-3,-2,R ugm-3 (TEOM FDMS)
02-01-2014,11:00,242.8,P deg,6.1,P ms-1,8.3,P degC,10,R ugm-3,28,R ugm-3,43,R ugm-3,5,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),3,P ugm-3,1,R ugm-3 (TEOM FDMS)
02-01-2014,12:00,242.3,P deg,5.8,P ms-1,9.3,P degC,7,R ugm-3,20,R ugm-3,30,R ugm-3,, ,, ,2,P ugm-3,, 
02-01-2014,13:00,230.4,P deg,5.7,P ms-1,9.4,P degC,6,R ugm-3,18,R ugm-3,26,R ugm-3,, ,, ,2,P ugm-3,, 
02-01-2014,14:00,229.0,P deg,6.6,P ms-1,9.3,P degC,5,R ugm-3,17,R ugm-3,26,R ugm-3,, ,, ,3,P ugm-3,, 
02-01-2014,15:00,238.9,P deg,7.3,P ms-1,8.7,P degC,6,R ugm-3,18,R ugm-3,27,R ugm-3,, ,, ,3,P ugm-3,, 
02-01-2014,16:00,234.6,P deg,7.4,P ms-1,8.1,P degC,12,R ugm-3,32,R ugm-3,50,R ugm-3,, ,, ,3,P ugm-3,, 
02-01-2014,17:00,226.3,P deg,6.5,P ms-1,8.0,P degC,4,R ugm-3,23,R ugm-3,29,R ugm-3,, ,, ,3,P ugm-3,, 
02-01-2014,18:00,220.5,P deg,6.6,P ms-1,7.8,P degC,4,R ugm-3,26,R ugm-3,33,R ugm-3,, ,, ,2,P ugm-3,, 
02-01-2014,19:00,214.6,P deg,7.1,P ms-1,7.9,P degC,4,R ugm-3,30,R ugm-3,36,R ugm-3,, ,, ,2,P ugm-3,, 
02-01-2014,20:00,211.8,P deg,8.3,P ms-1,8.3,P degC,2,R ugm-3,19,R ugm-3,21,R ugm-3,, ,, ,3,P ugm-3,, 
02-01-2014,21:00,209.4,P deg,9.4,P ms-1,8.8,P degC,1,R ugm-3,10,R ugm-3,12,R ugm-3,, ,, ,3,P ugm-3,, 
02-01-2014,22:00,205.4,P deg,9.6,P ms-1,9.2,P degC,0,R ugm-3,8,R ugm-3,8,R ugm-3,, ,, ,11,P ugm-3,, 
02-01-2014,23:00,206.3,P deg,10.7,P ms-1,9.9,P degC,0,R ugm-3,6,R ugm-3,6,R ugm-3,, ,, ,6,P ugm-3,, 
02-01-2014,24:00,200.7,P deg,12.0,P ms-1,10.0,P degC,0,R ugm-3,4,R ugm-3,5,R ugm-3,, ,, ,2,P ugm-3,, 
03-01-2014,01:00,207.7,P deg,12.6,P ms-1,10.3,P degC,0,R ugm-3,3,R ugm-3,3,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,02:00,219.7,P deg,11.9,P ms-1,10.7,P degC,0,R ugm-3,2,R ugm-3,3,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,03:00,231.8,P deg,10.7,P ms-1,11.2,P degC,0,R ugm-3,2,R ugm-3,3,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,04:00,238.0,P deg,8.9,P ms-1,10.7,P degC,0,R ugm-3,2,R ugm-3,3,R ugm-3,, ,, ,3,P ugm-3,, 
03-01-2014,05:00,235.1,P deg,7.8,P ms-1,9.6,P degC,0,R ugm-3,5,R ugm-3,5,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,06:00,226.7,P deg,8.0,P ms-1,9.3,P degC,2,R ugm-3,9,R ugm-3,12,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,07:00,221.7,P deg,9.3,P ms-1,9.2,P degC,3,R ugm-3,13,R ugm-3,18,R ugm-3,, ,, ,3,P ugm-3,, 
03-01-2014,08:00,223.6,P deg,11.1,P ms-1,9.3,P degC,3,R ugm-3,12,R ugm-3,16,R ugm-3,, ,, ,5,P ugm-3,, 
03-01-2014,09:00,224.8,P deg,11.8,P ms-1,9.8,P degC,3,R ugm-3,20,R ugm-3,25,R ugm-3,, ,, ,3,P ugm-3,, 
03-01-2014,10:00,231.1,P deg,12.5,P ms-1,10.0,P degC,9,R ugm-3,28,R ugm-3,42,R ugm-3,, ,, ,3,P ugm-3,, 
03-01-2014,11:00,240.1,P deg,11.7,P ms-1,10.0,P degC,7,R ugm-3,20,R ugm-3,31,R ugm-3,, ,, ,3,P ugm-3,, 
03-01-2014,12:00,238.9,P deg,11.8,P ms-1,10.3,P degC,6,R ugm-3,19,R ugm-3,28,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,13:00,238.5,P deg,11.9,P ms-1,10.1,P degC,4,R ugm-3,14,R ugm-3,20,R ugm-3,, ,, ,3,P ugm-3,, 
03-01-2014,14:00,235.2,P deg,11.1,P ms-1,9.5,P degC,4,R ugm-3,15,R ugm-3,21,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,15:00,239.9,P deg,11.8,P ms-1,8.8,P degC,4,R ugm-3,15,R ugm-3,21,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,16:00,241.5,P deg,11.7,P ms-1,8.6,P degC,10,R ugm-3,18,R ugm-3,33,R ugm-3,, ,, ,6,P ugm-3,, 
03-01-2014,17:00,245.4,P deg,11.3,P ms-1,8.4,P degC,2,R ugm-3,14,R ugm-3,18,R ugm-3,, ,, ,6,P ugm-3,, 
03-01-2014,18:00,246.9,P deg,11.0,P ms-1,8.2,P degC,3,R ugm-3,20,R ugm-3,25,R ugm-3,, ,, ,5,P ugm-3,, 
03-01-2014,19:00,249.2,P deg,11.0,P ms-1,7.8,P degC,2,R ugm-3,15,R ugm-3,18,R ugm-3,, ,, ,5,P ugm-3,, 
03-01-2014,20:00,249.7,P deg,10.4,P ms-1,7.7,P degC,2,R ugm-3,12,R ugm-3,15,R ugm-3,, ,, ,5,P ugm-3,, 
03-01-2014,21:00,245.8,P deg,10.4,P ms-1,7.5,P degC,1,R ugm-3,8,R ugm-3,9,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,22:00,243.0,P deg,9.9,P ms-1,7.7,P degC,1,R ugm-3,6,R ugm-3,7,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,23:00,239.2,P deg,9.2,P ms-1,8.1,P degC,0,R ugm-3,7,R ugm-3,8,R ugm-3,, ,, ,4,P ugm-3,, 
03-01-2014,24:00,233.8,P deg,9.0,P ms-1,8.3,P degC,0,R ugm-3,8,R ugm-3,9,R ugm-3,, ,, ,3,P ugm-3,, 
04-01-2014,01:00,227.6,P deg,9.3,P ms-1,7.4,P degC,0,R ugm-3,6,R ugm-3,7,R ugm-3,, ,, ,4,P ugm-3,, 
04-01-2014,02:00,221.2,P deg,9.1,P ms-1,8.0,P degC,0,R ugm-3,5,R ugm-3,5,R ugm-3,, ,, ,4,P ugm-3,, 
04-01-2014,03:00,212.5,P deg,9.5,P ms-1,8.4,P degC,0,R ugm-3,4,R ugm-3,4,R ugm-3,, ,, ,4,P ugm-3,, 
04-01-2014,04:00,207.1,P deg,9.5,P ms-1,8.5,P degC,0,R ugm-3,3,R ugm-3,4,R ugm-3,, ,, ,4,P ugm-3,, 
04-01-2014,05:00,198.2,P deg,10.8,P ms-1,8.9,P degC,0,R ugm-3,4,R ugm-3,4,R ugm-3,, ,, ,4,P ugm-3,, 
04-01-2014,06:00,200.1,P deg,12.5,P ms-1,9.2,P degC,3,R ugm-3,6,R ugm-3,10,R ugm-3,, ,, ,5,P ugm-3,, 
04-01-2014,07:00,197.6,P deg,13.1,P ms-1,9.2,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3,, ,, ,5,P ugm-3,, 
04-01-2014,08:00,197.5,P deg,13.7,P ms-1,9.2,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3,, ,, ,6,P ugm-3,, 
04-01-2014,09:00,196.2,P deg,13.3,P ms-1,9.1,P degC,2,R ugm-3,9,R ugm-3,12,R ugm-3,, ,, ,6,P ugm-3,, 
04-01-2014,10:00,201.6,P deg,14.0,P ms-1,9.6,P degC,2,R ugm-3,10,R ugm-3,13,R ugm-3,, ,, ,7,P ugm-3,, 
04-01-2014,11:00,206.5,P deg,12.7,P ms-1,9.8,P degC,3,R ugm-3,12,R ugm-3,16,R ugm-3,, ,, ,7,P ugm-3,, 
04-01-2014,12:00,212.2,P deg,11.1,P ms-1,9.7,P degC,3,R ugm-3,11,R ugm-3,15,R ugm-3,, ,, ,7,P ugm-3,, 
04-01-2014,13:00,222.2,P deg,9.0,P ms-1,9.6,P degC,3,R ugm-3,12,R ugm-3,16,R ugm-3,, ,, ,8,P ugm-3,, 
04-01-2014,14:00,241.7,P deg,6.6,P ms-1,9.5,P degC,3,R ugm-3,10,R ugm-3,14,R ugm-3,, ,, ,8,P ugm-3,, 
04-01-2014,15:00,249.1,P deg,5.1,P ms-1,9.1,P degC,3,R ugm-3,17,R ugm-3,22,R ugm-3,, ,, ,7,P ugm-3,, 
04-01-2014,16:00,262.8,P deg,5.2,P ms-1,8.5,P degC,4,R ugm-3,24,R ugm-3,30,R ugm-3,, ,, ,8,P ugm-3,, 
04-01-2014,17:00,267.1,P deg,4.9,P ms-1,8.0,P degC,2,R ugm-3,43,R ugm-3,46,R ugm-3,, ,, ,8,P ugm-3,, 
04-01-2014,18:00,263.7,P deg,5.4,P ms-1,7.4,P degC,9,R ugm-3,42,R ugm-3,56,R ugm-3,, ,, ,9,P ugm-3,, 
04-01-2014,19:00,257.5,P deg,5.0,P ms-1,7.0,P degC,3,R ugm-3,49,R ugm-3,52,R ugm-3,, ,, ,8,P ugm-3,, 
04-01-2014,20:00,249.1,P deg,4.9,P ms-1,6.4,P degC,2,R ugm-3,41,R ugm-3,44,R ugm-3,, ,, ,6,P ugm-3,, 
04-01-2014,21:00,244.0,P deg,4.6,P ms-1,5.8,P degC,3,R ugm-3,48,R ugm-3,53,R ugm-3,, ,, ,6,P ugm-3,, 
04-01-2014,22:00,232.5,P deg,5.2,P ms-1,5.1,P degC,1,R ugm-3,34,R ugm-3,36,R ugm-3,, ,, ,5,P ugm-3,, 
04-01-2014,23:00,216.6,P deg,5.3,P ms-1,4.8,P degC,1,R ugm-3,24,R ugm-3,25,R ugm-3,, ,, ,6,P ugm-3,, 
04-01-2014,24:00,210.5,P deg,7.0,P ms-1,5.3,P degC,1,R ugm-3,30,R ugm-3,32,R ugm-3,, ,, ,5,P ugm-3,, 
05-01-2014,01:00,256.5,P deg,4.6,P ms-1,2.7,P degC,4,R ugm-3,50,R ugm-3,56,R ugm-3,, ,, ,, ,, 
05-01-2014,02:00,255.1,P deg,4.4,P ms-1,2.6,P degC,2,R ugm-3,43,R ugm-3,46,R ugm-3,, ,, ,, ,, 
05-01-2014,03:00,253.4,P deg,4.2,P ms-1,2.3,P degC,6,R ugm-3,36,R ugm-3,45,R ugm-3,, ,, ,, ,, 
05-01-2014,04:00,258.5,P deg,4.0,P ms-1,2.1,P degC,1,R ugm-3,25,R ugm-3,26,R ugm-3,, ,, ,, ,, 
05-01-2014,05:00,258.1,P deg,3.9,P ms-1,2.0,P degC,1,R ugm-3,18,R ugm-3,18,R ugm-3,, ,, ,, ,, 
05-01-2014,06:00,250.8,P deg,3.8,P ms-1,1.8,P degC,1,R ugm-3,20,R ugm-3,22,R ugm-3,, ,, ,, ,, 
05-01-2014,07:00,251.5,P deg,3.9,P ms-1,1.8,P degC,1,R ugm-3,22,R ugm-3,24,R ugm-3,, ,, ,, ,, 
05-01-2014,08:00,248.2,P deg,3.6,P ms-1,1.6,P degC,3,R ugm-3,33,R ugm-3,37,R ugm-3,, ,, ,, ,, 
05-01-2014,09:00,229.3,P deg,3.8,P ms-1,1.9,P degC,5,R ugm-3,44,R ugm-3,52,R ugm-3,, ,, ,, ,, 
05-01-2014,10:00,227.2,P deg,4.8,P ms-1,4.0,P degC,14,R ugm-3,46,R ugm-3,69,R ugm-3,, ,, ,, ,, 
05-01-2014,11:00,215.8,P deg,4.4,P ms-1,5.8,P degC,11,R ugm-3,37,R ugm-3,53,R ugm-3,, ,, ,, ,, 
05-01-2014,12:00,189.0,P deg,5.0,P ms-1,6.5,P degC,7,R ugm-3,25,R ugm-3,36,R ugm-3,, ,, ,, ,, 
05-01-2014,13:00,203.5,P deg,7.0,P ms-1,7.3,P degC,5,R ugm-3,19,R ugm-3,26,R ugm-3,, ,, ,, ,, 
05-01-2014,14:00,207.6,P deg,7.8,P ms-1,7.6,P degC,4,R ugm-3,22,R ugm-3,28,R ugm-3,, ,, ,, ,, 
05-01-2014,15:00,198.6,P deg,8.2,P ms-1,7.3,P degC,3,R ugm-3,16,R ugm-3,21,R ugm-3,, ,, ,, ,, 
05-01-2014,16:00,186.5,P deg,9.5,P ms-1,7.5,P degC,3,R ugm-3,15,R ugm-3,19,R ugm-3,, ,, ,, ,, 
05-01-2014,17:00,186.1,P deg,10.7,P ms-1,7.7,P degC,2,R ugm-3,13,R ugm-3,16,R ugm-3,, ,, ,, ,, 
05-01-2014,18:00,195.2,P deg,12.5,P ms-1,8.2,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3,, ,, ,, ,, 
05-01-2014,19:00,196.8,P deg,11.5,P ms-1,8.8,P degC,2,R ugm-3,8,R ugm-3,10,R ugm-3,, ,, ,, ,, 
05-01-2014,20:00,207.5,P deg,10.6,P ms-1,10.0,P degC,1,R ugm-3,7,R ugm-3,8,R ugm-3,, ,, ,, ,, 
05-01-2014,21:00,212.0,P deg,11.2,P ms-1,11.0,P degC,0,R ugm-3,7,R ugm-3,7,R ugm-3,, ,, ,, ,, 
05-01-2014,22:00,217.1,P deg,11.4,P ms-1,11.8,P degC,0,R ugm-3,5,R ugm-3,6,R ugm-3,, ,, ,, ,, 
05-01-2014,23:00,221.3,P deg,11.6,P ms-1,12.6,P degC,0,R ugm-3,4,R ugm-3,5,R ugm-3,, ,, ,, ,, 
05-01-2014,24:00,223.6,P deg,11.1,P ms-1,12.9,P degC,0,R ugm-3,4,R ugm-3,4,R ugm-3,, ,, ,, ,, 
06-01-2014,01:00,222.9,P deg,12.0,P ms-1,12.3,P degC,0,R ugm-3,2,R ugm-3,3,R ugm-3,, ,, ,, ,, 
06-01-2014,02:00,226.0,P deg,11.9,P ms-1,12.5,P degC,0,R ugm-3,2,R ugm-3,2,R ugm-3,, ,, ,, ,, 
06-01-2014,03:00,227.6,P deg,11.9,P ms-1,12.6,P degC,1,R ugm-3,1,R ugm-3,2,R ugm-3,, ,, ,, ,, 
06-01-2014,04:00,228.3,P deg,12.0,P ms-1,12.6,P degC,2,R ugm-3,3,R ugm-3,6,R ugm-3,, ,, ,, ,, 
06-01-2014,05:00,227.9,P deg,11.9,P ms-1,12.4,P degC,3,R ugm-3,5,R ugm-3,10,R ugm-3,, ,, ,, ,, 
06-01-2014,06:00,227.8,P deg,11.8,P ms-1,12.3,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3,, ,, ,, ,, 
06-01-2014,07:00,227.1,P deg,12.2,P ms-1,12.2,P degC,3,R ugm-3,11,R ugm-3,16,R ugm-3,, ,, ,, ,, 
06-01-2014,08:00,228.4,P deg,12.4,P ms-1,11.6,P degC,2,R ugm-3,13,R ugm-3,17,R ugm-3,, ,, ,, ,, 
06-01-2014,09:00,230.2,P deg,12.2,P ms-1,11.5,P degC,3,R ugm-3,21,R ugm-3,26,R ugm-3,, ,, ,, ,, 
06-01-2014,10:00,231.2,P deg,12.0,P ms-1,11.6,P degC,16,R ugm-3,41,R ugm-3,64,R ugm-3,, ,, ,, ,, 
06-01-2014,11:00,231.6,P deg,11.4,P ms-1,12.0,P degC,7,R ugm-3,18,R ugm-3,28,R ugm-3,, ,, ,, ,, 
06-01-2014,12:00,231.5,P deg,11.5,P ms-1,12.1,P degC,6,R ugm-3,19,R ugm-3,28,R ugm-3,, ,, ,, ,, 
06-01-2014,13:00,231.0,P deg,11.2,P ms-1,11.9,P degC,5,R ugm-3,15,R ugm-3,22,R ugm-3,, ,, ,, ,, 
06-01-2014,14:00,227.9,P deg,11.0,P ms-1,11.4,P degC,4,R ugm-3,13,R ugm-3,19,R ugm-3,, ,, ,, ,, 
06-01-2014,15:00,228.9,P deg,11.5,P ms-1,10.8,P degC,5,R ugm-3,16,R ugm-3,24,R ugm-3,, ,, ,, ,, 
06-01-2014,16:00,227.8,P deg,11.6,P ms-1,10.2,P degC,8,R ugm-3,19,R ugm-3,30,R ugm-3,, ,, ,, ,, 
06-01-2014,17:00,226.6,P deg,12.0,P ms-1,10.0,P degC,3,R ugm-3,16,R ugm-3,21,R ugm-3,, ,, ,, ,, 
06-01-2014,18:00,227.0,P deg,12.1,P ms-1,9.9,P degC,3,R ugm-3,19,R ugm-3,25,R ugm-3,, ,, ,, ,, 
06-01-2014,19:00,226.8,P deg,12.2,P ms-1,9.8,P degC,3,R ugm-3,16,R ugm-3,20,R ugm-3,, ,, ,, ,, 
06-01-2014,20:00,227.2,P deg,12.7,P ms-1,9.8,P degC,2,R ugm-3,11,R ugm-3,13,R ugm-3,, ,, ,, ,, 
06-01-2014,21:00,229.4,P deg,11.4,P ms-1,9.8,P degC,1,R ugm-3,8,R ugm-3,10,R ugm-3,, ,, ,, ,, 
06-01-2014,22:00,229.7,P deg,11.8,P ms-1,10.2,P degC,1,R ugm-3,7,R ugm-3,9,R ugm-3,, ,, ,, ,, 
06-01-2014,23:00,230.5,P deg,12.4,P ms-1,10.2,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,, ,, ,, ,, 
06-01-2014,24:00,232.6,P deg,13.1,P ms-1,10.3,P degC,1,R ugm-3,4,R ugm-3,5,R ugm-3,, ,, ,, ,, 
07-01-2014,01:00,231.7,P deg,11.4,P ms-1,9.7,P degC,0,R ugm-3,4,R ugm-3,4,R ugm-3,, ,, ,, ,, 
07-01-2014,02:00,232.0,P deg,11.2,P ms-1,10.1,P degC,0,R ugm-3,2,R ugm-3,3,R ugm-3,, ,, ,, ,, 
07-01-2014,03:00,230.9,P deg,10.9,P ms-1,10.3,P degC,0,R ugm-3,2,R ugm-3,3,R ugm-3,, ,, ,, ,, 
07-01-2014,04:00,229.5,P deg,11.0,P ms-1,10.3,P degC,0,R ugm-3,3,R ugm-3,3,R ugm-3,, ,, ,, ,, 
07-01-2014,05:00,229.3,P deg,11.5,P ms-1,10.3,P degC,0,R ugm-3,5,R ugm-3,5,R ugm-3,, ,, ,, ,, 
