Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,Camden Kerbside,,,,,,,,,,,,,,,,,,,,London Bloomsbury,,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"Ozone",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Sulphur dioxide",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit
26-02-2014,10:00,19,R ugm-3 (TEOM FDMS),250.9,P deg,3.4,P ms-1,7.5,P degC,78,R ugm-3,75,R ugm-3,195,R ugm-3,11,R ugm-3 (TEOM FDMS),11,R ugm-3 (TEOM FDMS),-0,R ugm-3 (TEOM FDMS),23,R ugm-3 (TEOM FDMS),248.0,P deg,3.3,P ms-1,8.1,P degC,21,R ugm-3,57,R ugm-3,89,R ugm-3,9,R ugm-3 (TEOM FDMS),25,R ugm-3,9,R ugm-3 (TEOM FDMS),1,R ugm-3,-0,R ugm-3 (TEOM FDMS)
26-02-2014,11:00,16,R ugm-3 (TEOM FDMS),260.7,P deg,4.4,P ms-1,9.4,P degC,67,R ugm-3,68,R ugm-3,171,R ugm-3,12,R ugm-3 (TEOM FDMS),12,R ugm-3 (TEOM FDMS),-0,R ugm-3 (TEOM FDMS),24,R ugm-3 (TEOM FDMS),259.2,P deg,4.8,P ms-1,10.1,P degC,16,R ugm-3,49,R ugm-3,73,R ugm-3,11,R ugm-3 (TEOM FDMS),34,R ugm-3,10,R ugm-3 (TEOM FDMS),0,R ugm-3,-0,R ugm-3 (TEOM FDMS)
26-02-2014,12:00,17,R ugm-3 (TEOM FDMS),262.8,P deg,4.7,P ms-1,10.3,P degC,34,R ugm-3,54,R ugm-3,107,R ugm-3,7,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),26,R ugm-3 (TEOM FDMS),261.3,P deg,5.1,P ms-1,10.9,P degC,14,R ugm-3,52,R ugm-3,75,R ugm-3,10,R ugm-3 (TEOM FDMS),26,R ugm-3,12,R ugm-3 (TEOM FDMS),1,R ugm-3,2,R ugm-3 (TEOM FDMS)
26-02-2014,13:00,18,R ugm-3 (TEOM FDMS),255.7,P deg,4.7,P ms-1,11.0,P degC,36,R ugm-3,53,R ugm-3,109,R ugm-3,9,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),28,R ugm-3 (TEOM FDMS),259.4,P deg,5.2,P ms-1,11.3,P degC,11,R ugm-3,39,R ugm-3,56,R ugm-3,9,R ugm-3 (TEOM FDMS),29,R ugm-3,13,R ugm-3 (TEOM FDMS),0,R ugm-3,4,R ugm-3 (TEOM FDMS)
26-02-2014,14:00,17,R ugm-3 (TEOM FDMS),250.2,P deg,4.7,P ms-1,11.4,P degC,34,R ugm-3,51,R ugm-3,104,R ugm-3,8,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),23,R ugm-3 (TEOM FDMS),251.6,P deg,5.2,P ms-1,11.5,P degC,8,R ugm-3,33,R ugm-3,46,R ugm-3,9,R ugm-3 (TEOM FDMS),37,R ugm-3,10,R ugm-3 (TEOM FDMS),0,R ugm-3,0,R ugm-3 (TEOM FDMS)
26-02-2014,15:00,13,R ugm-3 (TEOM FDMS),252.0,P deg,4.8,P ms-1,11.2,P degC,33,R ugm-3,51,R ugm-3,102,R ugm-3,8,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),20,R ugm-3 (TEOM FDMS),252.9,P deg,5.1,P ms-1,11.4,P degC,8,R ugm-3,34,R ugm-3,46,R ugm-3,9,R ugm-3 (TEOM FDMS),40,R ugm-3,12,R ugm-3 (TEOM FDMS),0,R ugm-3,3,R ugm-3 (TEOM FDMS)
26-02-2014,16:00,15,R ugm-3 (TEOM FDMS),250.3,P deg,4.3,P ms-1,10.3,P degC,28,R ugm-3,45,R ugm-3,88,R ugm-3,6,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),18,R ugm-3 (TEOM FDMS),251.8,P deg,4.6,P ms-1,10.4,P degC,8,R ugm-3,42,R ugm-3,54,R ugm-3,7,R ugm-3 (TEOM FDMS),40,R ugm-3,9,R ugm-3 (TEOM FDMS),0,R ugm-3,2,R ugm-3 (TEOM FDMS)
26-02-2014,17:00,15,R ugm-3 (TEOM FDMS),245.0,P deg,3.7,P ms-1,8.7,P degC,53,R ugm-3,76,R ugm-3,157,R ugm-3,8,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),22,R ugm-3 (TEOM FDMS),247.0,P deg,4.0,P ms-1,8.8,P degC,5,R ugm-3,42,R ugm-3,51,R ugm-3,8,R ugm-3 (TEOM FDMS),40,R ugm-3,8,R ugm-3 (TEOM FDMS),0,R ugm-3,-0,R ugm-3 (TEOM FDMS)
26-02-2014,18:00,16,R ugm-3 (TEOM FDMS),232.6,P deg,3.5,P ms-1,7.4,P degC,47,R ugm-3,79,R ugm-3,151,R ugm-3,9,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),-0,R ugm-3 (TEOM FDMS),21,R ugm-3 (TEOM FDMS),235.5,P deg,3.6,P ms-1,7.6,P degC,9,R ugm-3,61,R ugm-3,75,R ugm-3,11,R ugm-3 (TEOM FDMS),23,R ugm-3,10,R ugm-3 (TEOM FDMS),1,R ugm-3,-0,R ugm-3 (TEOM FDMS)
26-02-2014,19:00,18,R ugm-3 (TEOM FDMS),223.2,P deg,3.8,P ms-1,6.7,P degC,80,R ugm-3,103,R ugm-3,225,R ugm-3,12,R ugm-3 (TEOM FDMS),12,R ugm-3 (TEOM FDMS),-0,R ugm-3 (TEOM FDMS),16,R ugm-3 (TEOM FDMS),226.3,P deg,3.9,P ms-1,6.8,P degC,5,R ugm-3,50,R ugm-3,57,R ugm-3,9,R ugm-3 (TEOM FDMS),30,R ugm-3,7,R ugm-3 (TEOM FDMS),0,R ugm-3,-2,R ugm-3 (TEOM FDMS)
26-02-2014,20:00,16,R ugm-3 (TEOM FDMS),224.4,P deg,4.3,P ms-1,6.3,P degC,74,R ugm-3,83,R ugm-3,197,R ugm-3,8,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),18,R ugm-3 (TEOM FDMS),228.4,P deg,4.4,P ms-1,6.4,P degC,7,R ugm-3,63,R ugm-3,74,R ugm-3,9,R ugm-3 (TEOM FDMS),18,R ugm-3,10,R ugm-3 (TEOM FDMS),0,R ugm-3,1,R ugm-3 (TEOM FDMS)
26-02-2014,21:00,18,R ugm-3 (TEOM FDMS),224.3,P deg,4.3,P ms-1,5.9,P degC,48,R ugm-3,74,R ugm-3,147,R ugm-3,9,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),24,R ugm-3 (TEOM FDMS),227.0,P deg,4.4,P ms-1,6.0,P degC,6,R ugm-3,63,R ugm-3,72,R ugm-3,11,R ugm-3 (TEOM FDMS),20,R ugm-3,13,R ugm-3 (TEOM FDMS),1,R ugm-3,1,R ugm-3 (TEOM FDMS)
26-02-2014,22:00,20,R ugm-3 (TEOM FDMS),220.1,P deg,4.3,P ms-1,5.7,P degC,33,R ugm-3,60,R ugm-3,110,R ugm-3,8,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),26,R ugm-3 (TEOM FDMS),222.1,P deg,4.4,P ms-1,5.8,P degC,5,R ugm-3,57,R ugm-3,65,R ugm-3,13,R ugm-3 (TEOM FDMS),23,R ugm-3,12,R ugm-3 (TEOM FDMS),1,R ugm-3,-0,R ugm-3 (TEOM FDMS)
26-02-2014,23:00,18,R ugm-3 (TEOM FDMS),217.4,P deg,4.6,P ms-1,5.7,P degC,29,R ugm-3,53,R ugm-3,97,R ugm-3,7,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),29,R ugm-3 (TEOM FDMS),220.7,P deg,4.7,P ms-1,5.9,P degC,4,R ugm-3,55,R ugm-3,62,R ugm-3,10,R ugm-3 (TEOM FDMS),24,R ugm-3,13,R ugm-3 (TEOM FDMS),1,R ugm-3,3,R ugm-3 (TEOM FDMS)
26-02-2014,24:00,14,R ugm-3 (TEOM FDMS),209.5,P deg,5.0,P ms-1,6.3,P degC,22,R ugm-3,54,R ugm-3,87,R ugm-3,5,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),29,R ugm-3 (TEOM FDMS),213.8,P deg,4.9,P ms-1,6.1,P degC,5,R ugm-3,53,R ugm-3,60,R ugm-3,7,R ugm-3 (TEOM FDMS),24,R ugm-3,11,R ugm-3 (TEOM FDMS),1,R ugm-3,4,R ugm-3 (TEOM FDMS)
27-02-2014,01:00,17,R ugm-3 (TEOM FDMS),204.3,P deg,5.8,P ms-1,6.1,P degC,19,R ugm-3,40,R ugm-3,69,R ugm-3,5,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),24,R ugm-3 (TEOM FDMS),207.3,P deg,5.7,P ms-1,6.1,P degC,2,R ugm-3,40,R ugm-3,43,R ugm-3,4,R ugm-3 (TEOM FDMS),35,R ugm-3,9,R ugm-3 (TEOM FDMS),2,R ugm-3,4,R ugm-3 (TEOM FDMS)
27-02-2014,02:00,15,R ugm-3 (TEOM FDMS),201.1,P deg,6.6,P ms-1,6.6,P degC,8,R ugm-3,27,R ugm-3,39,R ugm-3,3,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),21,R ugm-3 (TEOM FDMS),203.6,P deg,6.4,P ms-1,6.7,P degC,1,R ugm-3,25,R ugm-3,27,R ugm-3,4,R ugm-3 (TEOM FDMS),54,R ugm-3,7,R ugm-3 (TEOM FDMS),0,R ugm-3,3,R ugm-3 (TEOM FDMS)
27-02-2014,03:00,11,R ugm-3 (TEOM FDMS),202.5,P deg,7.1,P ms-1,6.8,P degC,5,R ugm-3,19,R ugm-3,26,R ugm-3,1,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),16,R ugm-3 (TEOM FDMS),204.1,P deg,6.9,P ms-1,7.0,P degC,1,R ugm-3,18,R ugm-3,20,R ugm-3,3,R ugm-3 (TEOM FDMS),58,R ugm-3,8,R ugm-3 (TEOM FDMS),0,R ugm-3,5,R ugm-3 (TEOM FDMS)
27-02-2014,04:00,12,R ugm-3 (TEOM FDMS),199.3,P deg,7.3,P ms-1,6.5,P degC,4,R ugm-3,16,R ugm-3,23,R ugm-3,2,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),15,R ugm-3 (TEOM FDMS),201.9,P deg,7.2,P ms-1,6.7,P degC,1,R ugm-3,15,R ugm-3,17,R ugm-3,1,R ugm-3 (TEOM FDMS),60,R ugm-3,5,R ugm-3 (TEOM FDMS),1,R ugm-3,4,R ugm-3 (TEOM FDMS)
27-02-2014,05:00,9,R ugm-3 (TEOM FDMS),194.5,P deg,7.6,P ms-1,6.9,P degC,7,R ugm-3,20,R ugm-3,31,R ugm-3,1,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),14,R ugm-3 (TEOM FDMS),195.8,P deg,7.4,P ms-1,7.0,P degC,1,R ugm-3,18,R ugm-3,20,R ugm-3,2,R ugm-3 (TEOM FDMS),59,R ugm-3,6,R ugm-3 (TEOM FDMS),1,R ugm-3,4,R ugm-3 (TEOM FDMS)
27-02-2014,06:00,8,R ugm-3 (TEOM FDMS),198.0,P deg,8.1,P ms-1,7.2,P degC,17,R ugm-3,32,R ugm-3,58,R ugm-3,1,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),197.2,P deg,7.9,P ms-1,7.2,P degC,1,R ugm-3,22,R ugm-3,24,R ugm-3,-0,R ugm-3 (TEOM FDMS),58,R ugm-3,5,R ugm-3 (TEOM FDMS),1,R ugm-3,5,R ugm-3 (TEOM FDMS)
27-02-2014,07:00,7,R ugm-3 (TEOM FDMS),202.8,P deg,7.8,P ms-1,7.6,P degC,27,R ugm-3,44,R ugm-3,85,R ugm-3,2,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),203.3,P deg,7.7,P ms-1,7.6,P degC,4,R ugm-3,34,R ugm-3,39,R ugm-3,1,R ugm-3 (TEOM FDMS),48,R ugm-3,4,R ugm-3 (TEOM FDMS),2,R ugm-3,3,R ugm-3 (TEOM FDMS)
27-02-2014,08:00,7,R ugm-3 (TEOM FDMS),216.0,P deg,5.7,P ms-1,8.0,P degC,44,R ugm-3,59,R ugm-3,127,R ugm-3,3,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),212.4,P deg,6.3,P ms-1,8.0,P degC,5,R ugm-3,47,R ugm-3,55,R ugm-3,2,R ugm-3 (TEOM FDMS),34,R ugm-3,5,R ugm-3 (TEOM FDMS),2,R ugm-3,2,R ugm-3 (TEOM FDMS)
27-02-2014,09:00,7,R ugm-3 (TEOM FDMS),297.2,P deg,5.3,P ms-1,9.1,P degC,25,R ugm-3,56,R ugm-3,94,R ugm-3,5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),281.0,P deg,5.6,P ms-1,9.0,P degC,12,R ugm-3,68,R ugm-3,86,R ugm-3,6,R ugm-3 (TEOM FDMS),25,R ugm-3,4,R ugm-3 (TEOM FDMS),2,R ugm-3,-2,R ugm-3 (TEOM FDMS)
27-02-2014,10:00,10,R ugm-3 (TEOM FDMS),297.8,P deg,6.4,P ms-1,10.2,P degC,22,R ugm-3,48,R ugm-3,82,R ugm-3,7,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS),18,R ugm-3 (TEOM FDMS),294.6,P deg,6.7,P ms-1,10.5,P degC,18,R ugm-3,75,R ugm-3,103,R ugm-3,10,R ugm-3 (TEOM FDMS),30,R ugm-3,10,R ugm-3 (TEOM FDMS),2,R ugm-3,1,R ugm-3 (TEOM FDMS)
27-02-2014,11:00,13,R ugm-3 (TEOM FDMS),297.3,P deg,6.2,P ms-1,10.5,P degC,15,R ugm-3,33,R ugm-3,56,R ugm-3,8,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),24,R ugm-3 (TEOM FDMS),294.4,P deg,6.7,P ms-1,10.8,P degC,18,R ugm-3,65,R ugm-3,93,R ugm-3,12,R ugm-3 (TEOM FDMS),42,R ugm-3,12,R ugm-3 (TEOM FDMS),2,R ugm-3,0,R ugm-3 (TEOM FDMS)
27-02-2014,12:00,9,R ugm-3 (TEOM FDMS),292.9,P deg,5.8,P ms-1,10.9,P degC,14,R ugm-3,31,R ugm-3,52,R ugm-3,5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS),24,R ugm-3 (TEOM FDMS),291.6,P deg,6.2,P ms-1,11.2,P degC,43,R ugm-3,80,R ugm-3,146,R ugm-3,10,R ugm-3 (TEOM FDMS),32,R ugm-3,12,R ugm-3 (TEOM FDMS),3,R ugm-3,2,R ugm-3 (TEOM FDMS)
27-02-2014,13:00,11,R ugm-3 (TEOM FDMS),286.8,P deg,5.4,P ms-1,11.2,P degC,16,R ugm-3,37,R ugm-3,62,R ugm-3,5,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),22,R ugm-3 (TEOM FDMS),286.5,P deg,5.8,P ms-1,11.4,P degC,33,R ugm-3,73,R ugm-3,124,R ugm-3,11,R ugm-3 (TEOM FDMS),38,R ugm-3,11,R ugm-3 (TEOM FDMS),3,R ugm-3,1,R ugm-3 (TEOM FDMS)
27-02-2014,14:00,13,R ugm-3 (TEOM FDMS),282.8,P deg,5.0,P ms-1,11.3,P degC,20,R ugm-3,34,R ugm-3,64,R ugm-3,5,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),21,R ugm-3 (TEOM FDMS),282.1,P deg,5.4,P ms-1,11.5,P degC,11,R ugm-3,52,R ugm-3,69,R ugm-3,8,R ugm-3 (TEOM FDMS),54,R ugm-3,9,R ugm-3 (TEOM FDMS),2,R ugm-3,2,R ugm-3 (TEOM FDMS)
27-02-2014,15:00,18,R ugm-3 (TEOM FDMS),276.3,P deg,4.6,P ms-1,11.0,P degC,21,R ugm-3,45,R ugm-3,77,R ugm-3,5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS),21,R ugm-3 (TEOM FDMS),275.6,P deg,5.0,P ms-1,11.2,P degC,14,R ugm-3,63,R ugm-3,85,R ugm-3,9,R ugm-3 (TEOM FDMS),43,R ugm-3,13,R ugm-3 (TEOM FDMS),3,R ugm-3,4,R ugm-3 (TEOM FDMS)
27-02-2014,16:00,15,R ugm-3 (TEOM FDMS),268.6,P deg,3.7,P ms-1,10.1,P degC,66,R ugm-3,78,R ugm-3,180,R ugm-3,11,R ugm-3 (TEOM FDMS),13,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),21,R ugm-3 (TEOM FDMS),270.6,P deg,4.1,P ms-1,10.2,P degC,9,R ugm-3,58,R ugm-3,72,R ugm-3,9,R ugm-3 (TEOM FDMS),35,R ugm-3,10,R ugm-3 (TEOM FDMS),3,R ugm-3,1,R ugm-3 (TEOM FDMS)
27-02-2014,17:00,13,R ugm-3 (TEOM FDMS),258.4,P deg,3.5,P ms-1,8.5,P degC,46,R ugm-3,90,R ugm-3,161,R ugm-3,7,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),19,R ugm-3 (TEOM FDMS),257.9,P deg,3.7,P ms-1,8.7,P degC,9,R ugm-3,63,R ugm-3,76,R ugm-3,8,R ugm-3 (TEOM FDMS),34,R ugm-3,9,R ugm-3 (TEOM FDMS),3,R ugm-3,1,R ugm-3 (TEOM FDMS)
27-02-2014,18:00,13,R ugm-3 (TEOM FDMS),252.2,P deg,3.6,P ms-1,7.2,P degC,77,R ugm-3,97,R ugm-3,215,R ugm-3,10,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS),16,R ugm-3 (TEOM FDMS),256.6,P deg,3.9,P ms-1,7.5,P degC,5,R ugm-3,54,R ugm-3,62,R ugm-3,10,R ugm-3 (TEOM FDMS),37,R ugm-3,11,R ugm-3 (TEOM FDMS),2,R ugm-3,1,R ugm-3 (TEOM FDMS)
27-02-2014,19:00,15,R ugm-3 (TEOM FDMS),247.2,P deg,3.3,P ms-1,6.4,P degC,89,R ugm-3,104,R ugm-3,241,R ugm-3,11,R ugm-3 (TEOM FDMS),12,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),14,R ugm-3 (TEOM FDMS),250.9,P deg,3.5,P ms-1,6.6,P degC,6,R ugm-3,63,R ugm-3,72,R ugm-3,8,R ugm-3 (TEOM FDMS),27,R ugm-3,8,R ugm-3 (TEOM FDMS),2,R ugm-3,1,R ugm-3 (TEOM FDMS)
27-02-2014,20:00,15,R ugm-3 (TEOM FDMS),225.9,P deg,3.0,P ms-1,5.5,P degC,48,R ugm-3,84,R ugm-3,157,R ugm-3,12,R ugm-3 (TEOM FDMS),14,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),14,R ugm-3 (TEOM FDMS),230.6,P deg,3.3,P ms-1,5.9,P degC,6,R ugm-3,72,R ugm-3,81,R ugm-3,8,R ugm-3 (TEOM FDMS),22,R ugm-3,9,R ugm-3 (TEOM FDMS),3,R ugm-3,1,R ugm-3 (TEOM FDMS)
27-02-2014,21:00,17,R ugm-3 (TEOM FDMS),237.8,P deg,3.1,P ms-1,4.7,P degC,56,R ugm-3,87,R ugm-3,172,R ugm-3,9,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS),15,R ugm-3 (TEOM FDMS),238.4,P deg,3.5,P ms-1,5.2,P degC,5,R ugm-3,65,R ugm-3,72,R ugm-3,9,R ugm-3 (TEOM FDMS),25,R ugm-3,12,R ugm-3 (TEOM FDMS),3,R ugm-3,4,R ugm-3 (TEOM FDMS)
27-02-2014,22:00,14,R ugm-3 (TEOM FDMS),241.5,P deg,3.8,P ms-1,4.6,P degC,45,R ugm-3,80,R ugm-3,150,R ugm-3,9,R ugm-3 (TEOM FDMS),13,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),13,R ugm-3 (TEOM FDMS),244.2,P deg,3.9,P ms-1,4.8,P degC,3,R ugm-3,57,R ugm-3,62,R ugm-3,7,R ugm-3 (TEOM FDMS),28,R ugm-3,10,R ugm-3 (TEOM FDMS),3,R ugm-3,3,R ugm-3 (TEOM FDMS)
27-02-2014,23:00,16,R ugm-3 (TEOM FDMS),237.6,P deg,3.8,P ms-1,4.4,P degC,45,R ugm-3,77,R ugm-3,146,R ugm-3,9,R ugm-3 (TEOM FDMS),13,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),11,R ugm-3 (TEOM FDMS),240.5,P deg,3.9,P ms-1,4.5,P degC,5,R ugm-3,64,R ugm-3,71,R ugm-3,7,R ugm-3 (TEOM FDMS),22,R ugm-3,10,R ugm-3 (TEOM FDMS),3,R ugm-3,3,R ugm-3 (TEOM FDMS)
27-02-2014,24:00,15,R ugm-3 (TEOM FDMS),217.9,P deg,3.1,P ms-1,3.7,P degC,58,R ugm-3,82,R ugm-3,172,R ugm-3,8,R ugm-3 (TEOM FDMS),12,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),218.3,P deg,3.0,P ms-1,3.8,P degC,5,R ugm-3,65,R ugm-3,72,R ugm-3,6,R ugm-3 (TEOM FDMS),19,R ugm-3,9,R ugm-3 (TEOM FDMS),3,R ugm-3,3,R ugm-3 (TEOM FDMS)
28-02-2014,01:00,11,R ugm-3 (TEOM FDMS),166.1,P deg,3.0,P ms-1,1.7,P degC,38,R ugm-3,71,R ugm-3,130,R ugm-3,6,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),12,R ugm-3 (TEOM FDMS),167.2,P deg,3.0,P ms-1,1.7,P degC,6,R ugm-3,60,R ugm-3,68,R ugm-3,7,R ugm-3 (TEOM FDMS),22,R ugm-3,11,R ugm-3 (TEOM FDMS),1,R ugm-3,4,R ugm-3 (TEOM FDMS)
28-02-2014,02:00,14,R ugm-3 (TEOM FDMS),149.4,P deg,2.0,P ms-1,2.2,P degC,23,R ugm-3,68,R ugm-3,103,R ugm-3,5,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS),13,R ugm-3 (TEOM FDMS),147.4,P deg,1.8,P ms-1,2.2,P degC,9,R ugm-3,64,R ugm-3,77,R ugm-3,5,R ugm-3 (TEOM FDMS),19,R ugm-3,11,R ugm-3 (TEOM FDMS),1,R ugm-3,5,R ugm-3 (TEOM FDMS)
28-02-2014,03:00,13,R ugm-3 (TEOM FDMS),135.3,P deg,2.8,P ms-1,2.5,P degC,26,R ugm-3,55,R ugm-3,95,R ugm-3,3,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),14,R ugm-3 (TEOM FDMS),130.8,P deg,2.9,P ms-1,2.2,P degC,4,R ugm-3,46,R ugm-3,52,R ugm-3,7,R ugm-3 (TEOM FDMS),31,R ugm-3,11,R ugm-3 (TEOM FDMS),1,R ugm-3,5,R ugm-3 (TEOM FDMS)
28-02-2014,04:00,13,R ugm-3 (TEOM FDMS),129.6,P deg,3.3,P ms-1,3.0,P degC,16,R ugm-3,48,R ugm-3,73,R ugm-3,5,R ugm-3 (TEOM FDMS),9,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS),14,R ugm-3 (TEOM FDMS),127.5,P deg,3.4,P ms-1,2.8,P degC,6,R ugm-3,43,R ugm-3,52,R ugm-3,5,R ugm-3 (TEOM FDMS),32,R ugm-3,9,R ugm-3 (TEOM FDMS),1,R ugm-3,3,R ugm-3 (TEOM FDMS)
28-02-2014,05:00,10,R ugm-3 (TEOM FDMS),123.6,P deg,3.6,P ms-1,4.1,P degC,15,R ugm-3,44,R ugm-3,67,R ugm-3,5,R ugm-3 (TEOM FDMS),8,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),14,R ugm-3 (TEOM FDMS),125.2,P deg,3.9,P ms-1,3.9,P degC,14,R ugm-3,55,R ugm-3,76,R ugm-3,4,R ugm-3 (TEOM FDMS),22,R ugm-3,7,R ugm-3 (TEOM FDMS),2,R ugm-3,3,R ugm-3 (TEOM FDMS)
28-02-2014,06:00,12,R ugm-3 (TEOM FDMS),127.3,P deg,4.3,P ms-1,4.9,P degC,33,R ugm-3,58,R ugm-3,108,R ugm-3,5,R ugm-3 (TEOM FDMS),7,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS),12,R ugm-3 (TEOM FDMS),124.9,P deg,4.4,P ms-1,4.9,P degC,14,R ugm-3,59,R ugm-3,80,R ugm-3,4,R ugm-3 (TEOM FDMS),20,R ugm-3,7,R ugm-3 (TEOM FDMS),2,R ugm-3,3,R ugm-3 (TEOM FDMS)
28-02-2014,07:00,15,R ugm-3 (TEOM FDMS),117.0,P deg,5.3,P ms-1,5.2,P degC,85,R ugm-3,85,R ugm-3,215,R ugm-3,7,R ugm-3 (TEOM FDMS),10,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS),11,R ugm-3 (TEOM FDMS),117.8,P deg,5.5,P ms-1,5.2,P degC,21,R ugm-3,67,R ugm-3,99,R ugm-3,4,R ugm-3 (TEOM FDMS),16,R ugm-3,8,R ugm-3 (TEOM FDMS),2,R ugm-3,3,R ugm-3 (TEOM FDMS)
