Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,London Hillingdon,,,,,,,,,,,,,,London Harlington,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Ozone",status/unit,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"Ozone",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit
13-01-2014,18:00,198.5,P deg,8.5,P ms-1,7.7,P degC,52,R ugm-3,95,R ugm-3,175,R ugm-3,17,R ugm-3,12,R ugm-3 (TEOM FDMS),198.5,P deg,8.5,P ms-1,7.7,P degC,12,R ugm-3,56,R ugm-3,75,R ugm-3,4,R ugm-3 (TEOM FDMS),30,R ugm-3,7,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
13-01-2014,19:00,201.2,P deg,8.5,P ms-1,7.8,P degC,91,R ugm-3,119,R ugm-3,259,R ugm-3,5,R ugm-3,16,R ugm-3 (TEOM FDMS),201.2,P deg,8.5,P ms-1,7.8,P degC,17,R ugm-3,71,R ugm-3,97,R ugm-3,3,R ugm-3 (TEOM FDMS),19,R ugm-3,7,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
13-01-2014,20:00,202.7,P deg,7.9,P ms-1,7.9,P degC,90,R ugm-3,125,R ugm-3,264,R ugm-3,4,R ugm-3,12,R ugm-3 (TEOM FDMS),202.7,P deg,7.9,P ms-1,7.9,P degC,22,R ugm-3,75,R ugm-3,109,R ugm-3,7,R ugm-3 (TEOM FDMS),12,R ugm-3,10,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
13-01-2014,21:00,201.6,P deg,7.4,P ms-1,7.8,P degC,41,R ugm-3,88,R ugm-3,152,R ugm-3,16,R ugm-3,11,R ugm-3 (TEOM FDMS),201.6,P deg,7.4,P ms-1,7.8,P degC,6,R ugm-3,51,R ugm-3,61,R ugm-3,6,R ugm-3 (TEOM FDMS),33,R ugm-3,8,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
13-01-2014,22:00,207.6,P deg,6.4,P ms-1,7.6,P degC,48,R ugm-3,103,R ugm-3,177,R ugm-3,8,R ugm-3,11,R ugm-3 (TEOM FDMS),207.6,P deg,6.4,P ms-1,7.6,P degC,12,R ugm-3,68,R ugm-3,87,R ugm-3,5,R ugm-3 (TEOM FDMS),19,R ugm-3,9,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
13-01-2014,23:00,215.7,P deg,5.3,P ms-1,7.4,P degC,34,R ugm-3,85,R ugm-3,136,R ugm-3,12,R ugm-3,13,R ugm-3 (TEOM FDMS),215.7,P deg,5.3,P ms-1,7.4,P degC,16,R ugm-3,61,R ugm-3,86,R ugm-3,3,R ugm-3 (TEOM FDMS),19,R ugm-3,3,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS)
13-01-2014,24:00,224.4,P deg,4.0,P ms-1,7.0,P degC,16,R ugm-3,58,R ugm-3,84,R ugm-3,21,R ugm-3,11,R ugm-3 (TEOM FDMS),224.4,P deg,4.0,P ms-1,7.0,P degC,2,R ugm-3,28,R ugm-3,31,R ugm-3,5,R ugm-3 (TEOM FDMS),43,R ugm-3,6,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
14-01-2014,01:00,225.9,P deg,3.0,P ms-1,3.4,P degC,14,R ugm-3,52,R ugm-3,74,R ugm-3,21,R ugm-3,10,R ugm-3 (TEOM FDMS),225.9,P deg,3.0,P ms-1,3.4,P degC,1,R ugm-3,21,R ugm-3,22,R ugm-3,4,R ugm-3 (TEOM FDMS),45,R ugm-3,7,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
14-01-2014,02:00,251.5,P deg,3.1,P ms-1,3.2,P degC,11,R ugm-3,56,R ugm-3,74,R ugm-3,17,R ugm-3,7,R ugm-3 (TEOM FDMS),251.5,P deg,3.1,P ms-1,3.2,P degC,1,R ugm-3,15,R ugm-3,16,R ugm-3,3,R ugm-3 (TEOM FDMS),48,R ugm-3,5,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,03:00,274.6,P deg,3.6,P ms-1,2.5,P degC,6,R ugm-3,45,R ugm-3,54,R ugm-3,25,R ugm-3,9,R ugm-3 (TEOM FDMS),274.6,P deg,3.6,P ms-1,2.5,P degC,1,R ugm-3,6,R ugm-3,7,R ugm-3,1,R ugm-3 (TEOM FDMS),55,R ugm-3,2,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
14-01-2014,04:00,294.0,P deg,4.0,P ms-1,1.6,P degC,2,R ugm-3,28,R ugm-3,31,R ugm-3,34,R ugm-3,8,R ugm-3 (TEOM FDMS),294.0,P deg,4.0,P ms-1,1.6,P degC,2,R ugm-3,20,R ugm-3,22,R ugm-3,7,R ugm-3 (TEOM FDMS),38,R ugm-3,8,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,05:00,302.7,P deg,4.3,P ms-1,1.2,P degC,8,R ugm-3,53,R ugm-3,66,R ugm-3,14,R ugm-3,11,R ugm-3 (TEOM FDMS),302.7,P deg,4.3,P ms-1,1.2,P degC,1,R ugm-3,27,R ugm-3,29,R ugm-3,8,R ugm-3 (TEOM FDMS),28,R ugm-3,11,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
14-01-2014,06:00,309.0,P deg,4.4,P ms-1,0.7,P degC,4,R ugm-3,46,R ugm-3,51,R ugm-3,13,R ugm-3,24,R ugm-3 (TEOM FDMS),309.0,P deg,4.4,P ms-1,0.7,P degC,16,R ugm-3,52,R ugm-3,75,R ugm-3,11,R ugm-3 (TEOM FDMS),6,R ugm-3,24,R ugm-3 (TEOM FDMS),13,R ugm-3 (TEOM FDMS)
14-01-2014,07:00,307.1,P deg,4.4,P ms-1,0.3,P degC,19,R ugm-3,62,R ugm-3,91,R ugm-3,2,R ugm-3,19,R ugm-3 (TEOM FDMS),307.1,P deg,4.4,P ms-1,0.3,P degC,33,R ugm-3,66,R ugm-3,117,R ugm-3,13,R ugm-3 (TEOM FDMS),-0,R ugm-3,19,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
14-01-2014,08:00,305.2,P deg,4.2,P ms-1,0.3,P degC,66,R ugm-3,85,R ugm-3,186,R ugm-3,1,R ugm-3,14,R ugm-3 (TEOM FDMS),305.2,P deg,4.2,P ms-1,0.3,P degC,53,R ugm-3,71,R ugm-3,152,R ugm-3,12,R ugm-3 (TEOM FDMS),-0,R ugm-3,14,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,09:00,300.5,P deg,4.0,P ms-1,0.8,P degC,154,R ugm-3,114,R ugm-3,350,R ugm-3,1,R ugm-3,15,R ugm-3 (TEOM FDMS),300.5,P deg,4.0,P ms-1,0.8,P degC,42,R ugm-3,60,R ugm-3,124,R ugm-3,14,R ugm-3 (TEOM FDMS),2,R ugm-3,15,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,10:00,293.6,P deg,3.3,P ms-1,1.9,P degC,52,R ugm-3,71,R ugm-3,151,R ugm-3,6,R ugm-3,16,R ugm-3 (TEOM FDMS),293.6,P deg,3.3,P ms-1,1.9,P degC,55,R ugm-3,64,R ugm-3,148,R ugm-3,11,R ugm-3 (TEOM FDMS),7,R ugm-3,13,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,11:00,289.5,P deg,3.6,P ms-1,3.1,P degC,27,R ugm-3,55,R ugm-3,95,R ugm-3,15,R ugm-3,15,R ugm-3 (TEOM FDMS),289.5,P deg,3.6,P ms-1,3.1,P degC,30,R ugm-3,48,R ugm-3,95,R ugm-3,8,R ugm-3 (TEOM FDMS),18,R ugm-3,10,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,12:00,291.5,P deg,3.6,P ms-1,4.2,P degC,25,R ugm-3,53,R ugm-3,91,R ugm-3,20,R ugm-3,18,R ugm-3 (TEOM FDMS),291.5,P deg,3.6,P ms-1,4.2,P degC,20,R ugm-3,38,R ugm-3,69,R ugm-3,10,R ugm-3 (TEOM FDMS),27,R ugm-3,12,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,13:00,289.2,P deg,3.8,P ms-1,5.0,P degC,15,R ugm-3,40,R ugm-3,62,R ugm-3,30,R ugm-3,17,R ugm-3 (TEOM FDMS),289.2,P deg,3.8,P ms-1,5.0,P degC,12,R ugm-3,29,R ugm-3,48,R ugm-3,2,R ugm-3 (TEOM FDMS),36,R ugm-3,6,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
14-01-2014,14:00,277.1,P deg,3.8,P ms-1,5.4,P degC,5,R ugm-3,24,R ugm-3,31,R ugm-3,45,R ugm-3,14,R ugm-3 (TEOM FDMS),277.1,P deg,3.8,P ms-1,5.4,P degC,11,R ugm-3,29,R ugm-3,47,R ugm-3,4,R ugm-3 (TEOM FDMS),40,R ugm-3,7,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
14-01-2014,15:00,256.6,P deg,3.3,P ms-1,5.1,P degC,8,R ugm-3,38,R ugm-3,51,R ugm-3,37,R ugm-3,13,R ugm-3 (TEOM FDMS),256.6,P deg,3.3,P ms-1,5.1,P degC,6,R ugm-3,26,R ugm-3,35,R ugm-3,5,R ugm-3 (TEOM FDMS),43,R ugm-3,9,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
14-01-2014,16:00,242.1,P deg,4.0,P ms-1,4.1,P degC,121,R ugm-3,125,R ugm-3,311,R ugm-3,4,R ugm-3,14,R ugm-3 (TEOM FDMS),242.1,P deg,4.0,P ms-1,4.1,P degC,19,R ugm-3,56,R ugm-3,85,R ugm-3,11,R ugm-3 (TEOM FDMS),15,R ugm-3,13,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
14-01-2014,17:00,233.5,P deg,4.2,P ms-1,3.4,P degC,138,R ugm-3,129,R ugm-3,340,R ugm-3,2,R ugm-3,23,R ugm-3 (TEOM FDMS),233.5,P deg,4.2,P ms-1,3.4,P degC,35,R ugm-3,74,R ugm-3,127,R ugm-3,12,R ugm-3 (TEOM FDMS),4,R ugm-3,15,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
14-01-2014,18:00,210.0,P deg,4.0,P ms-1,3.3,P degC,155,R ugm-3,135,R ugm-3,373,R ugm-3,2,R ugm-3,32,R ugm-3 (TEOM FDMS),210.0,P deg,4.0,P ms-1,3.3,P degC,38,R ugm-3,79,R ugm-3,137,R ugm-3,20,R ugm-3 (TEOM FDMS),2,R ugm-3,24,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
14-01-2014,19:00,196.8,P deg,4.0,P ms-1,3.7,P degC,136,R ugm-3,126,R ugm-3,334,R ugm-3,2,R ugm-3,26,R ugm-3 (TEOM FDMS),196.8,P deg,4.0,P ms-1,3.7,P degC,77,R ugm-3,86,R ugm-3,203,R ugm-3,16,R ugm-3 (TEOM FDMS),0,R ugm-3,22,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
14-01-2014,20:00,196.3,P deg,4.8,P ms-1,4.4,P degC,96,R ugm-3,111,R ugm-3,259,R ugm-3,2,R ugm-3,22,R ugm-3 (TEOM FDMS),196.3,P deg,4.8,P ms-1,4.4,P degC,50,R ugm-3,78,R ugm-3,154,R ugm-3,12,R ugm-3 (TEOM FDMS),3,R ugm-3,15,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
14-01-2014,21:00,194.6,P deg,5.7,P ms-1,5.0,P degC,75,R ugm-3,103,R ugm-3,219,R ugm-3,4,R ugm-3,19,R ugm-3 (TEOM FDMS),194.6,P deg,5.7,P ms-1,5.0,P degC,39,R ugm-3,75,R ugm-3,134,R ugm-3,10,R ugm-3 (TEOM FDMS),5,R ugm-3,14,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
14-01-2014,22:00,202.3,P deg,6.3,P ms-1,5.8,P degC,85,R ugm-3,107,R ugm-3,237,R ugm-3,2,R ugm-3,17,R ugm-3 (TEOM FDMS),202.3,P deg,6.3,P ms-1,5.8,P degC,25,R ugm-3,64,R ugm-3,102,R ugm-3,9,R ugm-3 (TEOM FDMS),12,R ugm-3,15,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
14-01-2014,23:00,206.1,P deg,7.2,P ms-1,6.5,P degC,66,R ugm-3,97,R ugm-3,198,R ugm-3,3,R ugm-3,9,R ugm-3 (TEOM FDMS),206.1,P deg,7.2,P ms-1,6.5,P degC,17,R ugm-3,57,R ugm-3,83,R ugm-3,2,R ugm-3 (TEOM FDMS),17,R ugm-3,3,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
14-01-2014,24:00,200.3,P deg,7.8,P ms-1,6.7,P degC,23,R ugm-3,54,R ugm-3,89,R ugm-3,25,R ugm-3,5,R ugm-3 (TEOM FDMS),200.3,P deg,7.8,P ms-1,6.7,P degC,8,R ugm-3,31,R ugm-3,43,R ugm-3,-1,R ugm-3 (TEOM FDMS),39,R ugm-3,2,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
15-01-2014,01:00,197.4,P deg,9.0,P ms-1,7.1,P degC,8,R ugm-3,25,R ugm-3,38,R ugm-3,44,R ugm-3,4,R ugm-3 (TEOM FDMS),197.4,P deg,9.0,P ms-1,7.1,P degC,2,R ugm-3,14,R ugm-3,17,R ugm-3,0,R ugm-3 (TEOM FDMS),55,R ugm-3,4,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
15-01-2014,02:00,200.6,P deg,8.3,P ms-1,7.8,P degC,9,R ugm-3,29,R ugm-3,44,R ugm-3,41,R ugm-3,2,R ugm-3 (TEOM FDMS),200.6,P deg,8.3,P ms-1,7.8,P degC,1,R ugm-3,9,R ugm-3,11,R ugm-3,-1,R ugm-3 (TEOM FDMS),56,R ugm-3,0,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
15-01-2014,03:00,210.3,P deg,7.0,P ms-1,8.5,P degC,9,R ugm-3,29,R ugm-3,43,R ugm-3,34,R ugm-3,3,R ugm-3 (TEOM FDMS),210.3,P deg,7.0,P ms-1,8.5,P degC,4,R ugm-3,21,R ugm-3,26,R ugm-3,1,R ugm-3 (TEOM FDMS),39,R ugm-3,3,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
15-01-2014,04:00,231.7,P deg,6.2,P ms-1,9.2,P degC,13,R ugm-3,38,R ugm-3,57,R ugm-3,25,R ugm-3,5,R ugm-3 (TEOM FDMS),231.7,P deg,6.2,P ms-1,9.2,P degC,1,R ugm-3,9,R ugm-3,10,R ugm-3,0,R ugm-3 (TEOM FDMS),48,R ugm-3,2,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
15-01-2014,05:00,236.8,P deg,6.6,P ms-1,9.6,P degC,19,R ugm-3,46,R ugm-3,75,R ugm-3,19,R ugm-3,9,R ugm-3 (TEOM FDMS),236.8,P deg,6.6,P ms-1,9.6,P degC,0,R ugm-3,13,R ugm-3,14,R ugm-3,3,R ugm-3 (TEOM FDMS),44,R ugm-3,3,R ugm-3 (TEOM FDMS),0.000000,R ugm-3 (TEOM FDMS)
15-01-2014,06:00,232.5,P deg,7.2,P ms-1,9.9,P degC,45,R ugm-3,78,R ugm-3,148,R ugm-3,10,R ugm-3,11,R ugm-3 (TEOM FDMS),232.5,P deg,7.2,P ms-1,9.9,P degC,1,R ugm-3,26,R ugm-3,28,R ugm-3,5,R ugm-3 (TEOM FDMS),36,R ugm-3,7,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
15-01-2014,07:00,230.6,P deg,7.4,P ms-1,10.1,P degC,93,R ugm-3,112,R ugm-3,255,R ugm-3,4,R ugm-3,16,R ugm-3 (TEOM FDMS),230.6,P deg,7.4,P ms-1,10.1,P degC,3,R ugm-3,45,R ugm-3,49,R ugm-3,7,R ugm-3 (TEOM FDMS),28,R ugm-3,12,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
15-01-2014,08:00,229.4,P deg,7.7,P ms-1,10.1,P degC,110,R ugm-3,128,R ugm-3,297,R ugm-3,3,R ugm-3,20,R ugm-3 (TEOM FDMS),229.4,P deg,7.7,P ms-1,10.1,P degC,8,R ugm-3,62,R ugm-3,74,R ugm-3,8,R ugm-3 (TEOM FDMS),15,R ugm-3,13,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
15-01-2014,09:00,228.9,P deg,7.9,P ms-1,10.2,P degC,125,R ugm-3,130,R ugm-3,322,R ugm-3,3,R ugm-3,23,R ugm-3 (TEOM FDMS),228.9,P deg,7.9,P ms-1,10.2,P degC,9,R ugm-3,60,R ugm-3,74,R ugm-3,9,R ugm-3 (TEOM FDMS),17,R ugm-3,12,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
15-01-2014,10:00,228.2,P deg,8.2,P ms-1,10.3,P degC,97,R ugm-3,116,R ugm-3,264,R ugm-3,6,R ugm-3,21,R ugm-3 (TEOM FDMS),228.2,P deg,8.2,P ms-1,10.3,P degC,10,R ugm-3,55,R ugm-3,71,R ugm-3,10,R ugm-3 (TEOM FDMS),22,R ugm-3,12,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
15-01-2014,11:00,224.5,P deg,8.5,P ms-1,10.4,P degC,77,R ugm-3,106,R ugm-3,225,R ugm-3,7,R ugm-3,16,R ugm-3 (TEOM FDMS),224.5,P deg,8.5,P ms-1,10.4,P degC,10,R ugm-3,55,R ugm-3,71,R ugm-3,4,R ugm-3 (TEOM FDMS),21,R ugm-3,7,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
15-01-2014,12:00,221.8,P deg,8.9,P ms-1,10.5,P degC,88,R ugm-3,110,R ugm-3,244,R ugm-3,7,R ugm-3,17,R ugm-3 (TEOM FDMS),221.8,P deg,8.9,P ms-1,10.5,P degC,19,R ugm-3,60,R ugm-3,89,R ugm-3,7,R ugm-3 (TEOM FDMS),18,R ugm-3,10,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
15-01-2014,13:00,219.1,P deg,9.2,P ms-1,10.4,P degC,70,R ugm-3,104,R ugm-3,210,R ugm-3,10,R ugm-3,14,R ugm-3 (TEOM FDMS),219.1,P deg,9.2,P ms-1,10.4,P degC,10,R ugm-3,54,R ugm-3,70,R ugm-3,5,R ugm-3 (TEOM FDMS),23,R ugm-3,8,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
15-01-2014,14:00,216.2,P deg,9.2,P ms-1,10.3,P degC,63,R ugm-3,101,R ugm-3,198,R ugm-3,11,R ugm-3,12,R ugm-3 (TEOM FDMS),216.2,P deg,9.2,P ms-1,10.3,P degC,8,R ugm-3,52,R ugm-3,63,R ugm-3,5,R ugm-3 (TEOM FDMS),25,R ugm-3,7,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
15-01-2014,15:00,213.9,P deg,9.3,P ms-1,10.3,P degC,63,R ugm-3,103,R ugm-3,200,R ugm-3,11,R ugm-3,14,R ugm-3 (TEOM FDMS),213.9,P deg,9.3,P ms-1,10.3,P degC,5,R ugm-3,45,R ugm-3,52,R ugm-3,5,R ugm-3 (TEOM FDMS),34,R ugm-3,8,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
15-01-2014,16:00,212.5,P deg,9.3,P ms-1,10.3,P degC,70,R ugm-3,109,R ugm-3,217,R ugm-3,10,R ugm-3,17,R ugm-3 (TEOM FDMS),212.5,P deg,9.3,P ms-1,10.3,P degC,17,R ugm-3,61,R ugm-3,87,R ugm-3,6,R ugm-3 (TEOM FDMS),20,R ugm-3,9,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
15-01-2014,17:00,208.9,P deg,9.2,P ms-1,10.4,P degC,94,R ugm-3,118,R ugm-3,263,R ugm-3,6,R ugm-3,15,R ugm-3 (TEOM FDMS),208.9,P deg,9.2,P ms-1,10.4,P degC,14,R ugm-3,63,R ugm-3,84,R ugm-3,7,R ugm-3 (TEOM FDMS),17,R ugm-3,12,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
15-01-2014,18:00,206.6,P deg,9.2,P ms-1,10.4,P degC,103,R ugm-3,125,R ugm-3,283,R ugm-3,5,R ugm-3,14,R ugm-3 (TEOM FDMS),206.6,P deg,9.2,P ms-1,10.4,P degC,17,R ugm-3,63,R ugm-3,89,R ugm-3,7,R ugm-3 (TEOM FDMS),16,R ugm-3,11,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
15-01-2014,19:00,202.6,P deg,9.2,P ms-1,10.3,P degC,91,R ugm-3,116,R ugm-3,255,R ugm-3,7,R ugm-3,14,R ugm-3 (TEOM FDMS),202.6,P deg,9.2,P ms-1,10.3,P degC,16,R ugm-3,60,R ugm-3,85,R ugm-3,7,R ugm-3 (TEOM FDMS),23,R ugm-3,11,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
15-01-2014,20:00,200.7,P deg,9.9,P ms-1,10.3,P degC,66,R ugm-3,99,R ugm-3,200,R ugm-3,9,R ugm-3,12,R ugm-3 (TEOM FDMS),200.7,P deg,9.9,P ms-1,10.3,P degC,18,R ugm-3,58,R ugm-3,85,R ugm-3,5,R ugm-3 (TEOM FDMS),20,R ugm-3,10,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
15-01-2014,21:00,198.5,P deg,10.4,P ms-1,10.2,P degC,40,R ugm-3,83,R ugm-3,144,R ugm-3,13,R ugm-3,10,R ugm-3 (TEOM FDMS),198.5,P deg,10.4,P ms-1,10.2,P degC,19,R ugm-3,54,R ugm-3,84,R ugm-3,3,R ugm-3 (TEOM FDMS),25,R ugm-3,9,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
15-01-2014,22:00,200.8,P deg,10.5,P ms-1,10.2,P degC,31,R ugm-3,75,R ugm-3,122,R ugm-3,16,R ugm-3,10,R ugm-3 (TEOM FDMS),200.8,P deg,10.5,P ms-1,10.2,P degC,21,R ugm-3,55,R ugm-3,87,R ugm-3,6,R ugm-3 (TEOM FDMS),22,R ugm-3,8,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
15-01-2014,23:00,203.5,P deg,10.4,P ms-1,10.2,P degC,24,R ugm-3,62,R ugm-3,98,R ugm-3,21,R ugm-3,9,R ugm-3 (TEOM FDMS),203.5,P deg,10.4,P ms-1,10.2,P degC,13,R ugm-3,44,R ugm-3,64,R ugm-3,1,R ugm-3 (TEOM FDMS),31,R ugm-3,7,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
15-01-2014,24:00,210.9,P deg,10.4,P ms-1,10.3,P degC,14,R ugm-3,39,R ugm-3,60,R ugm-3,35,R ugm-3,6,R ugm-3 (TEOM FDMS),210.9,P deg,10.4,P ms-1,10.3,P degC,4,R ugm-3,16,R ugm-3,22,R ugm-3,3,R ugm-3 (TEOM FDMS),55,R ugm-3,6,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
16-01-2014,01:00,210.7,P deg,8.8,P ms-1,9.9,P degC,9,R ugm-3,33,R ugm-3,47,R ugm-3,40,R ugm-3,10,R ugm-3 (TEOM FDMS),210.7,P deg,8.8,P ms-1,9.9,P degC,1,R ugm-3,4,R ugm-3,5,R ugm-3,4,R ugm-3 (TEOM FDMS),65,R ugm-3,4,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
16-01-2014,02:00,215.7,P deg,8.6,P ms-1,9.6,P degC,6,R ugm-3,31,R ugm-3,41,R ugm-3,45,R ugm-3,9,R ugm-3 (TEOM FDMS),215.7,P deg,8.6,P ms-1,9.6,P degC,0,R ugm-3,6,R ugm-3,7,R ugm-3,2,R ugm-3 (TEOM FDMS),63,R ugm-3,4,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
16-01-2014,03:00,220.8,P deg,8.0,P ms-1,9.1,P degC,5,R ugm-3,25,R ugm-3,33,R ugm-3,44,R ugm-3,14,R ugm-3 (TEOM FDMS),220.8,P deg,8.0,P ms-1,9.1,P degC,0,R ugm-3,8,R ugm-3,9,R ugm-3,3,R ugm-3 (TEOM FDMS),59,R ugm-3,5,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
16-01-2014,04:00,221.2,P deg,7.8,P ms-1,8.5,P degC,8,R ugm-3,33,R ugm-3,45,R ugm-3,37,R ugm-3,10,R ugm-3 (TEOM FDMS),221.2,P deg,7.8,P ms-1,8.5,P degC,0,R ugm-3,8,R ugm-3,9,R ugm-3,2,R ugm-3 (TEOM FDMS),57,R ugm-3,5,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
16-01-2014,05:00,222.3,P deg,7.6,P ms-1,8.3,P degC,16,R ugm-3,45,R ugm-3,70,R ugm-3,27,R ugm-3,9,R ugm-3 (TEOM FDMS),222.3,P deg,7.6,P ms-1,8.3,P degC,4,R ugm-3,23,R ugm-3,29,R ugm-3,4,R ugm-3 (TEOM FDMS),40,R ugm-3,6,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
16-01-2014,06:00,218.5,P deg,7.2,P ms-1,8.2,P degC,39,R ugm-3,71,R ugm-3,131,R ugm-3,16,R ugm-3,12,R ugm-3 (TEOM FDMS),218.5,P deg,7.2,P ms-1,8.2,P degC,3,R ugm-3,26,R ugm-3,30,R ugm-3,3,R ugm-3 (TEOM FDMS),39,R ugm-3,7,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
16-01-2014,07:00,213.5,P deg,7.2,P ms-1,8.3,P degC,117,R ugm-3,120,R ugm-3,300,R ugm-3,3,R ugm-3,11,R ugm-3 (TEOM FDMS),213.5,P deg,7.2,P ms-1,8.3,P degC,4,R ugm-3,44,R ugm-3,49,R ugm-3,3,R ugm-3 (TEOM FDMS),22,R ugm-3,3,R ugm-3 (TEOM FDMS),-0,R ugm-3 (TEOM FDMS)
16-01-2014,08:00,205.9,P deg,7.7,P ms-1,8.2,P degC,156,R ugm-3,136,R ugm-3,375,R ugm-3,2,R ugm-3,15,R ugm-3 (TEOM FDMS),205.9,P deg,7.7,P ms-1,8.2,P degC,20,R ugm-3,69,R ugm-3,100,R ugm-3,6,R ugm-3 (TEOM FDMS),3,R ugm-3,9,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
