Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,London Hillingdon,,,,,,,,,,,,,,London Harlington,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Ozone",status/unit,"PM10 particulate matter (Hourly measured)",status/unit,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"Ozone",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit

01-01-2014,01:00,212.8,P deg,10.0,P ms-1,7.1,P degC,6,R ugm-3,20,R ugm-3,28,R ugm-3,59,R ugm-3,, ,212.8,P deg,10.0,P ms-1,7.1,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,2,R ugm-3 (TEOM FDMS),78,R ugm-3,7,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
01-01-2014,02:00,215.7,P deg,9.6,P ms-1,7.6,P degC,9,R ugm-3,32,R ugm-3,47,R ugm-3,56,R ugm-3,, ,215.7,P deg,9.6,P ms-1,7.6,P degC,0,R ugm-3,5,R ugm-3,5,R ugm-3,4,R ugm-3 (TEOM FDMS),81,R ugm-3,2,R ugm-3 (TEOM FDMS),-1,R ugm-3 (TEOM FDMS)
01-01-2014,03:00,218.8,P deg,9.2,P ms-1,8.0,P degC,11,R ugm-3,38,R ugm-3,55,R ugm-3,46,R ugm-3,, ,218.8,P deg,9.2,P ms-1,8.0,P degC,1,R ugm-3,12,R ugm-3,13,R ugm-3,1,R ugm-3 (TEOM FDMS),70,R ugm-3,3,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
01-01-2014,04:00,218.6,P deg,8.7,P ms-1,8.2,P degC,17,R ugm-3,54,R ugm-3,81,R ugm-3,28,R ugm-3,, ,218.6,P deg,8.7,P ms-1,8.2,P degC,1,R ugm-3,17,R ugm-3,18,R ugm-3,-0,R ugm-3 (TEOM FDMS),60,R ugm-3,4,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
01-01-2014,05:00,215.5,P deg,8.7,P ms-1,8.3,P degC,12,R ugm-3,41,R ugm-3,60,R ugm-3,38,R ugm-3,, ,215.5,P deg,8.7,P ms-1,8.3,P degC,1,R ugm-3,12,R ugm-3,14,R ugm-3,6,R ugm-3 (TEOM FDMS),65,R ugm-3,7,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
01-01-2014,06:00,209.5,P deg,9.6,P ms-1,8.5,P degC,11,R ugm-3,41,R ugm-3,57,R ugm-3,39,R ugm-3,, ,209.5,P deg,9.6,P ms-1,8.5,P degC,1,R ugm-3,12,R ugm-3,13,R ugm-3,-1,R ugm-3 (TEOM FDMS),66,R ugm-3,4,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
01-01-2014,07:00,202.3,P deg,10.0,P ms-1,8.5,P degC,11,R ugm-3,38,R ugm-3,54,R ugm-3,44,R ugm-3,, ,202.3,P deg,10.0,P ms-1,8.5,P degC,1,R ugm-3,18,R ugm-3,20,R ugm-3,2,R ugm-3 (TEOM FDMS),61,R ugm-3,6,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
01-01-2014,08:00,197.6,P deg,10.8,P ms-1,8.5,P degC,12,R ugm-3,39,R ugm-3,58,R ugm-3,43,R ugm-3,, ,197.6,P deg,10.8,P ms-1,8.5,P degC,1,R ugm-3,12,R ugm-3,14,R ugm-3,1,R ugm-3 (TEOM FDMS),66,R ugm-3,6,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
01-01-2014,09:00,192.3,P deg,11.3,P ms-1,8.4,P degC,11,R ugm-3,37,R ugm-3,54,R ugm-3,47,R ugm-3,, ,192.3,P deg,11.3,P ms-1,8.4,P degC,2,R ugm-3,15,R ugm-3,18,R ugm-3,2,R ugm-3 (TEOM FDMS),65,R ugm-3,8,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
01-01-2014,10:00,187.9,P deg,12.6,P ms-1,8.6,P degC,10,R ugm-3,35,R ugm-3,51,R ugm-3,53,R ugm-3,, ,187.9,P deg,12.6,P ms-1,8.6,P degC,2,R ugm-3,17,R ugm-3,20,R ugm-3,5,R ugm-3 (TEOM FDMS),72,R ugm-3,5,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
01-01-2014,11:00,183.6,P deg,14.1,P ms-1,8.6,P degC,11,R ugm-3,37,R ugm-3,54,R ugm-3,56,R ugm-3,, ,183.6,P deg,14.1,P ms-1,8.6,P degC,4,R ugm-3,23,R ugm-3,29,R ugm-3,-2,R ugm-3 (TEOM FDMS),73,R ugm-3,1,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
01-01-2014,12:00,184.8,P deg,15.8,P ms-1,8.8,P degC,15,R ugm-3,44,R ugm-3,66,R ugm-3,54,R ugm-3,, ,184.8,P deg,15.8,P ms-1,8.8,P degC,14,R ugm-3,35,R ugm-3,56,R ugm-3,-5,R ugm-3 (TEOM FDMS),59,R ugm-3,1,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
01-01-2014,13:00,189.1,P deg,16.6,P ms-1,9.1,P degC,19,R ugm-3,50,R ugm-3,78,R ugm-3,46,R ugm-3,, ,189.1,P deg,16.6,P ms-1,9.1,P degC,2,R ugm-3,12,R ugm-3,14,R ugm-3,-0,R ugm-3 (TEOM FDMS),76,R ugm-3,4,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
01-01-2014,14:00,194.3,P deg,16.8,P ms-1,9.5,P degC,19,R ugm-3,52,R ugm-3,82,R ugm-3,44,R ugm-3,, ,194.3,P deg,16.8,P ms-1,9.5,P degC,2,R ugm-3,14,R ugm-3,17,R ugm-3,-3,R ugm-3 (TEOM FDMS),71,R ugm-3,2,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
01-01-2014,15:00,200.8,P deg,16.8,P ms-1,9.9,P degC,18,R ugm-3,48,R ugm-3,77,R ugm-3,44,R ugm-3,, ,200.8,P deg,16.8,P ms-1,9.9,P degC,7,R ugm-3,24,R ugm-3,34,R ugm-3,-1,R ugm-3 (TEOM FDMS),61,R ugm-3,2,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
01-01-2014,16:00,203.3,P deg,15.1,P ms-1,10.3,P degC,17,R ugm-3,44,R ugm-3,70,R ugm-3,46,R ugm-3,, ,203.3,P deg,15.1,P ms-1,10.3,P degC,11,R ugm-3,31,R ugm-3,48,R ugm-3,-3,R ugm-3 (TEOM FDMS),56,R ugm-3,1,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
01-01-2014,17:00,204.5,P deg,14.4,P ms-1,10.6,P degC,17,R ugm-3,43,R ugm-3,70,R ugm-3,47,R ugm-3,, ,204.5,P deg,14.4,P ms-1,10.6,P degC,7,R ugm-3,23,R ugm-3,34,R ugm-3,6,R ugm-3 (TEOM FDMS),60,R ugm-3,4,R ugm-3 (TEOM FDMS),-2,R ugm-3 (TEOM FDMS)
01-01-2014,18:00,205.1,P deg,13.6,P ms-1,10.8,P degC,18,R ugm-3,44,R ugm-3,71,R ugm-3,44,R ugm-3,, ,205.1,P deg,13.6,P ms-1,10.8,P degC,7,R ugm-3,26,R ugm-3,36,R ugm-3,-1,R ugm-3 (TEOM FDMS),56,R ugm-3,5,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
01-01-2014,19:00,208.4,P deg,12.8,P ms-1,11.0,P degC,19,R ugm-3,48,R ugm-3,76,R ugm-3,39,R ugm-3,, ,208.4,P deg,12.8,P ms-1,11.0,P degC,13,R ugm-3,36,R ugm-3,56,R ugm-3,2,R ugm-3 (TEOM FDMS),47,R ugm-3,5,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
01-01-2014,20:00,210.5,P deg,12.4,P ms-1,11.1,P degC,17,R ugm-3,46,R ugm-3,72,R ugm-3,41,R ugm-3,, ,210.5,P deg,12.4,P ms-1,11.1,P degC,8,R ugm-3,29,R ugm-3,40,R ugm-3,-1,R ugm-3 (TEOM FDMS),50,R ugm-3,3,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
01-01-2014,21:00,213.7,P deg,11.9,P ms-1,11.0,P degC,15,R ugm-3,44,R ugm-3,67,R ugm-3,44,R ugm-3,, ,213.7,P deg,11.9,P ms-1,11.0,P degC,9,R ugm-3,36,R ugm-3,49,R ugm-3,1,R ugm-3 (TEOM FDMS),52,R ugm-3,5,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
01-01-2014,22:00,215.5,P deg,11.8,P ms-1,10.8,P degC,14,R ugm-3,51,R ugm-3,72,R ugm-3,45,R ugm-3,, ,215.5,P deg,11.8,P ms-1,10.8,P degC,10,R ugm-3,36,R ugm-3,51,R ugm-3,2,R ugm-3 (TEOM FDMS),58,R ugm-3,4,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
01-01-2014,23:00,218.4,P deg,11.6,P ms-1,10.6,P degC,11,R ugm-3,39,R ugm-3,56,R ugm-3,50,R ugm-3,, ,218.4,P deg,11.6,P ms-1,10.6,P degC,6,R ugm-3,27,R ugm-3,36,R ugm-3,3,R ugm-3 (TEOM FDMS),62,R ugm-3,4,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
01-01-2014,24:00,222.9,P deg,10.5,P ms-1,10.4,P degC,5,R ugm-3,21,R ugm-3,28,R ugm-3,66,R ugm-3,, ,222.9,P deg,10.5,P ms-1,10.4,P degC,0,R ugm-3,5,R ugm-3,6,R ugm-3,9,R ugm-3 (TEOM FDMS),85,R ugm-3,3,R ugm-3 (TEOM FDMS),-5,R ugm-3 (TEOM FDMS)
02-01-2014,01:00,216.6,P deg,9.9,P ms-1,8.7,P degC,4,R ugm-3,21,R ugm-3,28,R ugm-3,65,R ugm-3,, ,216.6,P deg,9.9,P ms-1,8.7,P degC,1,R ugm-3,6,R ugm-3,7,R ugm-3,2,R ugm-3 (TEOM FDMS),81,R ugm-3,8,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
02-01-2014,02:00,222.0,P deg,8.9,P ms-1,8.6,P degC,3,R ugm-3,21,R ugm-3,26,R ugm-3,68,R ugm-3,, ,222.0,P deg,8.9,P ms-1,8.6,P degC,1,R ugm-3,4,R ugm-3,5,R ugm-3,0,R ugm-3 (TEOM FDMS),85,R ugm-3,2,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
02-01-2014,03:00,246.4,P deg,7.6,P ms-1,8.5,P degC,3,R ugm-3,19,R ugm-3,23,R ugm-3,68,R ugm-3,, ,246.4,P deg,7.6,P ms-1,8.5,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,3,R ugm-3 (TEOM FDMS),85,R ugm-3,4,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
02-01-2014,04:00,270.8,P deg,6.7,P ms-1,8.1,P degC,2,R ugm-3,19,R ugm-3,23,R ugm-3,63,R ugm-3,, ,270.8,P deg,6.7,P ms-1,8.1,P degC,1,R ugm-3,7,R ugm-3,9,R ugm-3,, ,83,R ugm-3,, ,, 
02-01-2014,05:00,271.2,P deg,7.4,P ms-1,7.5,P degC,2,R ugm-3,23,R ugm-3,25,R ugm-3,56,R ugm-3,, ,271.2,P deg,7.4,P ms-1,7.5,P degC,1,R ugm-3,24,R ugm-3,26,R ugm-3,4,R ugm-3 (TEOM FDMS),57,R ugm-3,7,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
02-01-2014,06:00,269.3,P deg,7.5,P ms-1,6.8,P degC,12,R ugm-3,47,R ugm-3,65,R ugm-3,32,R ugm-3,, ,269.3,P deg,7.5,P ms-1,6.8,P degC,1,R ugm-3,15,R ugm-3,16,R ugm-3,1,R ugm-3 (TEOM FDMS),60,R ugm-3,5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
02-01-2014,07:00,260.4,P deg,7.6,P ms-1,6.6,P degC,38,R ugm-3,75,R ugm-3,133,R ugm-3,14,R ugm-3,, ,260.4,P deg,7.6,P ms-1,6.6,P degC,2,R ugm-3,28,R ugm-3,31,R ugm-3,8,R ugm-3 (TEOM FDMS),44,R ugm-3,5,R ugm-3 (TEOM FDMS),-3,R ugm-3 (TEOM FDMS)
02-01-2014,08:00,253.6,P deg,7.5,P ms-1,6.3,P degC,56,R ugm-3,87,R ugm-3,172,R ugm-3,13,R ugm-3,, ,253.6,P deg,7.5,P ms-1,6.3,P degC,3,R ugm-3,44,R ugm-3,49,R ugm-3,1,R ugm-3 (TEOM FDMS),33,R ugm-3,5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
02-01-2014,09:00,248.6,P deg,7.2,P ms-1,6.3,P degC,69,R ugm-3,98,R ugm-3,203,R ugm-3,10,R ugm-3,, ,248.6,P deg,7.2,P ms-1,6.3,P degC,8,R ugm-3,50,R ugm-3,62,R ugm-3,5,R ugm-3 (TEOM FDMS),28,R ugm-3,6,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
02-01-2014,10:00,243.5,P deg,7.5,P ms-1,7.0,P degC,56,R ugm-3,87,R ugm-3,172,R ugm-3,14,R ugm-3,, ,243.5,P deg,7.5,P ms-1,7.0,P degC,11,R ugm-3,45,R ugm-3,62,R ugm-3,5,R ugm-3 (TEOM FDMS),34,R ugm-3,6,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
02-01-2014,11:00,239.9,P deg,7.5,P ms-1,8.0,P degC,51,R ugm-3,82,R ugm-3,160,R ugm-3,19,R ugm-3,, ,239.9,P deg,7.5,P ms-1,8.0,P degC,13,R ugm-3,41,R ugm-3,60,R ugm-3,7,R ugm-3 (TEOM FDMS),43,R ugm-3,10,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
02-01-2014,12:00,236.3,P deg,7.2,P ms-1,8.9,P degC,44,R ugm-3,74,R ugm-3,142,R ugm-3,26,R ugm-3,, ,236.3,P deg,7.2,P ms-1,8.9,P degC,10,R ugm-3,35,R ugm-3,51,R ugm-3,5,R ugm-3 (TEOM FDMS),50,R ugm-3,7,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
02-01-2014,13:00,228.0,P deg,7.6,P ms-1,9.3,P degC,38,R ugm-3,68,R ugm-3,127,R ugm-3,30,R ugm-3,, ,228.0,P deg,7.6,P ms-1,9.3,P degC,8,R ugm-3,30,R ugm-3,43,R ugm-3,5,R ugm-3 (TEOM FDMS),53,R ugm-3,6,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
02-01-2014,14:00,228.4,P deg,7.1,P ms-1,9.2,P degC,40,R ugm-3,74,R ugm-3,135,R ugm-3,26,R ugm-3,, ,228.4,P deg,7.1,P ms-1,9.2,P degC,6,R ugm-3,33,R ugm-3,42,R ugm-3,4,R ugm-3 (TEOM FDMS),50,R ugm-3,7,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
02-01-2014,15:00,228.7,P deg,6.9,P ms-1,8.8,P degC,53,R ugm-3,90,R ugm-3,172,R ugm-3,18,R ugm-3,, ,228.7,P deg,6.9,P ms-1,8.8,P degC,8,R ugm-3,44,R ugm-3,56,R ugm-3,5,R ugm-3 (TEOM FDMS),39,R ugm-3,7,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
02-01-2014,16:00,224.4,P deg,6.8,P ms-1,8.3,P degC,67,R ugm-3,101,R ugm-3,204,R ugm-3,11,R ugm-3,, ,224.4,P deg,6.8,P ms-1,8.3,P degC,18,R ugm-3,63,R ugm-3,91,R ugm-3,8,R ugm-3 (TEOM FDMS),24,R ugm-3,10,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
02-01-2014,17:00,216.6,P deg,7.0,P ms-1,7.8,P degC,78,R ugm-3,111,R ugm-3,230,R ugm-3,8,R ugm-3,, ,216.6,P deg,7.0,P ms-1,7.8,P degC,16,R ugm-3,62,R ugm-3,86,R ugm-3,5,R ugm-3 (TEOM FDMS),23,R ugm-3,6,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
02-01-2014,18:00,216.0,P deg,7.9,P ms-1,8.1,P degC,86,R ugm-3,117,R ugm-3,250,R ugm-3,4,R ugm-3,, ,216.0,P deg,7.9,P ms-1,8.1,P degC,22,R ugm-3,65,R ugm-3,100,R ugm-3,4,R ugm-3 (TEOM FDMS),13,R ugm-3,7,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
02-01-2014,19:00,211.7,P deg,9.0,P ms-1,8.2,P degC,57,R ugm-3,97,R ugm-3,185,R ugm-3,10,R ugm-3,, ,211.7,P deg,9.0,P ms-1,8.2,P degC,12,R ugm-3,54,R ugm-3,73,R ugm-3,4,R ugm-3 (TEOM FDMS),26,R ugm-3,5,R ugm-3 (TEOM FDMS),1,R ugm-3 (TEOM FDMS)
02-01-2014,20:00,200.7,P deg,9.1,P ms-1,8.4,P degC,43,R ugm-3,82,R ugm-3,147,R ugm-3,16,R ugm-3,, ,200.7,P deg,9.1,P ms-1,8.4,P degC,8,R ugm-3,41,R ugm-3,54,R ugm-3,3,R ugm-3 (TEOM FDMS),34,R ugm-3,7,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
02-01-2014,21:00,199.3,P deg,10.1,P ms-1,8.9,P degC,27,R ugm-3,63,R ugm-3,103,R ugm-3,25,R ugm-3,, ,199.3,P deg,10.1,P ms-1,8.9,P degC,9,R ugm-3,37,R ugm-3,51,R ugm-3,8,R ugm-3 (TEOM FDMS),40,R ugm-3,14,R ugm-3 (TEOM FDMS),6,R ugm-3 (TEOM FDMS)
02-01-2014,22:00,200.9,P deg,11.1,P ms-1,9.5,P degC,25,R ugm-3,59,R ugm-3,98,R ugm-3,27,R ugm-3,, ,200.9,P deg,11.1,P ms-1,9.5,P degC,13,R ugm-3,36,R ugm-3,56,R ugm-3,2,R ugm-3 (TEOM FDMS),41,R ugm-3,5,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
02-01-2014,23:00,197.8,P deg,11.8,P ms-1,9.9,P degC,15,R ugm-3,40,R ugm-3,63,R ugm-3,43,R ugm-3,, ,197.8,P deg,11.8,P ms-1,9.9,P degC,4,R ugm-3,19,R ugm-3,24,R ugm-3,1,R ugm-3 (TEOM FDMS),60,R ugm-3,4,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
02-01-2014,24:00,200.2,P deg,13.4,P ms-1,10.2,P degC,8,R ugm-3,22,R ugm-3,35,R ugm-3,57,R ugm-3,, ,200.2,P deg,13.4,P ms-1,10.2,P degC,1,R ugm-3,4,R ugm-3,6,R ugm-3,-1,R ugm-3 (TEOM FDMS),76,R ugm-3,5,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
03-01-2014,01:00,213.1,P deg,13.2,P ms-1,10.5,P degC,5,R ugm-3,14,R ugm-3,22,R ugm-3,64,R ugm-3,, ,213.1,P deg,13.2,P ms-1,10.5,P degC,1,R ugm-3,2,R ugm-3,3,R ugm-3,0,R ugm-3 (TEOM FDMS),77,R ugm-3,2,R ugm-3 (TEOM FDMS),2,R ugm-3 (TEOM FDMS)
03-01-2014,02:00,223.7,P deg,11.9,P ms-1,11.0,P degC,3,R ugm-3,17,R ugm-3,22,R ugm-3,64,R ugm-3,, ,223.7,P deg,11.9,P ms-1,11.0,P degC,1,R ugm-3,2,R ugm-3,3,R ugm-3,2,R ugm-3 (TEOM FDMS),79,R ugm-3,2,R ugm-3 (TEOM FDMS),0.000000,R ugm-3 (TEOM FDMS)
03-01-2014,03:00,234.6,P deg,10.0,P ms-1,10.5,P degC,3,R ugm-3,14,R ugm-3,20,R ugm-3,65,R ugm-3,, ,234.6,P deg,10.0,P ms-1,10.5,P degC,1,R ugm-3,4,R ugm-3,5,R ugm-3,5,R ugm-3 (TEOM FDMS),80,R ugm-3,8,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
03-01-2014,04:00,234.0,P deg,8.7,P ms-1,9.3,P degC,4,R ugm-3,17,R ugm-3,23,R ugm-3,63,R ugm-3,, ,234.0,P deg,8.7,P ms-1,9.3,P degC,0,R ugm-3,6,R ugm-3,7,R ugm-3,7,R ugm-3 (TEOM FDMS),81,R ugm-3,11,R ugm-3 (TEOM FDMS),4,R ugm-3 (TEOM FDMS)
03-01-2014,05:00,226.8,P deg,8.4,P ms-1,8.7,P degC,7,R ugm-3,29,R ugm-3,40,R ugm-3,55,R ugm-3,, ,226.8,P deg,8.4,P ms-1,8.7,P degC,1,R ugm-3,13,R ugm-3,15,R ugm-3,11,R ugm-3 (TEOM FDMS),74,R ugm-3,14,R ugm-3 (TEOM FDMS),3,R ugm-3 (TEOM FDMS)
03-01-2014,06:00,217.6,P deg,9.6,P ms-1,8.6,P degC,15,R ugm-3,44,R ugm-3,66,R ugm-3,49,R ugm-3,, ,217.6,P deg,9.6,P ms-1,8.6,P degC,1,R ugm-3,18,R ugm-3,20,R ugm-3,9,R ugm-3 (TEOM FDMS),70,R ugm-3,14,R ugm-3 (TEOM FDMS),5,R ugm-3 (TEOM FDMS)
03-01-2014,07:00,215.9,P deg,10.8,P ms-1,8.8,P degC,28,R ugm-3,64,R ugm-3,107,R ugm-3,42,R ugm-3,, ,215.9,P deg,10.8,P ms-1,8.8,P degC,1,R ugm-3,19,R ugm-3,21,R ugm-3,, ,72,R ugm-3,, ,, 
03-01-2014,08:00,214.5,P deg,11.5,P ms-1,9.5,P degC,25,R ugm-3,62,R ugm-3,100,R ugm-3,47,R ugm-3,, ,214.5,P deg,11.5,P ms-1,9.5,P degC,1,R ugm-3,23,R ugm-3,25,R ugm-3,, ,74,R ugm-3,, ,, 
03-01-2014,09:00,222.2,P deg,13.7,P ms-1,9.7,P degC,52,R ugm-3,96,R ugm-3,176,R ugm-3,24,R ugm-3,, ,222.2,P deg,13.7,P ms-1,9.7,P degC,4,R ugm-3,38,R ugm-3,43,R ugm-3,, ,56,R ugm-3,, ,, 
03-01-2014,10:00,235.4,P deg,13.0,P ms-1,9.7,P degC,45,R ugm-3,91,R ugm-3,160,R ugm-3,28,R ugm-3,, ,235.4,P deg,13.0,P ms-1,9.7,P degC,5,R ugm-3,31,R ugm-3,39,R ugm-3,, ,57,R ugm-3,, ,, 
03-01-2014,11:00,235.8,P deg,12.7,P ms-1,9.7,P degC,39,R ugm-3,77,R ugm-3,138,R ugm-3,33,R ugm-3,, ,235.8,P deg,12.7,P ms-1,9.7,P degC,, ,, ,, ,, ,57,R ugm-3,, ,, 
03-01-2014,12:00,234.3,P deg,12.8,P ms-1,9.6,P degC,25,R ugm-3,57,R ugm-3,96,R ugm-3,45,R ugm-3,, ,234.3,P deg,12.8,P ms-1,9.6,P degC,, ,, ,, ,, ,, ,, ,, 
03-01-2014,13:00,234.6,P deg,12.9,P ms-1,9.1,P degC,17,R ugm-3,49,R ugm-3,75,R ugm-3,52,R ugm-3,, ,234.6,P deg,12.9,P ms-1,9.1,P degC,, ,, ,, ,, ,, ,, ,, 
03-01-2014,14:00,237.6,P deg,13.4,P ms-1,8.8,P degC,29,R ugm-3,68,R ugm-3,111,R ugm-3,41,R ugm-3,, ,237.6,P deg,13.4,P ms-1,8.8,P degC,4,R ugm-3,31,R ugm-3,37,R ugm-3,, ,41,R ugm-3,, ,, 
03-01-2014,15:00,238.9,P deg,13.1,P ms-1,8.4,P degC,22,R ugm-3,57,R ugm-3,90,R ugm-3,56,R ugm-3,, ,238.9,P deg,13.1,P ms-1,8.4,P degC,4,R ugm-3,34,R ugm-3,40,R ugm-3,, ,54,R ugm-3,, ,, 
03-01-2014,16:00,241.1,P deg,12.8,P ms-1,8.1,P degC,32,R ugm-3,78,R ugm-3,126,R ugm-3,39,R ugm-3,, ,241.1,P deg,12.8,P ms-1,8.1,P degC,8,R ugm-3,46,R ugm-3,59,R ugm-3,, ,45,R ugm-3,, ,, 
03-01-2014,17:00,242.7,P deg,12.9,P ms-1,7.8,P degC,23,R ugm-3,65,R ugm-3,101,R ugm-3,49,R ugm-3,, ,242.7,P deg,12.9,P ms-1,7.8,P degC,3,R ugm-3,33,R ugm-3,39,R ugm-3,, ,60,R ugm-3,, ,, 
03-01-2014,18:00,244.3,P deg,12.9,P ms-1,7.5,P degC,24,R ugm-3,70,R ugm-3,106,R ugm-3,45,R ugm-3,, ,244.3,P deg,12.9,P ms-1,7.5,P degC,4,R ugm-3,38,R ugm-3,44,R ugm-3,, ,57,R ugm-3,, ,, 
03-01-2014,19:00,247.2,P deg,12.8,P ms-1,7.1,P degC,20,R ugm-3,58,R ugm-3,89,R ugm-3,49,R ugm-3,, ,247.2,P deg,12.8,P ms-1,7.1,P degC,6,R ugm-3,39,R ugm-3,49,R ugm-3,, ,59,R ugm-3,, ,, 
03-01-2014,20:00,246.8,P deg,12.6,P ms-1,6.9,P degC,24,R ugm-3,65,R ugm-3,102,R ugm-3,46,R ugm-3,, ,246.8,P deg,12.6,P ms-1,6.9,P degC,6,R ugm-3,41,R ugm-3,50,R ugm-3,, ,59,R ugm-3,, ,, 
03-01-2014,21:00,244.1,P deg,12.1,P ms-1,6.9,P degC,11,R ugm-3,40,R ugm-3,57,R ugm-3,65,R ugm-3,, ,244.1,P deg,12.1,P ms-1,6.9,P degC,4,R ugm-3,33,R ugm-3,39,R ugm-3,, ,69,R ugm-3,, ,, 
03-01-2014,22:00,240.2,P deg,11.4,P ms-1,7.0,P degC,10,R ugm-3,38,R ugm-3,52,R ugm-3,60,R ugm-3,, ,240.2,P deg,11.4,P ms-1,7.0,P degC,6,R ugm-3,38,R ugm-3,47,R ugm-3,, ,55,R ugm-3,, ,, 
03-01-2014,23:00,236.0,P deg,10.1,P ms-1,7.5,P degC,11,R ugm-3,40,R ugm-3,56,R ugm-3,50,R ugm-3,, ,236.0,P deg,10.1,P ms-1,7.5,P degC,6,R ugm-3,36,R ugm-3,45,R ugm-3,, ,50,R ugm-3,, ,, 
03-01-2014,24:00,227.5,P deg,10.0,P ms-1,7.9,P degC,7,R ugm-3,30,R ugm-3,42,R ugm-3,56,R ugm-3,, ,227.5,P deg,10.0,P ms-1,7.9,P degC,1,R ugm-3,9,R ugm-3,11,R ugm-3,, ,72,R ugm-3,, ,, 
04-01-2014,01:00,218.2,P deg,9.3,P ms-1,6.9,P degC,6,R ugm-3,26,R ugm-3,35,R ugm-3,55,R ugm-3,, ,218.2,P deg,9.3,P ms-1,6.9,P degC,1,R ugm-3,9,R ugm-3,11,R ugm-3,, ,72,R ugm-3,, ,, 
04-01-2014,02:00,210.3,P deg,8.9,P ms-1,7.7,P degC,9,R ugm-3,33,R ugm-3,47,R ugm-3,49,R ugm-3,, ,210.3,P deg,8.9,P ms-1,7.7,P degC,1,R ugm-3,9,R ugm-3,11,R ugm-3,, ,73,R ugm-3,, ,, 
