Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,London Teddington,,,,,,,,,,,,,,London Teddington Bushy Park,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Ozone",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit

01-01-2014,01:00,215.0,P deg,8.3,P ms-1,7.8,P degC,0.2,R ugm-3,3.1,R ugm-3,3.3,R ugm-3,, ,, ,, ,, 
01-01-2014,02:00,217.6,P deg,7.8,P ms-1,8.5,P degC,0.4,R ugm-3,3.6,R ugm-3,4.2,R ugm-3,, ,, ,, ,, 
01-01-2014,03:00,220.9,P deg,7.6,P ms-1,8.8,P degC,0.4,R ugm-3,5.2,R ugm-3,5.7,R ugm-3,, ,, ,, ,, 
01-01-2014,04:00,220.1,P deg,7.2,P ms-1,8.9,P degC,0.5,R ugm-3,5.4,R ugm-3,6.2,R ugm-3,, ,, ,, ,, 
01-01-2014,05:00,216.8,P deg,7.4,P ms-1,9.0,P degC,0.3,R ugm-3,4.2,R ugm-3,4.7,R ugm-3,, ,, ,, ,, 
01-01-2014,06:00,210.3,P deg,7.8,P ms-1,9.1,P degC,0.6,R ugm-3,3.9,R ugm-3,4.9,R ugm-3,, ,, ,, ,, 
01-01-2014,07:00,203.8,P deg,8.0,P ms-1,9.0,P degC,0.3,R ugm-3,3.0,R ugm-3,3.5,R ugm-3,, ,, ,, ,, 
01-01-2014,08:00,199.8,P deg,8.8,P ms-1,9.0,P degC,0.1,R ugm-3,3.4,R ugm-3,3.6,R ugm-3,, ,, ,, ,, 
01-01-2014,09:00,194.3,P deg,8.9,P ms-1,8.9,P degC,0.2,R ugm-3,3.0,R ugm-3,3.3,R ugm-3,, ,, ,, ,, 
01-01-2014,10:00,190.7,P deg,10.0,P ms-1,9.2,P degC,0.2,R ugm-3,3.0,R ugm-3,3.3,R ugm-3,, ,, ,, ,, 
01-01-2014,11:00,185.9,P deg,11.2,P ms-1,9.2,P degC,0.2,R ugm-3,2.9,R ugm-3,3.2,R ugm-3,, ,, ,, ,, 
01-01-2014,12:00,186.0,P deg,12.6,P ms-1,9.3,P degC,0.1,R ugm-3,3.1,R ugm-3,3.2,R ugm-3,, ,, ,, ,, 
01-01-2014,13:00,190.0,P deg,13.3,P ms-1,9.6,P degC,0.5,R ugm-3,3.5,R ugm-3,4.4,R ugm-3,, ,, ,, ,, 
01-01-2014,14:00,195.1,P deg,13.5,P ms-1,10.0,P degC,0.2,R ugm-3,3.7,R ugm-3,4.0,R ugm-3,, ,, ,, ,, 
01-01-2014,15:00,200.8,P deg,13.4,P ms-1,10.3,P degC,0.1,R ugm-3,4.2,R ugm-3,4.4,R ugm-3,, ,, ,, ,, 
01-01-2014,16:00,203.5,P deg,12.0,P ms-1,10.6,P degC,0.4,R ugm-3,3.3,R ugm-3,3.9,R ugm-3,, ,, ,, ,, 
01-01-2014,17:00,205.2,P deg,11.8,P ms-1,10.9,P degC,0.2,R ugm-3,3.8,R ugm-3,4.1,R ugm-3,, ,, ,, ,, 
01-01-2014,18:00,206.3,P deg,11.2,P ms-1,11.1,P degC,0.1,R ugm-3,4.0,R ugm-3,4.2,R ugm-3,, ,, ,, ,, 
01-01-2014,19:00,210.4,P deg,10.5,P ms-1,11.4,P degC,0.4,R ugm-3,3.8,R ugm-3,4.4,R ugm-3,, ,, ,, ,, 
01-01-2014,20:00,213.4,P deg,10.1,P ms-1,11.5,P degC,0.4,R ugm-3,3.4,R ugm-3,4.1,R ugm-3,, ,, ,, ,, 
01-01-2014,21:00,215.9,P deg,9.8,P ms-1,11.5,P degC,0.2,R ugm-3,3.0,R ugm-3,3.4,R ugm-3,, ,, ,, ,, 
01-01-2014,22:00,218.4,P deg,9.6,P ms-1,11.4,P degC,0.000000,R ugm-3,2.8,R ugm-3,2.8,R ugm-3,, ,, ,, ,, 
01-01-2014,23:00,219.2,P deg,9.6,P ms-1,11.2,P degC,0.3,R ugm-3,3.0,R ugm-3,3.4,R ugm-3,, ,, ,, ,, 
01-01-2014,24:00,220.7,P deg,9.2,P ms-1,11.0,P degC,0.4,R ugm-3,2.7,R ugm-3,3.2,R ugm-3,, ,, ,, ,, 
02-01-2014,01:00,218.3,P deg,8.5,P ms-1,9.5,P degC,0.2,R ugm-3,2.2,R ugm-3,2.4,R ugm-3,, ,, ,, ,, 
02-01-2014,02:00,222.0,P deg,7.7,P ms-1,9.3,P degC,0.3,R ugm-3,2.1,R ugm-3,2.6,R ugm-3,, ,, ,, ,, 
02-01-2014,03:00,237.8,P deg,6.7,P ms-1,9.3,P degC,0.2,R ugm-3,1.9,R ugm-3,2.2,R ugm-3,, ,, ,, ,, 
02-01-2014,04:00,270.1,P deg,5.8,P ms-1,8.8,P degC,0.2,R ugm-3,2.1,R ugm-3,2.4,R ugm-3,, ,, ,, ,, 
02-01-2014,05:00,270.0,P deg,6.0,P ms-1,8.2,P degC,0.1,R ugm-3,2.8,R ugm-3,3.1,R ugm-3,, ,, ,, ,, 
02-01-2014,06:00,270.7,P deg,6.0,P ms-1,7.3,P degC,0.4,R ugm-3,3.7,R ugm-3,4.3,R ugm-3,, ,, ,, ,, 
02-01-2014,07:00,261.4,P deg,6.1,P ms-1,7.0,P degC,0.2,R ugm-3,6.0,R ugm-3,6.4,R ugm-3,, ,, ,, ,, 
02-01-2014,08:00,255.0,P deg,6.1,P ms-1,6.8,P degC,0.3,R ugm-3,9.6,R ugm-3,10.0,R ugm-3,, ,, ,, ,, 
02-01-2014,09:00,249.5,P deg,5.7,P ms-1,6.9,P degC,0.7,R ugm-3,11.4,R ugm-3,12.4,R ugm-3,, ,, ,, ,, 
02-01-2014,10:00,244.1,P deg,5.9,P ms-1,7.7,P degC,1.5,R ugm-3,13.5,R ugm-3,15.8,R ugm-3,, ,, ,, ,, 
02-01-2014,11:00,238.9,P deg,3.6,P ms-1,9.0,P degC,1.3,R ugm-3,9.8,R ugm-3,11.8,R ugm-3,, ,, ,, ,, 
02-01-2014,12:00,237.9,P deg,5.7,P ms-1,9.8,P degC,1.3,R ugm-3,9.8,R ugm-3,11.7,R ugm-3,, ,, ,, ,, 
02-01-2014,13:00,232.1,P deg,5.4,P ms-1,10.1,P degC,0.8,R ugm-3,8.6,R ugm-3,9.8,R ugm-3,, ,, ,, ,, 
02-01-2014,14:00,234.6,P deg,5.9,P ms-1,9.9,P degC,0.8,R ugm-3,6.6,R ugm-3,7.8,R ugm-3,, ,, ,, ,, 
02-01-2014,15:00,229.0,P deg,5.8,P ms-1,9.4,P degC,0.7,R ugm-3,7.3,R ugm-3,8.4,R ugm-3,, ,, ,, ,, 
02-01-2014,16:00,227.4,P deg,5.6,P ms-1,9.1,P degC,0.4,R ugm-3,7.5,R ugm-3,8.2,R ugm-3,, ,, ,, ,, 
02-01-2014,17:00,219.8,P deg,5.7,P ms-1,8.5,P degC,0.4,R ugm-3,8.4,R ugm-3,9.0,R ugm-3,, ,, ,, ,, 
02-01-2014,18:00,219.5,P deg,6.5,P ms-1,8.7,P degC,0.6,R ugm-3,12.2,R ugm-3,13.1,R ugm-3,, ,, ,, ,, 
02-01-2014,19:00,213.3,P deg,7.2,P ms-1,8.9,P degC,0.4,R ugm-3,10.6,R ugm-3,11.1,R ugm-3,, ,, ,, ,, 
02-01-2014,20:00,203.2,P deg,7.3,P ms-1,9.0,P degC,0.2,R ugm-3,6.9,R ugm-3,7.2,R ugm-3,, ,, ,, ,, 
02-01-2014,21:00,202.2,P deg,8.1,P ms-1,9.5,P degC,0.0,R ugm-3,5.0,R ugm-3,5.1,R ugm-3,, ,, ,, ,, 
02-01-2014,22:00,202.8,P deg,8.9,P ms-1,10.0,P degC,0.4,R ugm-3,4.3,R ugm-3,4.9,R ugm-3,, ,, ,, ,, 
02-01-2014,23:00,199.6,P deg,9.4,P ms-1,10.4,P degC,0.4,R ugm-3,4.1,R ugm-3,4.7,R ugm-3,, ,, ,, ,, 
02-01-2014,24:00,201.2,P deg,10.9,P ms-1,10.7,P degC,0.2,R ugm-3,3.8,R ugm-3,4.0,R ugm-3,, ,, ,, ,, 
03-01-2014,01:00,213.4,P deg,10.7,P ms-1,10.9,P degC,0.3,R ugm-3,3.5,R ugm-3,4.0,R ugm-3,, ,, ,, ,, 
03-01-2014,02:00,224.9,P deg,9.9,P ms-1,11.5,P degC,0.2,R ugm-3,2.1,R ugm-3,2.4,R ugm-3,, ,, ,, ,, 
03-01-2014,03:00,235.5,P deg,8.5,P ms-1,11.3,P degC,0.1,R ugm-3,2.2,R ugm-3,2.3,R ugm-3,, ,, ,, ,, 
03-01-2014,04:00,235.9,P deg,7.4,P ms-1,10.1,P degC,0.2,R ugm-3,2.4,R ugm-3,2.7,R ugm-3,, ,, ,, ,, 
03-01-2014,05:00,228.8,P deg,7.0,P ms-1,9.6,P degC,0.4,R ugm-3,2.3,R ugm-3,2.9,R ugm-3,, ,, ,, ,, 
03-01-2014,06:00,220.5,P deg,7.8,P ms-1,9.5,P degC,0.2,R ugm-3,3.1,R ugm-3,3.3,R ugm-3,, ,, ,, ,, 
03-01-2014,07:00,218.0,P deg,8.8,P ms-1,9.5,P degC,0.4,R ugm-3,4.4,R ugm-3,5.1,R ugm-3,, ,, ,, ,, 
03-01-2014,08:00,217.9,P deg,9.7,P ms-1,10.3,P degC,0.3,R ugm-3,4.8,R ugm-3,5.2,R ugm-3,, ,, ,, ,, 
03-01-2014,09:00,224.4,P deg,11.2,P ms-1,10.4,P degC,0.4,R ugm-3,7.0,R ugm-3,7.6,R ugm-3,, ,, ,, ,, 
03-01-2014,10:00,237.0,P deg,11.0,P ms-1,10.4,P degC,0.4,R ugm-3,6.5,R ugm-3,7.2,R ugm-3,, ,, ,, ,, 
03-01-2014,11:00,236.5,P deg,9.6,P ms-1,10.6,P degC,0.4,R ugm-3,5.6,R ugm-3,6.2,R ugm-3,, ,, ,, ,, 
03-01-2014,12:00,235.3,P deg,9.6,P ms-1,10.8,P degC,0.7,R ugm-3,5.9,R ugm-3,6.9,R ugm-3,, ,, ,, ,, 
03-01-2014,13:00,235.7,P deg,10.6,P ms-1,10.3,P degC,0.2,R ugm-3,4.8,R ugm-3,5.2,R ugm-3,, ,, ,, ,, 
03-01-2014,14:00,235.5,P deg,9.2,P ms-1,9.5,P degC,0.6,R ugm-3,4.9,R ugm-3,5.8,R ugm-3,, ,, ,, ,, 
03-01-2014,15:00,240.8,P deg,10.9,P ms-1,9.2,P degC,0.5,R ugm-3,4.8,R ugm-3,5.6,R ugm-3,, ,, ,, ,, 
03-01-2014,16:00,242.7,P deg,10.7,P ms-1,8.9,P degC,0.4,R ugm-3,4.7,R ugm-3,5.3,R ugm-3,, ,, ,, ,, 
03-01-2014,17:00,244.8,P deg,10.6,P ms-1,8.6,P degC,0.4,R ugm-3,5.7,R ugm-3,6.4,R ugm-3,, ,, ,, ,, 
03-01-2014,18:00,246.0,P deg,10.8,P ms-1,8.4,P degC,0.4,R ugm-3,6.0,R ugm-3,6.5,R ugm-3,, ,, ,, ,, 
03-01-2014,19:00,248.8,P deg,10.5,P ms-1,8.1,P degC,0.1,R ugm-3,5.1,R ugm-3,5.3,R ugm-3,, ,, ,, ,, 
03-01-2014,20:00,248.1,P deg,10.2,P ms-1,8.0,P degC,0.3,R ugm-3,4.9,R ugm-3,5.4,R ugm-3,, ,, ,, ,, 
03-01-2014,21:00,245.0,P deg,9.8,P ms-1,8.0,P degC,0.2,R ugm-3,4.2,R ugm-3,4.4,R ugm-3,, ,, ,, ,, 
03-01-2014,22:00,241.3,P deg,9.2,P ms-1,8.1,P degC,0.4,R ugm-3,3.0,R ugm-3,3.6,R ugm-3,, ,, ,, ,, 
03-01-2014,23:00,236.9,P deg,8.5,P ms-1,8.5,P degC,0.4,R ugm-3,3.2,R ugm-3,3.7,R ugm-3,, ,, ,, ,, 
03-01-2014,24:00,228.9,P deg,8.6,P ms-1,8.8,P degC,0.2,R ugm-3,3.6,R ugm-3,3.9,R ugm-3,, ,, ,, ,, 
04-01-2014,01:00,219.5,P deg,7.8,P ms-1,8.0,P degC,0.2,R ugm-3,3.4,R ugm-3,3.7,R ugm-3,, ,, ,, ,, 
04-01-2014,02:00,212.3,P deg,7.3,P ms-1,8.5,P degC,0.3,R ugm-3,2.3,R ugm-3,2.8,R ugm-3,, ,, ,, ,, 
04-01-2014,03:00,205.0,P deg,7.8,P ms-1,9.0,P degC,0.4,R ugm-3,4.3,R ugm-3,4.9,R ugm-3,, ,, ,, ,, 
04-01-2014,04:00,202.9,P deg,8.1,P ms-1,8.9,P degC,0.3,R ugm-3,3.0,R ugm-3,3.4,R ugm-3,, ,, ,, ,, 
04-01-2014,05:00,198.4,P deg,9.3,P ms-1,9.3,P degC,0.3,R ugm-3,2.5,R ugm-3,2.9,R ugm-3,, ,, ,, ,, 
04-01-2014,06:00,199.7,P deg,10.4,P ms-1,9.6,P degC,0.3,R ugm-3,2.6,R ugm-3,3.0,R ugm-3,, ,, ,, ,, 
04-01-2014,07:00,199.1,P deg,11.2,P ms-1,9.7,P degC,0.1,R ugm-3,3.4,R ugm-3,3.6,R ugm-3,, ,, ,, ,, 
04-01-2014,08:00,199.8,P deg,11.3,P ms-1,9.9,P degC,0.4,R ugm-3,3.9,R ugm-3,4.5,R ugm-3,, ,, ,, ,, 
04-01-2014,09:00,199.2,P deg,10.7,P ms-1,9.8,P degC,0.2,R ugm-3,3.6,R ugm-3,3.9,R ugm-3,, ,, ,, ,, 
04-01-2014,10:00,207.9,P deg,10.5,P ms-1,10.1,P degC,0.1,R ugm-3,4.6,R ugm-3,4.9,R ugm-3,, ,, ,, ,, 
04-01-2014,11:00,214.6,P deg,9.6,P ms-1,10.1,P degC,0.3,R ugm-3,5.9,R ugm-3,6.3,R ugm-3,, ,, ,, ,, 
04-01-2014,12:00,219.8,P deg,8.1,P ms-1,9.9,P degC,0.4,R ugm-3,5.0,R ugm-3,5.7,R ugm-3,, ,, ,, ,, 
04-01-2014,13:00,248.1,P deg,5.3,P ms-1,10.0,P degC,0.4,R ugm-3,6.1,R ugm-3,6.8,R ugm-3,, ,, ,, ,, 
04-01-2014,14:00,250.9,P deg,3.9,P ms-1,9.8,P degC,0.3,R ugm-3,4.5,R ugm-3,5.0,R ugm-3,, ,, ,, ,, 
04-01-2014,15:00,262.4,P deg,5.3,P ms-1,9.2,P degC,0.4,R ugm-3,8.2,R ugm-3,8.8,R ugm-3,, ,, ,, ,, 
04-01-2014,16:00,267.0,P deg,5.0,P ms-1,8.5,P degC,0.4,R ugm-3,11.5,R ugm-3,12.1,R ugm-3,, ,, ,, ,, 
04-01-2014,17:00,260.5,P deg,4.8,P ms-1,8.0,P degC,0.3,R ugm-3,11.0,R ugm-3,11.4,R ugm-3,, ,, ,, ,, 
04-01-2014,18:00,255.2,P deg,4.8,P ms-1,7.4,P degC,0.2,R ugm-3,16.4,R ugm-3,16.7,R ugm-3,, ,, ,, ,, 
04-01-2014,19:00,249.6,P deg,4.5,P ms-1,6.7,P degC,0.4,R ugm-3,22.1,R ugm-3,22.7,R ugm-3,, ,, ,, ,, 
04-01-2014,20:00,245.4,P deg,4.3,P ms-1,5.8,P degC,0.4,R ugm-3,19.4,R ugm-3,20.0,R ugm-3,, ,, ,, ,, 
04-01-2014,21:00,227.0,P deg,4.0,P ms-1,5.1,P degC,0.7,R ugm-3,12.7,R ugm-3,13.8,R ugm-3,, ,, ,, ,, 
04-01-2014,22:00,218.7,P deg,4.7,P ms-1,5.0,P degC,0.5,R ugm-3,11.1,R ugm-3,11.8,R ugm-3,, ,, ,, ,, 
04-01-2014,23:00,209.8,P deg,6.0,P ms-1,5.8,P degC,0.4,R ugm-3,11.7,R ugm-3,12.3,R ugm-3,, ,, ,, ,, 
04-01-2014,24:00,208.3,P deg,6.9,P ms-1,6.8,P degC,0.4,R ugm-3,11.9,R ugm-3,12.5,R ugm-3,, ,, ,, ,, 
05-01-2014,01:00,243.0,P deg,3.4,P ms-1,2.3,P degC,0.3,R ugm-3,12.3,R ugm-3,12.8,R ugm-3,, ,, ,, ,, 
05-01-2014,02:00,236.5,P deg,3.1,P ms-1,1.9,P degC,0.7,R ugm-3,9.4,R ugm-3,10.4,R ugm-3,, ,, ,, ,, 
05-01-2014,03:00,244.0,P deg,3.0,P ms-1,1.5,P degC,0.4,R ugm-3,9.5,R ugm-3,10.0,R ugm-3,, ,, ,, ,, 
05-01-2014,04:00,247.6,P deg,3.0,P ms-1,1.3,P degC,0.3,R ugm-3,6.7,R ugm-3,7.2,R ugm-3,, ,, ,, ,, 
05-01-2014,05:00,237.2,P deg,2.9,P ms-1,1.2,P degC,0.3,R ugm-3,6.7,R ugm-3,7.2,R ugm-3,, ,, ,, ,, 
05-01-2014,06:00,226.8,P deg,2.9,P ms-1,1.0,P degC,0.3,R ugm-3,6.8,R ugm-3,7.3,R ugm-3,, ,, ,, ,, 
05-01-2014,07:00,218.5,P deg,2.9,P ms-1,0.8,P degC,0.3,R ugm-3,7.6,R ugm-3,8.0,R ugm-3,, ,, ,, ,, 
05-01-2014,08:00,201.0,P deg,2.9,P ms-1,0.5,P degC,0.6,R ugm-3,13.0,R ugm-3,13.9,R ugm-3,, ,, ,, ,, 
05-01-2014,09:00,202.2,P deg,2.9,P ms-1,0.5,P degC,1.0,R ugm-3,15.7,R ugm-3,17.2,R ugm-3,, ,, ,, ,, 
05-01-2014,10:00,207.2,P deg,3.1,P ms-1,2.2,P degC,2.0,R ugm-3,16.5,R ugm-3,19.6,R ugm-3,, ,, ,, ,, 
05-01-2014,11:00,202.5,P deg,2.9,P ms-1,5.5,P degC,1.8,R ugm-3,14.1,R ugm-3,16.9,R ugm-3,, ,, ,, ,, 
05-01-2014,12:00,197.4,P deg,5.8,P ms-1,7.1,P degC,1.6,R ugm-3,12.3,R ugm-3,14.8,R ugm-3,, ,, ,, ,, 
05-01-2014,13:00,201.8,P deg,5.0,P ms-1,8.5,P degC,1.0,R ugm-3,14.5,R ugm-3,16.0,R ugm-3,, ,, ,, ,, 
05-01-2014,14:00,197.2,P deg,7.2,P ms-1,7.9,P degC,0.7,R ugm-3,13.3,R ugm-3,14.4,R ugm-3,, ,, ,, ,, 
05-01-2014,15:00,187.3,P deg,7.4,P ms-1,7.7,P degC,0.6,R ugm-3,8.3,R ugm-3,9.2,R ugm-3,, ,, ,, ,, 
05-01-2014,16:00,184.1,P deg,8.7,P ms-1,8.2,P degC,0.6,R ugm-3,7.6,R ugm-3,8.5,R ugm-3,, ,, ,, ,, 
05-01-2014,17:00,189.3,P deg,10.3,P ms-1,8.7,P degC,0.5,R ugm-3,5.0,R ugm-3,5.8,R ugm-3,, ,, ,, ,, 
05-01-2014,18:00,190.0,P deg,9.7,P ms-1,9.1,P degC,0.6,R ugm-3,4.7,R ugm-3,5.6,R ugm-3,, ,, ,, ,, 
05-01-2014,19:00,201.2,P deg,9.5,P ms-1,10.1,P degC,0.4,R ugm-3,4.9,R ugm-3,5.5,R ugm-3,, ,, ,, ,, 
05-01-2014,20:00,207.2,P deg,8.5,P ms-1,11.2,P degC,0.3,R ugm-3,5.4,R ugm-3,5.8,R ugm-3,, ,, ,, ,, 
05-01-2014,21:00,210.6,P deg,8.8,P ms-1,12.1,P degC,0.1,R ugm-3,5.1,R ugm-3,5.3,R ugm-3,, ,, ,, ,, 
05-01-2014,22:00,216.2,P deg,9.7,P ms-1,12.8,P degC,0.2,R ugm-3,3.8,R ugm-3,4.1,R ugm-3,, ,, ,, ,, 
05-01-2014,23:00,221.5,P deg,10.9,P ms-1,13.4,P degC,0.2,R ugm-3,3.4,R ugm-3,3.7,R ugm-3,, ,, ,, ,, 
05-01-2014,24:00,222.2,P deg,11.2,P ms-1,13.5,P degC,0.5,R ugm-3,2.4,R ugm-3,3.1,R ugm-3,, ,, ,, ,, 
06-01-2014,01:00,221.9,P deg,10.6,P ms-1,12.8,P degC,0.0,R ugm-3,2.2,R ugm-3,2.3,R ugm-3,, ,, ,, ,, 
06-01-2014,02:00,224.7,P deg,10.5,P ms-1,12.9,P degC,0.6,R ugm-3,1.9,R ugm-3,2.8,R ugm-3,, ,, ,, ,, 
06-01-2014,03:00,225.6,P deg,10.8,P ms-1,12.9,P degC,0.000000,R ugm-3,2.0,R ugm-3,2.0,R ugm-3,, ,, ,, ,, 
06-01-2014,04:00,225.3,P deg,10.7,P ms-1,12.8,P degC,0.3,R ugm-3,2.1,R ugm-3,2.6,R ugm-3,, ,, ,, ,, 
06-01-2014,05:00,225.0,P deg,10.6,P ms-1,12.6,P degC,0.4,R ugm-3,1.8,R ugm-3,2.4,R ugm-3,, ,, ,, ,, 
06-01-2014,06:00,224.6,P deg,10.6,P ms-1,12.4,P degC,0.4,R ugm-3,2.4,R ugm-3,3.0,R ugm-3,, ,, ,, ,, 
06-01-2014,07:00,225.4,P deg,10.8,P ms-1,12.2,P degC,0.3,R ugm-3,3.3,R ugm-3,3.8,R ugm-3,, ,, ,, ,, 
06-01-2014,08:00,226.5,P deg,11.0,P ms-1,11.9,P degC,0.2,R ugm-3,4.4,R ugm-3,4.7,R ugm-3,, ,, ,, ,, 
06-01-2014,09:00,227.4,P deg,11.1,P ms-1,11.7,P degC,0.2,R ugm-3,6.7,R ugm-3,7.1,R ugm-3,, ,, ,, ,, 
06-01-2014,10:00,228.0,P deg,11.0,P ms-1,11.8,P degC,0.3,R ugm-3,6.8,R ugm-3,7.3,R ugm-3,, ,, ,, ,, 
06-01-2014,11:00,229.6,P deg,10.8,P ms-1,12.1,P degC,0.8,R ugm-3,7.2,R ugm-3,8.4,R ugm-3,, ,, ,, ,, 
06-01-2014,12:00,230.5,P deg,10.4,P ms-1,12.3,P degC,0.6,R ugm-3,4.9,R ugm-3,5.9,R ugm-3,, ,, ,, ,, 
06-01-2014,13:00,226.3,P deg,8.0,P ms-1,12.0,P degC,0.6,R ugm-3,4.1,R ugm-3,5.0,R ugm-3,, ,, ,, ,, 
06-01-2014,14:00,226.6,P deg,10.5,P ms-1,11.7,P degC,0.5,R ugm-3,3.6,R ugm-3,4.4,R ugm-3,, ,, ,, ,, 
06-01-2014,15:00,225.6,P deg,10.2,P ms-1,11.2,P degC,0.3,R ugm-3,3.6,R ugm-3,4.1,R ugm-3,, ,, ,, ,, 
06-01-2014,16:00,224.4,P deg,10.2,P ms-1,10.6,P degC,0.1,R ugm-3,5.2,R ugm-3,5.4,R ugm-3,, ,, ,, ,, 
06-01-2014,17:00,223.8,P deg,10.2,P ms-1,10.6,P degC,0.3,R ugm-3,4.4,R ugm-3,4.9,R ugm-3,, ,, ,, ,, 
06-01-2014,18:00,223.5,P deg,10.2,P ms-1,10.7,P degC,0.4,R ugm-3,5.6,R ugm-3,6.1,R ugm-3,, ,, ,, ,, 
06-01-2014,19:00,223.6,P deg,10.5,P ms-1,10.8,P degC,0.2,R ugm-3,4.8,R ugm-3,5.1,R ugm-3,, ,, ,, ,, 
06-01-2014,20:00,224.3,P deg,11.4,P ms-1,10.8,P degC,0.3,R ugm-3,4.4,R ugm-3,4.9,R ugm-3,, ,, ,, ,, 
06-01-2014,21:00,225.9,P deg,11.8,P ms-1,10.7,P degC,0.2,R ugm-3,2.9,R ugm-3,3.2,R ugm-3,, ,, ,, ,, 
06-01-2014,22:00,226.9,P deg,11.4,P ms-1,10.8,P degC,0.3,R ugm-3,2.7,R ugm-3,3.2,R ugm-3,, ,, ,, ,, 
06-01-2014,23:00,227.1,P deg,11.1,P ms-1,10.8,P degC,0.4,R ugm-3,2.3,R ugm-3,2.8,R ugm-3,, ,, ,, ,, 
06-01-2014,24:00,228.5,P deg,10.3,P ms-1,10.8,P degC,0.1,R ugm-3,2.1,R ugm-3,2.3,R ugm-3,, ,, ,, ,, 
07-01-2014,01:00,229.9,P deg,9.8,P ms-1,10.1,P degC,0.2,R ugm-3,2.0,R ugm-3,2.3,R ugm-3,, ,, ,, ,, 
07-01-2014,02:00,229.7,P deg,9.5,P ms-1,10.3,P degC,0.5,R ugm-3,1.6,R ugm-3,2.3,R ugm-3,, ,, ,, ,, 
07-01-2014,03:00,231.3,P deg,9.4,P ms-1,10.6,P degC,0.1,R ugm-3,1.5,R ugm-3,1.7,R ugm-3,, ,, ,, ,, 
07-01-2014,04:00,227.9,P deg,9.8,P ms-1,10.7,P degC,0.5,R ugm-3,1.4,R ugm-3,2.2,R ugm-3,, ,, ,, ,, 
07-01-2014,05:00,227.5,P deg,10.1,P ms-1,10.7,P degC,0.2,R ugm-3,1.6,R ugm-3,2.0,R ugm-3,, ,, ,, ,, 
07-01-2014,06:00,227.4,P deg,10.4,P ms-1,10.7,P degC,0.4,R ugm-3,1.8,R ugm-3,2.3,R ugm-3,, ,, ,, ,, 
07-01-2014,07:00,227.6,P deg,10.5,P ms-1,10.7,P degC,0.3,R ugm-3,2.6,R ugm-3,3.0,R ugm-3,, ,, ,, ,, 
07-01-2014,08:00,228.3,P deg,10.2,P ms-1,10.8,P degC,0.4,R ugm-3,3.5,R ugm-3,4.0,R ugm-3,, ,, ,, ,, 
07-01-2014,09:00,228.1,P deg,10.0,P ms-1,10.8,P degC,0.2,R ugm-3,4.4,R ugm-3,4.8,R ugm-3,, ,, ,, ,, 
07-01-2014,10:00,227.9,P deg,9.9,P ms-1,11.0,P degC,0.4,R ugm-3,4.9,R ugm-3,5.5,R ugm-3,, ,, ,, ,, 
07-01-2014,11:00,228.6,P deg,9.7,P ms-1,11.2,P degC,0.4,R ugm-3,6.3,R ugm-3,6.9,R ugm-3,, ,, ,, ,, 
07-01-2014,12:00,230.5,P deg,9.4,P ms-1,11.3,P degC,0.6,R ugm-3,7.7,R ugm-3,8.7,R ugm-3,, ,, ,, ,, 
07-01-2014,13:00,231.8,P deg,9.3,P ms-1,11.3,P degC,0.7,R ugm-3,6.6,R ugm-3,7.6,R ugm-3,, ,, ,, ,, 
07-01-2014,14:00,232.2,P deg,9.1,P ms-1,11.2,P degC,0.7,R ugm-3,6.4,R ugm-3,7.5,R ugm-3,, ,, ,, ,, 
07-01-2014,15:00,233.6,P deg,8.6,P ms-1,10.8,P degC,0.6,R ugm-3,6.3,R ugm-3,7.2,R ugm-3,, ,, ,, ,, 
07-01-2014,16:00,234.3,P deg,8.2,P ms-1,10.2,P degC,0.5,R ugm-3,7.1,R ugm-3,8.0,R ugm-3,, ,, ,, ,, 
07-01-2014,17:00,233.9,P deg,8.0,P ms-1,10.4,P degC,0.3,R ugm-3,7.7,R ugm-3,8.2,R ugm-3,, ,, ,, ,, 
07-01-2014,18:00,232.9,P deg,7.9,P ms-1,10.4,P degC,0.4,R ugm-3,8.1,R ugm-3,8.7,R ugm-3,, ,, ,, ,, 
07-01-2014,19:00,232.1,P deg,7.5,P ms-1,10.2,P degC,0.0,R ugm-3,8.0,R ugm-3,8.0,R ugm-3,, ,, ,, ,, 
07-01-2014,20:00,231.4,P deg,7.4,P ms-1,9.8,P degC,0.4,R ugm-3,6.6,R ugm-3,7.1,R ugm-3,, ,, ,, ,, 
07-01-2014,21:00,232.7,P deg,7.6,P ms-1,9.9,P degC,0.1,R ugm-3,5.4,R ugm-3,5.5,R ugm-3,, ,, ,, ,, 
07-01-2014,22:00,237.4,P deg,7.4,P ms-1,10.2,P degC,-0.1,R ugm-3,4.3,R ugm-3,4.2,R ugm-3,, ,, ,, ,, 
