Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,London Eltham,,,,,,,,,,,,,,,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit,"Non-volatile PM2.5 (Hourly measured)",status/unit,"Ozone",status/unit,"PM2.5 particulate matter (Hourly measured)",status/unit,"Volatile PM2.5 (Hourly measured)",status/unit
26-01-2014,19:00,281.7,P deg,7.5,P ms-1,7.4,P degC,2,R ugm-3,22,R ugm-3,25,R ugm-3,, ,57,R ugm-3,, ,, 
26-01-2014,20:00,281.0,P deg,6.7,P ms-1,6.3,P degC,1,R ugm-3,17,R ugm-3,18,R ugm-3,, ,67,R ugm-3,, ,, 
26-01-2014,21:00,282.8,P deg,6.4,P ms-1,5.7,P degC,1,R ugm-3,24,R ugm-3,26,R ugm-3,, ,58,R ugm-3,, ,, 
26-01-2014,22:00,282.7,P deg,5.6,P ms-1,5.1,P degC,3,R ugm-3,25,R ugm-3,29,R ugm-3,, ,53,R ugm-3,, ,, 
26-01-2014,23:00,277.5,P deg,5.5,P ms-1,4.9,P degC,2,R ugm-3,19,R ugm-3,22,R ugm-3,, ,55,R ugm-3,, ,, 
26-01-2014,24:00,273.5,P deg,5.9,P ms-1,4.7,P degC,2,R ugm-3,13,R ugm-3,15,R ugm-3,, ,61,R ugm-3,, ,, 
27-01-2014,01:00,263.4,P deg,6.4,P ms-1,3.1,P degC,1,R ugm-3,9,R ugm-3,10,R ugm-3,, ,66,R ugm-3,, ,, 
27-01-2014,02:00,260.8,P deg,6.1,P ms-1,3.1,P degC,1,R ugm-3,7,R ugm-3,9,R ugm-3,, ,70,R ugm-3,, ,, 
27-01-2014,03:00,259.0,P deg,6.1,P ms-1,3.1,P degC,1,R ugm-3,6,R ugm-3,7,R ugm-3,, ,71,R ugm-3,, ,, 
27-01-2014,04:00,254.4,P deg,5.9,P ms-1,3.5,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,, ,72,R ugm-3,, ,, 
27-01-2014,05:00,249.4,P deg,6.5,P ms-1,3.1,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,, ,75,R ugm-3,, ,, 
27-01-2014,06:00,256.4,P deg,5.8,P ms-1,3.5,P degC,1,R ugm-3,9,R ugm-3,11,R ugm-3,, ,74,R ugm-3,, ,, 
27-01-2014,07:00,253.1,P deg,5.8,P ms-1,3.7,P degC,3,R ugm-3,17,R ugm-3,23,R ugm-3,, ,65,R ugm-3,, ,, 
27-01-2014,08:00,257.0,P deg,5.7,P ms-1,4.3,P degC,5,R ugm-3,28,R ugm-3,36,R ugm-3,, ,54,R ugm-3,, ,, 
27-01-2014,09:00,260.0,P deg,5.8,P ms-1,5.6,P degC,12,R ugm-3,37,R ugm-3,55,R ugm-3,, ,42,R ugm-3,, ,, 
27-01-2014,10:00,260.3,P deg,5.0,P ms-1,6.9,P degC,7,R ugm-3,26,R ugm-3,36,R ugm-3,, ,47,R ugm-3,, ,, 
27-01-2014,11:00,265.1,P deg,6.1,P ms-1,8.0,P degC,6,R ugm-3,20,R ugm-3,29,R ugm-3,, ,53,R ugm-3,, ,, 
27-01-2014,12:00,265.6,P deg,6.2,P ms-1,8.3,P degC,5,R ugm-3,16,R ugm-3,24,R ugm-3,, ,56,R ugm-3,, ,, 
27-01-2014,13:00,267.7,P deg,5.9,P ms-1,8.8,P degC,8,R ugm-3,20,R ugm-3,33,R ugm-3,, ,52,R ugm-3,, ,, 
27-01-2014,14:00,260.3,P deg,5.9,P ms-1,8.7,P degC,6,R ugm-3,16,R ugm-3,25,R ugm-3,, ,56,R ugm-3,, ,, 
27-01-2014,15:00,254.3,P deg,5.0,P ms-1,7.9,P degC,, ,, ,, ,, ,51,R ugm-3,, ,, 
27-01-2014,16:00,242.3,P deg,5.0,P ms-1,7.2,P degC,, ,, ,, ,, ,, ,, ,, 
27-01-2014,17:00,248.0,P deg,5.1,P ms-1,7.0,P degC,6,R ugm-3,36,R ugm-3,46,R ugm-3,, ,33,R ugm-3,, ,, 
27-01-2014,18:00,242.5,P deg,5.2,P ms-1,6.2,P degC,6,R ugm-3,35,R ugm-3,44,R ugm-3,, ,33,R ugm-3,, ,, 
27-01-2014,19:00,233.9,P deg,5.0,P ms-1,5.9,P degC,6,R ugm-3,32,R ugm-3,41,R ugm-3,, ,36,R ugm-3,, ,, 
27-01-2014,20:00,234.5,P deg,5.0,P ms-1,5.6,P degC,4,R ugm-3,30,R ugm-3,36,R ugm-3,, ,41,R ugm-3,, ,, 
27-01-2014,21:00,229.5,P deg,5.0,P ms-1,5.4,P degC,3,R ugm-3,25,R ugm-3,30,R ugm-3,, ,43,R ugm-3,, ,, 
27-01-2014,22:00,225.6,P deg,5.1,P ms-1,5.3,P degC,2,R ugm-3,20,R ugm-3,23,R ugm-3,, ,46,R ugm-3,, ,, 
27-01-2014,23:00,223.2,P deg,5.1,P ms-1,5.9,P degC,2,R ugm-3,13,R ugm-3,16,R ugm-3,, ,54,R ugm-3,, ,, 
27-01-2014,24:00,220.5,P deg,5.2,P ms-1,6.3,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3,, ,63,R ugm-3,, ,, 
28-01-2014,01:00,213.1,P deg,5.7,P ms-1,5.3,P degC,1,R ugm-3,6,R ugm-3,7,R ugm-3,, ,68,R ugm-3,, ,, 
28-01-2014,02:00,209.0,P deg,5.6,P ms-1,5.8,P degC,1,R ugm-3,7,R ugm-3,8,R ugm-3,, ,65,R ugm-3,, ,, 
28-01-2014,03:00,208.1,P deg,5.4,P ms-1,6.1,P degC,1,R ugm-3,4,R ugm-3,5,R ugm-3,, ,66,R ugm-3,, ,, 
28-01-2014,04:00,212.1,P deg,5.0,P ms-1,5.8,P degC,1,R ugm-3,3,R ugm-3,5,R ugm-3,, ,68,R ugm-3,, ,, 
28-01-2014,05:00,214.6,P deg,4.2,P ms-1,5.6,P degC,1,R ugm-3,3,R ugm-3,4,R ugm-3,, ,66,R ugm-3,, ,, 
28-01-2014,06:00,209.2,P deg,4.5,P ms-1,5.2,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3,, ,58,R ugm-3,, ,, 
28-01-2014,07:00,216.0,P deg,4.3,P ms-1,5.2,P degC,2,R ugm-3,19,R ugm-3,22,R ugm-3,, ,44,R ugm-3,, ,, 
28-01-2014,08:00,209.1,P deg,4.0,P ms-1,5.0,P degC,3,R ugm-3,26,R ugm-3,31,R ugm-3,, ,43,R ugm-3,, ,, 
28-01-2014,09:00,200.0,P deg,4.0,P ms-1,5.5,P degC,4,R ugm-3,25,R ugm-3,31,R ugm-3,, ,46,R ugm-3,, ,, 
28-01-2014,10:00,196.8,P deg,3.0,P ms-1,6.8,P degC,5,R ugm-3,20,R ugm-3,27,R ugm-3,, ,51,R ugm-3,, ,, 
28-01-2014,11:00,197.3,P deg,4.3,P ms-1,8.5,P degC,11,R ugm-3,19,R ugm-3,35,R ugm-3,, ,54,R ugm-3,, ,, 
28-01-2014,12:00,206.3,P deg,4.6,P ms-1,9.0,P degC,4,R ugm-3,12,R ugm-3,17,R ugm-3,, ,59,R ugm-3,, ,, 
28-01-2014,13:00,202.6,P deg,4.2,P ms-1,8.9,P degC,4,R ugm-3,10,R ugm-3,16,R ugm-3,, ,64,R ugm-3,, ,, 
28-01-2014,14:00,201.4,P deg,4.1,P ms-1,8.6,P degC,5,R ugm-3,18,R ugm-3,26,R ugm-3,, ,60,R ugm-3,, ,, 
28-01-2014,15:00,207.4,P deg,5.8,P ms-1,8.4,P degC,7,R ugm-3,16,R ugm-3,27,R ugm-3,, ,56,R ugm-3,, ,, 
28-01-2014,16:00,205.1,P deg,6.7,P ms-1,8.3,P degC,3,R ugm-3,14,R ugm-3,19,R ugm-3,, ,58,R ugm-3,, ,, 
28-01-2014,17:00,201.4,P deg,7.4,P ms-1,8.1,P degC,5,R ugm-3,22,R ugm-3,29,R ugm-3,, ,53,R ugm-3,, ,, 
28-01-2014,18:00,195.1,P deg,7.7,P ms-1,8.0,P degC,7,R ugm-3,46,R ugm-3,56,R ugm-3,, ,25,R ugm-3,, ,, 
28-01-2014,19:00,189.5,P deg,7.7,P ms-1,7.7,P degC,7,R ugm-3,28,R ugm-3,38,R ugm-3,, ,41,R ugm-3,, ,, 
28-01-2014,20:00,185.4,P deg,7.2,P ms-1,7.5,P degC,3,R ugm-3,24,R ugm-3,28,R ugm-3,, ,49,R ugm-3,, ,, 
28-01-2014,21:00,183.2,P deg,6.8,P ms-1,7.5,P degC,4,R ugm-3,28,R ugm-3,33,R ugm-3,, ,42,R ugm-3,, ,, 
28-01-2014,22:00,176.0,P deg,6.5,P ms-1,7.7,P degC,1,R ugm-3,10,R ugm-3,12,R ugm-3,, ,61,R ugm-3,, ,, 
28-01-2014,23:00,172.3,P deg,6.4,P ms-1,7.5,P degC,1,R ugm-3,17,R ugm-3,19,R ugm-3,, ,51,R ugm-3,, ,, 
28-01-2014,24:00,166.6,P deg,6.4,P ms-1,7.4,P degC,1,R ugm-3,20,R ugm-3,22,R ugm-3,, ,45,R ugm-3,, ,, 
29-01-2014,01:00,147.4,P deg,5.5,P ms-1,5.9,P degC,1,R ugm-3,11,R ugm-3,13,R ugm-3,, ,53,R ugm-3,, ,, 
29-01-2014,02:00,142.6,P deg,5.9,P ms-1,6.0,P degC,1,R ugm-3,8,R ugm-3,10,R ugm-3,, ,62,R ugm-3,, ,, 
29-01-2014,03:00,137.9,P deg,6.1,P ms-1,5.9,P degC,1,R ugm-3,7,R ugm-3,8,R ugm-3,, ,57,R ugm-3,, ,, 
29-01-2014,04:00,132.4,P deg,5.9,P ms-1,5.7,P degC,2,R ugm-3,7,R ugm-3,10,R ugm-3,, ,48,R ugm-3,, ,, 
29-01-2014,05:00,131.4,P deg,5.7,P ms-1,5.6,P degC,1,R ugm-3,9,R ugm-3,11,R ugm-3,, ,47,R ugm-3,, ,, 
29-01-2014,06:00,129.6,P deg,5.7,P ms-1,5.3,P degC,1,R ugm-3,19,R ugm-3,20,R ugm-3,, ,41,R ugm-3,, ,, 
29-01-2014,07:00,124.7,P deg,4.9,P ms-1,4.8,P degC,2,R ugm-3,29,R ugm-3,32,R ugm-3,, ,32,R ugm-3,, ,, 
29-01-2014,08:00,122.5,P deg,4.6,P ms-1,4.6,P degC,5,R ugm-3,39,R ugm-3,46,R ugm-3,, ,16,R ugm-3,, ,, 
29-01-2014,09:00,122.9,P deg,4.1,P ms-1,4.2,P degC,9,R ugm-3,47,R ugm-3,60,R ugm-3,, ,12,R ugm-3,, ,, 
29-01-2014,10:00,111.9,P deg,4.6,P ms-1,3.8,P degC,8,R ugm-3,44,R ugm-3,57,R ugm-3,, ,16,R ugm-3,, ,, 
29-01-2014,11:00,110.3,P deg,4.7,P ms-1,3.8,P degC,14,R ugm-3,37,R ugm-3,58,R ugm-3,, ,24,R ugm-3,, ,, 
29-01-2014,12:00,110.6,P deg,4.1,P ms-1,4.2,P degC,6,R ugm-3,35,R ugm-3,44,R ugm-3,, ,24,R ugm-3,, ,, 
29-01-2014,13:00,110.5,P deg,4.4,P ms-1,4.6,P degC,10,R ugm-3,41,R ugm-3,56,R ugm-3,, ,16,R ugm-3,, ,, 
29-01-2014,14:00,104.8,P deg,3.8,P ms-1,4.8,P degC,13,R ugm-3,37,R ugm-3,57,R ugm-3,, ,19,R ugm-3,, ,, 
29-01-2014,15:00,109.6,P deg,5.1,P ms-1,5.3,P degC,29,R ugm-3,39,R ugm-3,84,R ugm-3,, ,17,R ugm-3,, ,, 
29-01-2014,16:00,111.7,P deg,5.7,P ms-1,5.0,P degC,10,R ugm-3,47,R ugm-3,63,R ugm-3,, ,9,R ugm-3,, ,, 
29-01-2014,17:00,111.8,P deg,5.6,P ms-1,4.8,P degC,9,R ugm-3,49,R ugm-3,63,R ugm-3,, ,11,R ugm-3,, ,, 
29-01-2014,18:00,110.0,P deg,5.3,P ms-1,4.9,P degC,10,R ugm-3,52,R ugm-3,67,R ugm-3,, ,6,R ugm-3,, ,, 
29-01-2014,19:00,107.3,P deg,5.3,P ms-1,4.9,P degC,10,R ugm-3,54,R ugm-3,69,R ugm-3,, ,5,R ugm-3,, ,, 
29-01-2014,20:00,103.7,P deg,5.3,P ms-1,5.0,P degC,6,R ugm-3,44,R ugm-3,52,R ugm-3,, ,11,R ugm-3,, ,, 
29-01-2014,21:00,99.8,P deg,5.1,P ms-1,5.0,P degC,2,R ugm-3,38,R ugm-3,42,R ugm-3,, ,17,R ugm-3,, ,, 
29-01-2014,22:00,98.1,P deg,4.8,P ms-1,5.0,P degC,6,R ugm-3,40,R ugm-3,48,R ugm-3,, ,16,R ugm-3,, ,, 
29-01-2014,23:00,94.6,P deg,4.6,P ms-1,5.0,P degC,3,R ugm-3,40,R ugm-3,44,R ugm-3,, ,14,R ugm-3,, ,, 
29-01-2014,24:00,93.2,P deg,4.4,P ms-1,4.9,P degC,2,R ugm-3,42,R ugm-3,45,R ugm-3,, ,11,R ugm-3,, ,, 
30-01-2014,01:00,82.9,P deg,3.7,P ms-1,3.8,P degC,2,R ugm-3,34,R ugm-3,37,R ugm-3,, ,16,R ugm-3,, ,, 
30-01-2014,02:00,80.4,P deg,3.2,P ms-1,4.0,P degC,1,R ugm-3,31,R ugm-3,33,R ugm-3,, ,18,R ugm-3,, ,, 
30-01-2014,03:00,108.1,P deg,2.8,P ms-1,4.1,P degC,2,R ugm-3,33,R ugm-3,36,R ugm-3,, ,12,R ugm-3,, ,, 
30-01-2014,04:00,111.2,P deg,2.8,P ms-1,3.8,P degC,1,R ugm-3,29,R ugm-3,31,R ugm-3,, ,15,R ugm-3,, ,, 
30-01-2014,05:00,103.8,P deg,2.6,P ms-1,3.7,P degC,2,R ugm-3,31,R ugm-3,34,R ugm-3,, ,11,R ugm-3,, ,, 
30-01-2014,06:00,98.8,P deg,2.7,P ms-1,3.5,P degC,2,R ugm-3,34,R ugm-3,37,R ugm-3,, ,8,R ugm-3,, ,, 
30-01-2014,07:00,105.4,P deg,2.9,P ms-1,3.4,P degC,11,R ugm-3,39,R ugm-3,55,R ugm-3,, ,2,R ugm-3,, ,, 
30-01-2014,08:00,107.5,P deg,3.0,P ms-1,3.7,P degC,39,R ugm-3,48,R ugm-3,107,R ugm-3,, ,1,R ugm-3,, ,, 
30-01-2014,09:00,99.9,P deg,3.5,P ms-1,4.1,P degC,38,R ugm-3,48,R ugm-3,106,R ugm-3,, ,1,R ugm-3,, ,, 
30-01-2014,10:00,104.4,P deg,4.0,P ms-1,4.6,P degC,40,R ugm-3,50,R ugm-3,111,R ugm-3,, ,2,R ugm-3,, ,, 
30-01-2014,11:00,131.4,P deg,4.3,P ms-1,5.2,P degC,42,R ugm-3,50,R ugm-3,115,R ugm-3,, ,2,R ugm-3,, ,, 
30-01-2014,12:00,127.2,P deg,4.8,P ms-1,5.4,P degC,30,R ugm-3,47,R ugm-3,93,R ugm-3,, ,7,R ugm-3,, ,, 
30-01-2014,13:00,143.1,P deg,4.5,P ms-1,6.2,P degC,15,R ugm-3,46,R ugm-3,70,R ugm-3,, ,10,R ugm-3,, ,, 
30-01-2014,14:00,148.8,P deg,4.1,P ms-1,6.6,P degC,35,R ugm-3,52,R ugm-3,105,R ugm-3,, ,3,R ugm-3,, ,, 
30-01-2014,15:00,142.2,P deg,4.1,P ms-1,6.4,P degC,38,R ugm-3,56,R ugm-3,114,R ugm-3,, ,3,R ugm-3,, ,, 
30-01-2014,16:00,143.5,P deg,4.3,P ms-1,6.1,P degC,22,R ugm-3,55,R ugm-3,88,R ugm-3,, ,6,R ugm-3,, ,, 
30-01-2014,17:00,153.2,P deg,4.9,P ms-1,6.0,P degC,6,R ugm-3,45,R ugm-3,55,R ugm-3,, ,12,R ugm-3,, ,, 
30-01-2014,18:00,153.0,P deg,5.0,P ms-1,5.9,P degC,12,R ugm-3,51,R ugm-3,70,R ugm-3,, ,6,R ugm-3,, ,, 
30-01-2014,19:00,148.9,P deg,4.9,P ms-1,5.7,P degC,9,R ugm-3,45,R ugm-3,58,R ugm-3,, ,4,R ugm-3,, ,, 
30-01-2014,20:00,151.3,P deg,4.9,P ms-1,5.6,P degC,22,R ugm-3,46,R ugm-3,80,R ugm-3,, ,1,R ugm-3,, ,, 
30-01-2014,21:00,149.7,P deg,4.6,P ms-1,5.4,P degC,42,R ugm-3,47,R ugm-3,112,R ugm-3,, ,1,R ugm-3,, ,, 
30-01-2014,22:00,149.8,P deg,4.1,P ms-1,5.5,P degC,52,R ugm-3,45,R ugm-3,124,R ugm-3,, ,1,R ugm-3,, ,, 
30-01-2014,23:00,150.2,P deg,3.5,P ms-1,5.4,P degC,48,R ugm-3,39,R ugm-3,112,R ugm-3,, ,1,R ugm-3,, ,, 
30-01-2014,24:00,144.9,P deg,3.5,P ms-1,4.4,P degC,58,R ugm-3,39,R ugm-3,128,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,01:00,No data,,No data,,No data,,43,R ugm-3,36,R ugm-3,101,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,02:00,No data,,No data,,No data,,35,R ugm-3,35,R ugm-3,88,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,03:00,No data,,No data,,No data,,44,R ugm-3,36,R ugm-3,103,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,04:00,No data,,No data,,No data,,92,R ugm-3,42,R ugm-3,183,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,05:00,No data,,No data,,No data,,86,R ugm-3,41,R ugm-3,173,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,06:00,No data,,No data,,No data,,62,R ugm-3,36,R ugm-3,131,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,07:00,No data,,No data,,No data,,26,R ugm-3,33,R ugm-3,72,R ugm-3,, ,1,R ugm-3,, ,, 
31-01-2014,08:00,No data,,No data,,No data,,14,R ugm-3,39,R ugm-3,60,R ugm-3,, ,8,R ugm-3,, ,, 
31-01-2014,09:00,No data,,No data,,No data,,11,R ugm-3,33,R ugm-3,49,R ugm-3,, ,17,R ugm-3,, ,, 
31-01-2014,10:00,No data,,No data,,No data,,7,R ugm-3,22,R ugm-3,33,R ugm-3,, ,27,R ugm-3,, ,, 
31-01-2014,11:00,No data,,No data,,No data,,4,R ugm-3,16,R ugm-3,22,R ugm-3,, ,32,R ugm-3,, ,, 
31-01-2014,12:00,No data,,No data,,No data,,3,R ugm-3,12,R ugm-3,16,R ugm-3,, ,40,R ugm-3,, ,, 
31-01-2014,13:00,No data,,No data,,No data,,3,R ugm-3,13,R ugm-3,18,R ugm-3,, ,42,R ugm-3,, ,, 
31-01-2014,14:00,No data,,No data,,No data,,3,R ugm-3,12,R ugm-3,17,R ugm-3,, ,44,R ugm-3,, ,, 
31-01-2014,15:00,No data,,No data,,No data,,3,R ugm-3,13,R ugm-3,17,R ugm-3,, ,45,R ugm-3,, ,, 
31-01-2014,16:00,No data,,No data,,No data,,4,R ugm-3,13,R ugm-3,19,R ugm-3,, ,48,R ugm-3,, ,, 
31-01-2014,17:00,No data,,No data,,No data,,2,R ugm-3,12,R ugm-3,16,R ugm-3,, ,53,R ugm-3,, ,, 
31-01-2014,18:00,No data,,No data,,No data,,3,R ugm-3,12,R ugm-3,17,R ugm-3,, ,55,R ugm-3,, ,, 
31-01-2014,19:00,No data,,No data,,No data,,2,R ugm-3,11,R ugm-3,13,R ugm-3,, ,53,R ugm-3,, ,, 
31-01-2014,20:00,No data,,No data,,No data,,2,R ugm-3,9,R ugm-3,12,R ugm-3,, ,54,R ugm-3,, ,, 
31-01-2014,21:00,No data,,No data,,No data,,2,R ugm-3,9,R ugm-3,12,R ugm-3,, ,57,R ugm-3,, ,, 
31-01-2014,22:00,No data,,No data,,No data,,1,R ugm-3,8,R ugm-3,10,R ugm-3,, ,59,R ugm-3,, ,, 
31-01-2014,23:00,No data,,No data,,No data,,1,R ugm-3,7,R ugm-3,9,R ugm-3,, ,62,R ugm-3,, ,, 
31-01-2014,24:00,No data,,No data,,No data,,1,R ugm-3,6,R ugm-3,8,R ugm-3,, ,63,R ugm-3,, ,, 
01-02-2014,01:00,221.2,P deg,7.9,P ms-1,10.0,P degC,1,R ugm-3,6,R ugm-3,8,R ugm-3,, ,62,R ugm-3,, ,, 
01-02-2014,02:00,238.3,P deg,7.0,P ms-1,10.3,P degC,2,R ugm-3,5,R ugm-3,8,R ugm-3,, ,66,R ugm-3,, ,, 
01-02-2014,03:00,239.8,P deg,7.0,P ms-1,9.6,P degC,1,R ugm-3,4,R ugm-3,6,R ugm-3,, ,67,R ugm-3,, ,, 
01-02-2014,04:00,241.8,P deg,7.1,P ms-1,9.1,P degC,1,R ugm-3,5,R ugm-3,7,R ugm-3,, ,76,R ugm-3,, ,, 
01-02-2014,05:00,248.0,P deg,7.3,P ms-1,8.2,P degC,1,R ugm-3,5,R ugm-3,7,R ugm-3,, ,77,R ugm-3,, ,, 
01-02-2014,06:00,252.2,P deg,6.8,P ms-1,7.6,P degC,1,R ugm-3,7,R ugm-3,8,R ugm-3,, ,76,R ugm-3,, ,, 
01-02-2014,07:00,259.6,P deg,5.8,P ms-1,6.3,P degC,2,R ugm-3,11,R ugm-3,14,R ugm-3,, ,69,R ugm-3,, ,, 
01-02-2014,08:00,248.9,P deg,4.9,P ms-1,5.3,P degC,3,R ugm-3,12,R ugm-3,17,R ugm-3,, ,65,R ugm-3,, ,, 
01-02-2014,09:00,246.2,P deg,4.8,P ms-1,5.8,P degC,4,R ugm-3,17,R ugm-3,22,R ugm-3,, ,58,R ugm-3,, ,, 
01-02-2014,10:00,237.3,P deg,5.3,P ms-1,6.9,P degC,4,R ugm-3,13,R ugm-3,19,R ugm-3,, ,63,R ugm-3,, ,, 
01-02-2014,11:00,244.2,P deg,6.1,P ms-1,8.2,P degC,4,R ugm-3,13,R ugm-3,19,R ugm-3,, ,69,R ugm-3,, ,, 
01-02-2014,12:00,233.3,P deg,7.3,P ms-1,9.0,P degC,3,R ugm-3,9,R ugm-3,14,R ugm-3,, ,76,R ugm-3,, ,, 
01-02-2014,13:00,231.0,P deg,7.8,P ms-1,9.2,P degC,3,R ugm-3,9,R ugm-3,14,R ugm-3,, ,78,R ugm-3,, ,, 
01-02-2014,14:00,227.3,P deg,8.0,P ms-1,9.0,P degC,5,R ugm-3,9,R ugm-3,16,R ugm-3,, ,75,R ugm-3,, ,, 
01-02-2014,15:00,223.0,P deg,6.5,P ms-1,8.4,P degC,4,R ugm-3,11,R ugm-3,16,R ugm-3,, ,72,R ugm-3,, ,, 
01-02-2014,16:00,224.3,P deg,8.2,P ms-1,7.5,P degC,3,R ugm-3,8,R ugm-3,13,R ugm-3,, ,71,R ugm-3,, ,, 
01-02-2014,17:00,223.5,P deg,8.2,P ms-1,7.6,P degC,3,R ugm-3,9,R ugm-3,13,R ugm-3,, ,67,R ugm-3,, ,, 
01-02-2014,18:00,228.4,P deg,7.8,P ms-1,7.7,P degC,2,R ugm-3,11,R ugm-3,14,R ugm-3,, ,67,R ugm-3,, ,, 
01-02-2014,19:00,228.9,P deg,8.1,P ms-1,7.1,P degC,2,R ugm-3,8,R ugm-3,11,R ugm-3,, ,71,R ugm-3,, ,, 
01-02-2014,20:00,227.8,P deg,8.9,P ms-1,6.9,P degC,2,R ugm-3,9,R ugm-3,11,R ugm-3,, ,70,R ugm-3,, ,, 
01-02-2014,21:00,231.9,P deg,9.0,P ms-1,7.4,P degC,1,R ugm-3,8,R ugm-3,10,R ugm-3,, ,74,R ugm-3,, ,, 
01-02-2014,22:00,233.8,P deg,8.8,P ms-1,7.4,P degC,1,R ugm-3,7,R ugm-3,8,R ugm-3,, ,73,R ugm-3,, ,, 
01-02-2014,23:00,236.3,P deg,8.8,P ms-1,7.8,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,, ,75,R ugm-3,, ,, 
01-02-2014,24:00,240.8,P deg,8.5,P ms-1,8.0,P degC,2,R ugm-3,4,R ugm-3,7,R ugm-3,, ,77,R ugm-3,, ,, 
02-02-2014,01:00,241.9,P deg,7.5,P ms-1,7.2,P degC,1,R ugm-3,5,R ugm-3,7,R ugm-3,, ,75,R ugm-3,, ,, 
02-02-2014,02:00,245.2,P deg,6.9,P ms-1,7.3,P degC,1,R ugm-3,6,R ugm-3,8,R ugm-3,, ,74,R ugm-3,, ,, 
02-02-2014,03:00,244.3,P deg,6.4,P ms-1,6.7,P degC,1,R ugm-3,5,R ugm-3,7,R ugm-3,, ,72,R ugm-3,, ,, 
02-02-2014,04:00,243.0,P deg,6.0,P ms-1,6.3,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,, ,70,R ugm-3,, ,, 
02-02-2014,05:00,241.5,P deg,5.8,P ms-1,6.1,P degC,1,R ugm-3,5,R ugm-3,6,R ugm-3,, ,66,R ugm-3,, ,, 
02-02-2014,06:00,238.8,P deg,5.4,P ms-1,5.9,P degC,1,R ugm-3,6,R ugm-3,6,R ugm-3,, ,65,R ugm-3,, ,, 
02-02-2014,07:00,237.0,P deg,5.2,P ms-1,5.8,P degC,1,R ugm-3,6,R ugm-3,7,R ugm-3,, ,62,R ugm-3,, ,, 
02-02-2014,08:00,234.8,P deg,4.9,P ms-1,5.8,P degC,1,R ugm-3,9,R ugm-3,12,R ugm-3,, ,60,R ugm-3,, ,, 
02-02-2014,09:00,239.5,P deg,4.9,P ms-1,6.9,P degC,2,R ugm-3,10,R ugm-3,13,R ugm-3,, ,60,R ugm-3,, ,, 
02-02-2014,10:00,239.5,P deg,4.7,P ms-1,8.2,P degC,3,R ugm-3,11,R ugm-3,16,R ugm-3,, ,62,R ugm-3,, ,, 
02-02-2014,11:00,244.9,P deg,5.5,P ms-1,9.3,P degC,4,R ugm-3,13,R ugm-3,18,R ugm-3,, ,65,R ugm-3,, ,, 
02-02-2014,12:00,245.8,P deg,5.7,P ms-1,10.1,P degC,4,R ugm-3,12,R ugm-3,18,R ugm-3,, ,67,R ugm-3,, ,, 
02-02-2014,13:00,244.6,P deg,5.7,P ms-1,10.6,P degC,4,R ugm-3,12,R ugm-3,18,R ugm-3,, ,66,R ugm-3,, ,, 
02-02-2014,14:00,241.3,P deg,5.4,P ms-1,10.4,P degC,4,R ugm-3,14,R ugm-3,19,R ugm-3,, ,63,R ugm-3,, ,, 
02-02-2014,15:00,237.9,P deg,5.0,P ms-1,9.7,P degC,4,R ugm-3,14,R ugm-3,20,R ugm-3,, ,63,R ugm-3,, ,, 
02-02-2014,16:00,230.6,P deg,4.7,P ms-1,8.3,P degC,4,R ugm-3,19,R ugm-3,25,R ugm-3,, ,60,R ugm-3,, ,, 
02-02-2014,17:00,227.1,P deg,4.7,P ms-1,7.3,P degC,3,R ugm-3,23,R ugm-3,28,R ugm-3,, ,58,R ugm-3,, ,, 
02-02-2014,18:00,226.1,P deg,4.6,P ms-1,6.8,P degC,3,R ugm-3,31,R ugm-3,35,R ugm-3,, ,43,R ugm-3,, ,, 
02-02-2014,19:00,221.8,P deg,4.2,P ms-1,6.3,P degC,2,R ugm-3,31,R ugm-3,35,R ugm-3,, ,35,R ugm-3,, ,, 
02-02-2014,20:00,215.4,P deg,4.1,P ms-1,5.9,P degC,1,R ugm-3,19,R ugm-3,21,R ugm-3,, ,50,R ugm-3,, ,, 
02-02-2014,21:00,210.0,P deg,4.2,P ms-1,5.7,P degC,1,R ugm-3,19,R ugm-3,20,R ugm-3,, ,51,R ugm-3,, ,, 
